,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore
276,200,Win,True,True,True,False,True,False,6,1,0,2,0,0,0
277,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0
278,200,Win,True,False,True,False,False,False,4,1,0,0,0,0,0
279,200,Win,True,True,True,True,True,False,9,1,1,2,0,1,0
280,200,Fail,True,False,True,False,False,False,2,1,0,0,0,0,0
281,200,Win,False,True,True,False,False,False,4,1,0,0,0,0,0
282,200,Win,True,True,True,False,False,False,4,2,0,0,0,0,0
283,200,Win,False,True,True,False,False,False,4,1,0,0,0,0,0
284,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0
285,200,Win,True,True,True,False,False,False,4,1,0,0,0,0,0
286,200,Fail,True,False,False,False,False,False,3,1,0,0,0,0,0
287,200,Win,False,True,True,False,False,False,4,1,0,0,0,0,0
288,200,Win,True,True,True,True,False,False,6,1,1,1,0,0,0
289,200,Win,False,False,True,False,True,False,7,1,1,4,0,0,0
290,200,Fail,False,True,True,True,False,True,6,1,2,2,0,1,0
291,200,Win,True,True,False,False,True,True,2,0,0,2,0,1,0
292,200,Win,False,False,True,True,True,False,7,1,1,4,0,0,0
293,200,Win,False,True,False,False,False,True,7,1,1,2,0,1,0
294,200,Win,False,True,True,True,True,True,7,2,1,4,0,2,0
295,200,Win,False,False,False,True,False,True,2,0,1,2,0,1,0
296,200,Win,True,False,True,False,False,False,6,1,0,1,0,1,0
297,200,Fail,False,True,False,False,False,False,1,0,0,0,0,0,0
298,200,Fail,True,True,False,False,False,False,1,0,0,0,0,0,0
299,200,Fail,True,True,False,False,False,False,2,0,0,0,0,0,0
300,200,Fail,False,False,False,False,True,False,4,0,0,2,0,0,0
301,200,Win,False,True,False,False,True,True,2,0,0,1,0,1,0
302,200,Win,True,True,True,False,True,True,7,1,0,3,0,1,0
303,200,Win,False,True,False,True,True,False,4,0,1,3,0,0,0
304,200,Win,False,True,False,True,True,False,7,1,1,3,0,0,0
305,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0
306,200,Fail,True,True,False,False,False,True,2,0,0,0,0,2,0
307,200,Win,False,True,False,False,True,True,3,0,0,2,0,1,0
308,200,Win,True,True,False,False,True,True,3,0,0,2,0,1,0
309,200,Win,False,False,True,True,True,False,11,3,2,4,0,0,0
310,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0
311,200,Win,True,True,False,False,False,True,2,0,0,0,0,1,0
312,200,Fail,True,True,False,False,False,False,2,0,0,0,0,0,0
313,200,Fail,False,True,False,False,True,True,3,0,0,2,0,2,0
314,200,Fail,True,False,False,False,False,False,1,0,0,0,0,0,0
315,200,Fail,True,True,False,False,False,True,1,0,0,0,0,1,0
316,200,Win,False,True,True,True,True,True,9,1,1,4,0,1,0
317,200,Win,True,True,False,True,True,True,5,0,1,2,0,1,0
318,200,Win,False,False,False,True,True,True,4,0,1,2,0,1,0
319,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0
320,200,Fail,True,False,False,False,True,False,4,0,0,3,0,0,0
321,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0
322,200,Win,False,True,True,True,True,True,5,1,1,4,0,2,0
323,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0
324,200,Fail,True,True,True,False,False,True,9,4,0,3,0,2,0
325,200,Win,True,False,False,True,False,False,8,1,2,2,0,1,0
326,200,Fail,False,False,False,False,False,False,3,0,0,0,0,0,0
327,200,Fail,True,False,False,False,False,False,1,0,0,0,0,0,0
328,200,Fail,True,False,False,False,True,False,4,0,0,2,0,0,0
329,200,Fail,False,False,False,False,True,False,4,0,0,3,0,0,0
330,200,Win,False,False,True,False,True,True,10,2,0,2,0,1,0
331,200,Fail,False,False,False,False,False,True,0,0,0,0,0,1,0
332,200,Fail,False,False,False,False,False,False,3,0,0,0,0,0,0
333,200,Win,True,True,True,True,False,True,7,1,1,2,0,1,0
334,200,Fail,True,True,False,False,False,True,3,0,0,1,0,1,0
335,200,Fail,True,True,False,False,False,True,2,0,0,1,0,1,0
336,200,Win,False,True,True,True,False,False,9,1,1,1,0,1,0
337,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0
338,200,Win,True,False,False,False,False,False,9,1,1,3,0,1,0
339,200,Fail,True,True,False,False,False,False,2,2,0,0,0,0,0
340,200,Win,False,True,True,False,False,False,4,1,0,0,0,0,0
341,200,Win,True,True,True,True,False,True,9,2,1,1,0,2,0
342,200,Win,True,True,False,False,True,True,3,0,0,2,0,2,0
343,200,Fail,False,False,False,False,True,False,3,0,0,4,0,1,0
344,200,Win,False,True,False,False,True,False,4,0,0,3,0,0,0
345,200,Win,False,False,True,True,False,False,7,1,1,3,0,0,0
346,200,Win,True,False,True,False,False,True,7,1,1,1,0,1,0
347,200,Fail,True,False,False,False,False,False,1,0,0,1,0,0,0
348,200,Fail,True,False,False,False,True,False,1,0,0,1,0,0,0
349,200,Win,True,True,True,False,False,True,5,1,0,3,0,1,0
350,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0
351,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0
352,200,Win,False,True,True,False,True,True,4,1,0,3,0,2,0
353,200,Win,False,True,False,False,False,False,2,0,0,0,0,0,0
354,200,Fail,True,True,True,False,True,True,8,3,0,4,0,1,0
355,200,Win,False,False,True,True,True,False,8,1,1,2,0,0,0
356,200,Fail,True,False,True,True,True,False,5,1,1,4,0,1,0
357,200,Win,False,False,False,True,True,False,5,0,1,3,0,1,0
358,200,Fail,True,False,True,False,False,False,2,1,0,0,0,0,0
359,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0
360,200,Win,False,False,True,False,True,False,8,1,0,4,0,1,0
361,200,Win,True,False,False,False,False,False,4,0,1,3,0,0,0
362,200,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0
363,200,Fail,False,False,False,False,True,False,0,0,0,2,0,0,0
364,200,Win,True,True,True,True,True,False,10,2,2,4,0,1,0
365,200,Win,True,True,False,False,True,False,2,0,0,2,0,0,0
366,200,Win,True,True,False,False,True,True,3,0,0,2,0,1,0
367,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0
368,200,Win,True,True,True,False,True,True,8,1,0,3,0,1,0
369,200,Fail,True,False,False,False,True,False,0,0,1,1,0,0,0
370,200,Fail,True,False,False,False,False,False,0,0,0,0,0,0,0
371,200,Fail,True,False,False,True,True,False,3,0,1,2,0,0,0
372,200,Win,True,False,False,True,True,False,5,0,1,3,0,0,0
373,200,Win,False,True,True,True,True,False,7,1,1,3,0,0,0
374,200,Win,True,False,True,False,True,False,8,2,0,4,0,1,0
375,200,Win,True,False,False,True,True,False,5,0,1,3,0,0,0
376,200,Win,True,False,True,True,True,False,11,3,1,4,0,0,0
377,200,Fail,True,True,False,False,False,True,2,0,0,0,0,1,0
378,200,Win,True,True,True,True,False,True,10,2,1,2,0,2,0
379,200,Win,True,False,True,False,True,False,8,1,0,3,0,0,0
380,200,Win,False,True,True,True,False,True,10,2,1,4,0,2,0
381,200,Fail,True,False,False,False,True,False,1,0,0,1,0,0,0
382,200,Fail,False,True,False,False,False,True,4,0,0,0,0,1,0
383,200,Fail,True,False,False,False,False,False,4,0,0,0,0,1,0
384,200,Win,True,False,True,True,False,True,10,2,1,3,0,2,0
385,200,Win,False,True,False,True,True,False,4,0,1,3,0,1,0
386,200,Win,True,True,True,False,True,False,7,1,0,1,0,0,0
387,200,Win,False,True,True,True,True,True,10,2,1,3,0,1,0
388,200,Fail,False,True,False,False,False,True,1,0,0,0,0,1,0
389,200,Fail,True,True,False,False,False,False,2,0,0,0,0,0,0
390,200,Win,True,True,True,False,True,True,8,1,0,1,0,1,0
391,200,Fail,True,False,False,False,True,False,0,0,0,1,0,0,0
392,200,Fail,False,False,False,False,False,True,0,0,0,0,0,1,0
393,200,Win,True,True,True,False,True,True,8,1,0,2,0,1,0
394,200,Fail,False,False,False,False,False,False,5,0,0,0,0,0,0
395,200,Win,True,True,True,True,True,True,8,1,1,3,0,2,0
396,200,Fail,False,False,False,False,False,False,2,0,0,1,0,0,0
397,200,Win,True,True,True,False,True,True,10,2,0,3,0,2,0
398,200,Win,True,True,True,True,True,True,10,2,1,4,0,2,0
399,200,Win,True,True,True,False,False,False,4,2,0,0,0,0,0
400,200,Win,True,True,True,False,True,True,6,1,0,3,0,1,0
401,200,Fail,False,False,False,True,False,True,2,0,1,0,0,1,0
402,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0
