assists,champLevel,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,inhibitorKills,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,teamId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
1,9,0,0,5680,6,0,0,0,0,0,0,0,5276,5300,0,1,3,0,3,1,247,30195,11057,5711,0,0,0,6,200,0,5921,588,7472,0,14,39310,12119,15510,4455,90,142,1,0,3194,474,2326,0,9,2,1,4,0
2,7,0,0,6108,3,0,0,0,0,0,0,0,3870,2820,0,0,2,0,0,1,236,4187,2217,2872,0,0,0,7,200,0,3061,1557,3244,0,33,11910,3775,6663,131,21,56,3,0,4661,0,546,0,23,5,3,12,0
4,9,1843,0,2473,5,0,0,0,0,0,0,0,5051,4900,0,0,0,0,0,0,234,4586,3294,2951,0,0,0,8,200,0,32181,4387,5508,0,0,40848,7681,8948,413,111,0,1,0,4081,0,487,0,7,0,1,4,0
1,10,6209,208,5099,3,0,0,0,0,0,0,0,5860,5500,0,1,3,0,2,1,446,5575,492,3036,92,17,57,9,200,0,81434,3821,6264,0,10,91885,5943,9806,3666,21,398,1,0,4876,1628,505,0,18,1,5,2,0
1,10,1098,1098,6419,4,0,0,0,0,0,0,0,5171,4650,0,0,1,0,0,1,433,4314,1634,3356,0,0,0,10,200,0,40768,7320,9006,0,4,53287,9842,12430,3288,95,139,1,0,8204,887,68,0,5,0,0,3,0
1,9,551,551,3045,2,0,0,0,0,0,0,0,5843,5400,0,1,3,0,2,1,688,883,599,3125,0,0,0,1,100,0,42660,7101,4804,0,9,45143,7700,7930,595,125,104,1,0,1600,0,0,0,11,2,1,6,0
3,7,0,0,4135,4,0,0,0,0,0,0,0,3600,3150,0,0,0,0,0,0,472,5940,1366,3482,0,0,0,2,100,0,2873,731,3926,0,12,11518,2097,7546,1603,22,86,4,0,2704,0,138,0,33,2,6,18,0
1,10,954,954,2267,1,0,0,0,0,0,0,0,5371,3725,0,0,0,0,0,0,691,44824,5504,3237,4,4,0,3,100,0,13524,1332,2537,0,9,65749,7565,5870,1271,125,41,2,0,7400,728,96,0,12,1,2,6,0
0,9,6425,226,6112,4,0,0,0,0,0,0,0,4616,4510,0,0,1,0,0,1,475,55524,2402,3514,78,4,57,4,100,0,9181,80,10431,0,10,68663,2740,14118,7969,10,298,1,0,3957,257,172,0,28,3,1,2,0
1,10,1279,1252,3565,5,0,0,0,0,0,0,0,5552,5250,0,0,1,0,0,1,447,6822,1595,2292,0,0,0,5,100,0,56706,6456,5186,0,4,63529,8051,7863,113,129,95,1,0,0,0,384,0,9,2,1,7,0
3,12,4477,2996,5652,0,2,0,0,0,0,1,0,7997,6808,0,1,5,0,5,2,0,6692,960,2834,4,4,0,6,200,0,47030,5382,7071,0,3,55430,6460,10177,1006,131,40,1,0,1707,118,272,1,10,0,2,5,1
3,12,11815,664,6243,0,1,0,1,0,0,0,1,8568,7885,0,1,8,0,8,2,0,82619,4547,2347,100,9,63,7,200,0,19375,945,11147,0,11,108359,6165,13519,8306,20,384,1,0,6364,672,24,1,14,4,3,5,1
4,9,684,684,2346,2,0,0,0,0,0,0,0,5682,5325,0,1,2,139,2,1,648,542,442,799,0,0,0,8,200,0,30478,3861,4177,0,16,33625,4304,4977,369,110,313,2,0,2605,0,0,0,13,1,3,6,1
3,8,161,161,3937,2,0,0,0,0,0,0,0,3950,3875,0,0,1,0,0,1,677,9307,3509,2611,0,0,0,9,200,0,4619,929,3587,0,14,17653,4439,6527,366,25,115,1,0,3726,0,329,0,33,3,4,10,1
3,11,1770,1770,2668,1,0,0,0,0,0,0,0,5761,4485,0,0,0,0,0,0,755,47791,4852,4219,0,0,0,10,200,0,9470,880,2783,0,10,59565,5732,7362,2451,129,31,1,0,2303,0,360,0,10,4,0,9,1
22,18,154,154,36975,10,1,0,0,0,0,0,0,13500,13100,0,2,9,0,3,2,169,30098,18179,8230,0,0,0,1,100,0,7758,4319,12058,0,36,39094,23505,24616,2192,25,256,1,0,1237,1007,4327,0,0,0,0,0,1
28,18,1371,1371,19137,11,4,0,0,0,1,0,0,14852,13450,2,5,13,0,3,3,116,65781,30617,14408,0,0,0,2,100,0,632,136,12168,0,84,67540,31680,30945,9650,40,610,5,1,1126,926,4368,1,0,0,0,0,1
16,18,2461,2461,22496,9,2,0,0,1,0,0,0,13644,11200,0,3,12,0,5,3,240,0,0,11050,0,0,0,3,100,0,50397,16364,10145,0,17,51416,17142,23563,2486,33,24,1,1,1019,777,2366,2,0,0,0,0,1
27,18,4209,4209,9057,11,0,0,0,1,0,0,0,14178,12350,0,1,7,0,3,1,195,37848,18308,13555,0,0,0,4,100,0,85050,16014,9401,0,0,123878,35126,25970,6824,115,0,1,0,980,802,3013,1,0,0,0,0,1
10,17,521,521,26521,12,0,0,0,0,0,0,0,11879,10175,0,0,5,0,0,1,121,0,0,13569,0,0,0,5,100,0,42426,13926,8961,0,18,42426,13926,32081,8773,38,63,1,0,0,0,9551,0,0,0,0,0,1
27,18,0,0,24378,8,2,0,0,0,0,0,0,14310,12050,0,4,12,0,5,2,317,883,883,12313,0,0,0,6,200,0,83973,25788,15558,0,26,86513,28328,28927,9733,65,442,1,0,1656,1656,1055,0,0,0,0,0,0
29,17,0,0,35805,15,1,0,1,0,0,0,0,12155,10835,0,1,6,0,3,2,121,60411,25322,12187,0,0,0,7,200,0,4123,1394,18701,0,17,66398,28519,31258,742,37,64,1,0,1862,1802,369,0,0,0,0,0,0
14,18,2025,2025,21213,8,2,0,0,0,0,1,0,14042,13350,0,3,12,0,3,2,328,2426,814,14391,0,0,0,8,200,0,46480,13419,11297,0,12,63435,19612,26845,3687,74,58,1,0,14528,5377,1156,0,0,0,0,0,0
34,18,506,506,8467,7,1,0,0,0,0,1,0,13507,10985,0,3,8,0,3,2,467,75802,19624,14081,0,0,0,9,200,0,5945,630,5098,0,45,93052,26134,19553,2143,59,290,1,0,11305,5879,373,0,0,0,0,0,0
25,18,2038,2038,23515,8,1,0,0,0,0,0,1,13866,13950,0,4,14,0,5,2,318,48971,14169,14131,0,0,0,10,200,0,5893,1871,10136,0,31,59109,17739,24827,12411,46,256,5,0,4243,1698,559,2,0,0,0,0,0
8,15,7703,3465,7150,4,2,0,0,0,0,0,0,12946,11150,0,2,8,662,4,3,589,0,0,3313,12,4,8,1,100,0,124804,15040,9707,0,2,129351,16214,14238,1813,192,89,1,1,4546,1174,1218,2,17,1,7,4,1
10,14,19726,5450,11345,6,1,0,1,0,1,0,0,10584,10025,1,1,6,0,3,2,363,86523,12189,7123,115,3,72,2,100,0,23750,1032,15119,0,18,120746,14540,22940,8168,18,117,1,0,10472,1318,696,2,33,5,5,5,1
8,16,14192,5241,21782,4,1,0,0,0,0,0,0,12930,11583,0,1,5,0,3,3,677,35039,5435,8971,36,12,18,3,100,0,139032,16423,14730,0,24,176208,22938,26317,4867,200,217,1,1,2136,1078,2614,1,29,4,3,12,1
12,13,3153,2558,8287,8,0,0,0,0,0,0,0,7686,6700,0,0,1,0,0,1,425,9608,5347,4386,0,0,0,4,100,0,5296,1452,8542,0,21,19431,6961,13559,11846,20,48,5,0,4526,161,630,1,43,10,1,28,1
7,14,13737,7439,16058,7,1,0,0,0,0,0,0,12849,12975,0,1,4,0,3,2,311,17114,6102,7581,26,4,22,5,100,0,167068,15076,13217,0,9,188384,21921,22596,715,242,387,1,0,4201,741,1796,2,31,5,4,14,1
18,12,4802,879,8826,3,0,0,0,0,0,0,0,8294,7125,0,0,2,0,0,1,854,30578,9554,3860,0,0,0,6,200,0,4231,1371,6560,0,24,36281,10972,10725,3082,15,225,5,0,1471,46,304,0,69,9,7,38,0
7,15,4387,268,20784,6,1,0,0,0,0,0,0,10997,10785,0,3,8,0,3,2,672,94034,15189,8232,8,1,4,7,200,0,6692,584,19084,0,13,111953,16200,28328,7777,171,349,1,0,11226,426,1011,1,34,6,4,11,0
6,15,7364,4792,25166,5,1,0,0,0,0,0,0,11901,11208,0,1,6,0,4,2,454,1262,1251,5586,0,0,0,8,200,0,114286,9896,13276,0,16,131242,16739,20728,2677,191,187,1,0,15693,5591,1865,1,17,0,2,7,0
13,14,10935,2871,14451,5,0,0,0,0,0,0,0,11746,11350,0,1,5,1150,2,1,723,2875,698,5585,20,0,20,9,200,0,164062,16437,12597,0,17,170540,17732,18491,2545,207,88,3,0,3602,596,307,0,24,2,7,8,0
14,13,29263,60,28567,5,0,0,0,0,0,0,1,11386,11225,0,2,8,0,5,1,828,20545,1516,7912,113,7,75,10,200,0,104087,11570,16860,0,19,135667,13375,25844,6941,28,321,1,0,11035,288,1071,1,36,14,6,21,0
4,11,7140,6061,3941,2,4,0,0,0,0,1,0,10368,8620,0,2,12,572,8,2,664,1878,1275,1771,12,8,0,1,100,0,81419,16821,6536,0,31,84250,18535,9013,1725,140,147,3,0,952,438,704,1,14,2,3,6,1
6,10,26776,0,6996,3,0,0,0,0,0,0,0,6591,5775,0,1,3,0,2,1,324,3755,0,4818,96,15,50,2,100,0,71966,4039,9257,0,8,92457,4734,14921,8529,9,141,1,0,16735,695,846,0,19,4,1,7,1
1,12,5467,3566,8362,1,0,0,0,0,0,0,0,6738,5925,0,1,3,0,3,1,197,25487,2155,1340,8,0,0,3,100,0,35871,4063,7123,0,14,64851,6219,8884,1927,110,116,1,0,3492,0,420,2,10,1,1,5,1
13,10,2591,2255,5607,1,0,0,0,0,0,0,1,5728,4575,0,0,1,0,0,1,883,11483,4317,2353,0,0,0,4,100,0,6950,2040,5184,0,28,21118,6358,7958,1607,20,153,5,0,2684,0,421,1,32,4,2,21,1
7,12,4510,4510,3836,2,1,0,0,0,0,0,0,8580,6175,0,1,3,0,2,2,594,64472,11980,2530,8,0,8,5,100,0,9093,310,5713,0,7,73566,12290,8669,1661,141,94,1,0,0,0,424,2,13,1,3,6,1
2,10,575,246,4268,5,0,0,0,0,0,0,0,5556,5245,0,0,2,0,0,1,334,43143,6367,5211,1,0,1,6,200,0,7524,931,4727,0,8,55251,7977,10027,2816,101,29,4,0,4583,679,88,0,7,2,0,6,0
1,9,4508,1548,9525,4,0,0,0,0,0,0,0,5538,5525,0,1,3,0,2,1,665,10365,731,3156,62,7,46,7,200,0,48018,3735,9235,0,7,61100,4813,12494,3340,5,256,1,0,2717,347,102,1,11,4,1,9,0
4,9,87,87,4194,4,0,0,0,0,0,0,0,4750,4350,0,0,1,144,0,1,487,0,0,3099,0,0,0,8,200,0,21918,5873,6268,0,16,23488,5873,9368,4260,26,106,3,0,1570,0,0,0,27,3,5,16,0
2,11,2360,2360,11425,4,0,0,1,0,0,0,0,6156,5450,0,0,2,0,0,1,337,143,143,4186,0,0,0,9,200,0,44970,6220,8917,0,18,52688,8155,13139,482,95,120,1,0,7575,1790,36,0,9,0,2,5,0
3,9,1413,1413,14598,5,0,0,0,0,0,0,0,5865,5750,0,0,1,0,0,1,301,36917,3402,5239,3,0,3,10,200,0,9303,592,11798,0,24,52891,3994,17945,2247,91,223,1,0,6670,0,907,0,8,0,1,4,0
11,8,922,922,4272,4,0,0,0,0,0,0,0,4126,3600,0,0,0,0,0,0,563,3967,2518,1539,0,0,0,1,100,0,4218,1351,4303,0,24,13622,4300,6038,0,24,57,0,0,5437,430,196,0,19,6,7,12,1
3,11,565,76,3060,3,2,0,0,0,0,0,0,7613,5825,0,2,7,0,4,2,463,48538,5678,3208,1,0,1,2,100,0,7614,809,3923,0,13,57918,6554,7341,1703,108,112,1,0,1765,66,208,0,11,3,1,6,1
3,11,1780,172,5273,3,0,0,0,0,0,0,0,6273,5475,0,1,5,0,3,1,258,47379,7348,1877,14,10,4,3,100,0,4494,0,6769,0,8,53357,7348,8743,2272,101,191,1,0,1483,0,96,0,13,4,1,9,1
8,10,12190,865,9574,0,0,0,0,0,0,0,0,7663,6075,0,1,5,0,5,1,0,10480,490,3534,78,8,54,4,100,0,61166,6178,7850,0,8,75108,7138,11520,4499,18,198,1,0,3461,469,136,0,21,4,6,9,1
8,10,5086,5086,4056,2,0,0,0,0,0,0,0,7062,5275,0,1,4,450,3,1,529,880,249,1379,4,0,4,5,100,0,49921,10233,4884,0,9,54697,10482,6974,680,112,70,3,0,3895,0,710,2,12,1,5,6,1
4,10,998,389,3266,5,0,0,0,0,0,1,0,5615,5335,0,0,2,0,0,1,372,45062,6160,3337,6,0,5,6,200,0,7482,637,4414,0,14,54145,6798,7985,100,105,144,1,0,1600,0,234,0,10,2,2,5,0
4,9,7829,0,9428,2,0,0,0,0,0,0,1,5874,5650,0,1,4,0,3,1,475,11402,367,4121,65,4,35,7,200,0,44042,3677,7910,0,13,63785,5392,12120,4155,19,176,1,0,8341,1347,88,1,27,4,6,4,0
4,8,82,82,3302,4,0,0,0,0,0,0,0,4746,4250,0,0,0,130,0,0,348,525,525,2404,0,0,0,8,200,0,32416,4612,5701,0,19,38687,5138,8241,638,111,324,3,0,5745,0,136,0,18,4,5,8,0
4,7,686,686,4457,5,0,0,1,0,0,0,0,3957,3375,0,1,2,0,2,1,248,5497,1847,2615,0,0,0,9,200,0,3080,920,5214,0,11,11189,2767,8221,945,20,84,4,0,2611,0,391,0,17,7,3,15,0
3,11,2781,2644,5245,5,0,0,0,0,0,1,0,7865,7525,0,1,4,0,3,1,400,8079,1324,4808,5,0,5,10,200,0,61562,6083,4699,0,3,71126,7407,9623,279,126,70,1,0,1484,0,116,0,12,1,4,5,0
11,15,12976,5138,5738,5,1,0,1,0,0,0,0,15292,22960,0,2,14,0,10,2,836,140418,23858,8133,17,1,4,1,100,0,9252,797,11059,0,16,150481,25465,19359,5742,177,506,1,0,809,809,165,2,40,4,4,14,0
16,13,1550,174,11546,7,0,0,0,0,0,0,0,10481,9950,0,2,7,0,3,1,430,1057,777,11117,4,0,0,2,100,0,34468,16268,12585,0,27,40424,17937,24758,2730,54,74,1,0,4899,892,1055,0,113,6,20,53,0
14,14,6589,2925,11243,7,0,0,0,0,0,0,0,11795,11608,0,1,4,812,2,1,679,18279,6719,11402,0,0,0,3,100,0,157850,16489,13595,0,16,183549,26062,26076,6850,188,383,1,0,7420,2853,1078,1,21,8,1,18,0
9,16,17823,859,17824,8,1,0,0,0,0,0,0,11570,10925,0,1,6,407,2,2,318,25263,1214,12130,165,25,117,4,100,0,152067,9131,21727,0,8,186197,11689,34352,22279,18,284,28,0,8865,1343,495,1,22,4,3,5,0
7,14,3455,1533,30279,11,0,0,0,0,0,0,0,9544,9350,0,2,5,0,2,1,266,96193,13373,6907,0,0,0,5,100,0,3462,297,18687,0,31,104568,13920,26781,2448,151,96,3,0,4912,250,1187,0,25,6,4,16,0
11,16,12455,3157,29294,7,2,0,0,0,0,1,0,15764,15280,0,2,12,0,6,2,855,129042,21439,15180,16,0,8,6,200,0,13946,2388,16609,0,13,143396,24042,33894,10140,174,182,1,0,409,215,2104,0,23,2,1,9,1
14,16,2558,2558,14115,6,2,0,0,1,0,0,0,15065,12235,0,2,10,0,4,3,463,8064,1058,9538,20,4,12,7,200,0,144544,29725,13389,0,10,157190,32021,24400,7040,208,112,1,1,4581,1236,1473,1,38,9,10,18,1
13,17,22633,12138,9969,7,0,0,0,1,0,0,0,14640,11650,0,1,6,305,5,1,627,2066,2066,8739,17,2,12,8,200,0,184314,18566,11148,0,43,200351,20800,20337,2497,250,838,1,0,13971,168,449,5,53,6,19,15,1
17,13,8052,2303,6664,9,1,0,0,1,0,0,0,8091,6785,0,1,2,0,2,2,352,18950,5256,6221,0,0,0,9,200,0,3041,461,6317,0,19,23323,5910,12745,3905,10,124,6,0,1331,191,206,1,57,10,7,32,1
15,14,27450,5486,11597,7,0,0,0,0,1,0,1,11824,10725,1,1,8,0,6,1,624,96018,16966,9153,110,11,57,10,200,0,26090,2095,16703,0,26,132572,21232,27771,9198,15,112,1,0,10463,2170,1914,2,42,12,7,12,1
4,12,0,0,6905,4,0,0,0,0,0,0,0,7762,7700,0,2,4,0,2,1,660,49146,11307,2672,12,0,12,1,100,0,12695,1462,12843,0,15,71030,13448,16540,3065,130,28,1,0,9188,678,1023,0,24,4,5,6,0
2,12,246,0,6892,5,0,0,0,0,0,0,0,8557,8525,0,2,5,0,2,1,572,9222,3772,3324,18,4,5,2,100,0,77293,8782,9248,0,1,87115,12722,12719,1865,155,32,3,0,600,168,146,0,27,3,5,14,0
3,11,13707,0,8245,5,1,0,0,0,0,0,0,8153,7525,0,1,6,0,5,2,648,5355,761,6561,85,14,58,3,100,0,102379,11373,8104,0,24,118634,13363,15188,3581,41,463,1,0,10898,1228,522,1,19,4,1,11,0
7,10,892,0,16065,7,0,0,0,0,0,0,0,6055,5805,0,0,3,0,0,1,373,68,68,5967,0,0,0,4,100,0,13109,5240,12232,0,21,21990,7567,18494,831,27,65,1,0,8812,2258,294,0,47,11,9,17,0
3,12,1561,1453,20376,6,0,0,0,0,0,0,0,7785,7350,0,0,1,0,0,1,401,45086,4847,6307,4,0,4,5,100,0,27914,5480,11499,0,16,74720,10328,18752,644,143,223,1,0,1720,0,945,0,12,0,2,5,0
6,14,7714,5399,7530,5,0,0,0,0,0,0,0,9511,7675,0,1,4,0,2,1,306,9876,3073,4524,8,0,4,6,200,0,90683,10999,7979,0,8,103054,14072,13506,829,162,86,1,0,2495,0,1003,0,9,1,4,4,1
14,13,8440,2583,6119,3,0,0,0,0,0,0,0,10785,8675,0,1,5,255,3,1,468,1386,978,4173,15,5,5,7,200,0,101283,18266,7657,0,41,114098,19900,12530,2661,172,714,3,0,11429,656,700,2,25,3,4,9,1
16,11,2943,1416,9677,4,0,0,0,0,0,0,0,6256,4800,0,0,1,0,0,1,451,8674,3851,3875,0,0,0,8,200,0,5533,1251,9233,0,18,17603,5103,13993,4442,24,105,5,0,3395,0,884,1,47,6,5,29,1
5,13,19676,0,14633,4,2,0,1,0,0,0,0,11388,9375,0,3,15,0,9,4,434,102663,13993,4991,113,11,68,9,200,0,25482,2084,19825,1,10,136219,16769,26274,14936,20,449,1,2,8073,692,1457,0,16,3,4,4,1
10,14,8381,4732,10052,3,0,0,0,0,0,0,0,10073,10158,0,0,2,735,0,1,413,5090,1741,6045,5,0,4,10,200,0,108522,7638,9210,0,4,119892,10963,15544,5338,162,196,1,0,6279,1584,288,2,14,1,2,8,1
2,13,4403,4403,11625,3,1,0,0,0,0,0,1,11264,11025,0,1,2,415,2,2,599,1451,1100,5160,15,0,11,1,100,0,144441,11390,9984,0,16,148032,13375,15564,5438,253,371,4,0,2140,884,420,2,43,5,19,13,0
7,10,806,650,8517,2,0,0,0,0,0,0,0,5772,5550,0,0,0,0,0,0,933,8143,3647,5221,0,0,0,2,100,0,4041,376,6052,0,24,16457,4605,11479,1297,26,73,1,0,4272,582,206,0,41,8,7,30,0
1,14,2869,2869,10712,5,0,0,1,0,0,0,0,11507,11483,0,1,4,844,3,1,423,5123,2741,3044,9,0,9,3,100,0,153998,14169,15260,0,8,166805,18671,18677,5676,196,243,1,0,7683,1760,372,1,17,2,3,10,0
5,12,2285,229,21729,4,0,0,0,0,0,0,0,8271,8045,0,1,2,0,2,1,621,19794,1462,7373,0,0,0,4,100,0,50647,7151,11703,0,15,87035,9529,19700,1607,169,164,2,0,16593,915,623,0,31,2,12,9,0
3,11,9545,146,17238,6,0,0,0,0,0,0,0,8133,7600,0,1,3,0,2,1,531,64091,7228,6990,113,4,85,5,100,0,24411,883,19243,0,21,121121,8592,27226,11507,22,331,1,0,32619,481,993,0,24,4,1,12,0
6,14,6936,2951,6848,3,2,0,0,0,0,0,0,11406,11075,0,2,7,0,4,2,718,96088,13467,3369,16,0,13,6,200,0,15245,1689,9535,0,16,111518,15341,13617,1116,179,44,2,0,184,184,713,1,19,3,3,7,1
9,15,5906,4215,18007,3,0,0,0,0,0,0,0,10904,9975,0,0,2,0,0,1,986,6135,2270,5412,12,4,8,7,200,0,146353,15074,21019,0,19,152489,17344,29087,9290,213,58,1,0,0,0,2655,2,17,1,3,8,1
13,14,20286,1430,11383,1,1,0,0,0,0,0,0,10994,9950,0,1,4,0,4,2,612,6368,795,4647,133,18,81,8,200,0,140974,14361,10758,0,28,157849,16540,16112,8199,49,468,1,0,10506,1382,706,1,66,9,18,27,1
5,14,13190,328,7072,1,1,0,0,0,0,0,0,11620,9250,0,1,5,0,5,2,214,20452,5312,1858,15,0,9,9,200,0,116060,11279,8290,0,3,137286,16931,10288,2169,215,156,3,0,774,340,140,0,21,2,5,6,1
10,12,2501,87,8703,3,0,0,0,0,0,0,0,6736,6100,0,0,2,0,0,1,691,12994,5131,4192,0,0,0,10,200,0,6243,1563,8398,0,31,24631,7402,12998,2355,34,174,5,0,5393,708,408,0,78,15,9,56,1
2,12,6432,6432,3312,1,0,0,0,1,0,0,0,9633,7000,0,2,6,0,3,1,680,4359,280,2838,8,0,8,1,100,0,83459,8839,3835,0,4,88465,9766,7885,1802,154,81,1,0,646,646,1211,4,17,2,4,6,1
8,10,15296,1607,11275,2,1,0,0,1,0,0,0,9745,8400,0,3,12,0,5,2,395,13799,1541,3491,69,13,35,2,100,0,64780,10986,10213,0,13,86326,13220,13920,4978,15,210,1,0,7746,692,216,1,15,5,1,10,1
1,11,3179,3179,9568,2,0,0,0,0,0,0,0,6030,5650,0,0,0,0,0,0,554,36034,4923,2522,0,0,0,3,100,0,11414,1197,10593,0,8,53119,6121,13512,5260,133,150,1,0,5670,0,396,1,7,0,1,6,1
7,11,10806,5467,3742,2,1,0,0,0,0,1,0,10199,9100,1,2,9,219,6,2,395,1104,1104,2340,28,4,16,4,100,0,91230,9606,6765,0,31,99216,11433,9208,1770,137,845,4,0,6881,722,102,0,18,2,2,5,1
18,10,2515,2515,7828,3,0,0,1,0,0,0,1,6508,5700,0,0,1,0,0,1,172,10078,3182,1828,0,0,0,5,100,0,5854,1443,6505,0,16,20649,4626,8447,2244,24,129,4,0,4715,0,113,1,29,4,2,18,1
3,9,0,0,4613,6,0,0,0,0,0,0,0,7412,6150,0,1,4,384,2,1,301,4207,1940,2372,0,0,0,6,200,0,43111,4623,7235,0,0,47319,6563,10223,1049,105,0,2,0,0,0,616,0,6,0,2,4,0
2,8,686,14,9817,8,0,0,0,0,0,0,0,5237,4625,0,1,2,0,2,1,184,4728,637,1543,59,5,49,7,200,0,49811,6555,9750,0,12,57681,7748,11724,1874,14,306,1,0,3141,555,430,0,21,1,7,2,0
2,11,2770,2770,5776,2,0,0,0,0,0,0,0,5261,4125,0,0,0,0,0,0,778,9229,1077,4746,0,0,0,8,200,0,34952,6364,5887,0,5,46786,7441,10722,494,107,31,1,0,2605,0,88,1,13,1,2,6,0
3,10,174,0,8424,6,0,0,0,0,0,0,0,5332,4175,0,0,1,0,0,1,241,40758,5913,1449,4,0,0,9,200,0,8076,1571,10502,0,13,50975,7485,12645,2812,99,175,1,0,2140,0,694,0,8,1,1,6,0
4,7,1839,0,7995,6,0,0,0,0,0,0,0,4707,4245,0,1,3,0,2,1,216,3895,2006,1258,0,0,0,10,200,0,3781,1499,7256,0,28,15196,3988,8746,248,19,66,3,0,7520,483,232,0,23,7,4,12,0
8,13,17976,220,11017,7,1,0,0,0,0,0,0,11774,11025,0,3,11,0,4,2,382,4603,1089,8940,94,3,73,1,100,0,109693,13162,13768,0,134,125072,15325,23363,8849,38,385,1,0,10776,1074,653,1,47,6,10,20,1
10,13,4078,1321,5250,6,1,0,0,0,0,0,0,9322,8500,0,1,3,257,2,2,418,1884,1284,8670,5,0,5,2,100,0,87988,8537,5082,0,33,103164,10082,14163,1693,172,562,4,0,13291,260,410,0,17,1,2,9,1
5,15,4863,605,16889,4,2,0,0,0,0,0,0,12079,10425,0,3,11,0,6,5,372,90052,23896,11299,4,0,1,3,100,1,21573,3801,10113,1,23,116727,27908,22506,9482,190,163,1,1,5102,210,1092,0,29,3,9,4,1
13,16,6891,2864,33921,4,0,0,0,0,0,0,0,12121,11408,0,2,6,23,2,1,553,70618,7188,10839,15,0,7,4,100,0,69605,13648,15014,0,23,145162,20969,28906,4273,188,326,1,0,4938,132,3052,2,17,3,2,10,1
19,12,641,0,7253,8,0,0,0,0,0,0,0,6474,5725,0,0,0,0,0,0,301,8965,3757,10074,0,0,0,5,100,0,5204,1457,4479,0,19,18352,5214,15087,5031,34,117,5,0,4182,0,533,0,64,11,10,44,1
8,14,7581,6478,19139,6,0,0,0,0,0,0,0,9371,9583,0,1,3,462,2,1,309,2825,1615,8776,10,0,8,6,200,0,104393,9509,16399,0,7,115669,13679,25299,3726,163,85,1,0,8449,2554,124,2,26,2,2,10,0
8,14,5722,2320,8020,7,2,0,0,0,0,0,0,10976,10025,0,2,7,0,5,3,482,103613,18161,8061,6,0,1,7,200,0,10926,895,8620,0,17,116918,19672,16891,3691,181,360,1,1,2378,614,210,1,26,5,11,11,0
7,10,1915,1915,22695,5,0,0,0,0,0,0,0,6920,6300,0,1,3,4,2,1,476,7245,4099,4201,0,0,0,8,200,0,8280,2065,7456,0,44,22716,6985,11866,31,31,151,1,0,7191,820,208,1,57,10,9,30,0
6,14,19665,781,15036,7,2,0,1,0,0,0,0,12650,11975,0,3,11,0,5,2,560,6325,473,5569,151,37,78,9,200,0,166371,16703,13777,0,23,179287,18930,20119,5612,36,393,1,0,6590,1754,772,0,28,4,11,5,0
10,13,761,551,17767,6,1,0,0,0,0,0,0,9365,8935,0,2,5,0,2,2,411,81398,22101,13422,8,0,8,10,200,0,5438,571,11162,0,50,86920,22673,24947,6055,132,399,1,0,84,0,362,0,12,4,3,12,0
15,13,2880,2880,12334,4,0,0,0,0,0,0,0,10581,8425,0,2,7,0,3,1,584,165,165,6117,4,0,0,1,100,0,17505,8976,10331,0,27,25573,11556,16673,5376,29,100,1,0,7901,2414,224,1,44,5,8,18,1
14,14,37714,1309,24432,2,1,0,0,0,0,0,1,11264,11283,0,2,6,0,3,2,729,44953,3212,6546,104,4,54,2,100,0,61144,8934,16465,0,21,119476,13034,23526,12763,28,294,1,0,13377,886,515,1,36,8,7,7,1
10,14,11040,4509,5672,2,1,0,0,1,0,0,0,10217,8660,0,1,6,0,6,2,1216,104541,15336,2158,9,0,8,3,100,0,10386,894,6002,0,22,116730,16466,8392,1139,161,287,2,0,1802,235,232,2,23,5,1,12,1
14,15,6336,4826,12299,4,3,0,0,0,1,0,0,14585,13625,1,3,12,464,5,2,431,20537,9554,5736,21,17,4,4,100,0,123842,18912,12564,0,3,146261,29413,18724,5746,194,63,3,0,1880,946,423,3,31,1,6,14,1
3,15,11017,4255,24008,3,0,0,1,0,0,1,0,12551,12263,0,2,10,0,5,1,688,1364,1364,6176,4,1,0,5,100,0,95542,14203,14865,0,20,124868,21653,22447,5416,187,175,1,0,27961,6085,1405,0,27,1,6,8,1
2,11,973,0,16572,8,0,0,0,0,0,0,0,7741,8130,0,1,4,0,2,1,729,82421,11231,8854,106,13,76,6,200,0,16159,375,21836,0,14,104131,12514,32214,12844,11,378,1,0,5549,907,1524,0,17,4,3,3,0
