assists,champLevel,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,inhibitorKills,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,teamId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
9,13,25676,1040,17888,5,0,0,0,0,0,1,0,9221,8275,0,2,4,0,2,1,584,54005,7553,3647,96,1,57,4,100,0,17317,607,19817,0,26,124081,9029,24210,11754,29,257,1,0,52759,868,746,1,19,3,4,2,0
4,12,3707,1232,12722,2,1,0,0,0,0,0,1,8939,8450,0,1,4,432,4,2,1271,0,0,2621,6,0,6,5,100,0,73257,5753,12748,0,16,74431,6737,15730,2753,135,69,1,0,1173,983,360,1,23,6,4,11,0
6,14,9727,2228,19861,4,1,0,0,0,0,0,0,10747,9500,0,2,7,0,4,2,570,0,0,8650,13,0,7,6,200,0,107335,14482,11681,0,17,108875,14482,22617,9154,159,115,1,0,1540,0,2285,0,24,4,7,12,1
8,14,6871,6210,7865,6,0,0,0,0,0,0,0,9804,7925,0,0,2,0,0,1,671,104574,8104,8030,0,0,0,7,200,0,12438,959,7538,0,31,118590,9163,16391,2675,177,159,1,0,1577,100,823,0,17,5,0,12,1
13,11,1632,1456,5285,2,0,0,1,1,0,0,0,6905,4925,0,0,1,0,0,1,789,5829,2886,4562,0,0,0,8,200,0,4852,550,4234,0,20,14290,3972,9248,295,36,67,1,0,3608,536,451,0,48,9,18,20,1
6,14,17506,8717,8354,2,0,0,0,1,0,0,0,13738,12025,0,2,10,711,5,1,681,2105,393,4832,26,6,16,9,200,0,160095,22233,3798,0,10,164912,23081,8987,1852,194,149,3,0,2712,454,356,3,25,3,6,8,1
14,14,17131,2763,7918,3,0,0,0,0,0,0,0,9354,8125,1,1,2,450,2,1,350,23994,1766,9050,118,15,81,10,200,0,98693,8333,9801,0,4,127652,10919,19050,13537,16,156,15,0,4965,819,198,2,25,6,6,10,1
5,12,5193,5193,4002,1,1,0,0,0,0,0,1,9186,7950,0,1,11,0,10,2,173,5643,998,1889,4,4,0,1,100,0,68313,12050,6745,0,16,78568,13444,9202,3545,107,55,1,0,4611,396,568,2,15,4,0,7,1
4,10,4044,4044,2095,1,0,0,0,0,0,0,0,6810,5400,0,1,3,530,3,1,243,456,156,458,0,0,0,2,100,0,49190,2398,2523,0,0,49646,2554,2981,0,124,15,0,0,0,0,0,1,9,3,0,7,1
9,11,10779,2111,12837,1,2,0,0,0,0,0,0,9459,7775,0,2,14,0,9,3,501,91720,12130,2036,101,32,46,3,100,0,19094,2135,16080,0,12,115316,15142,18615,9852,9,407,1,1,4502,876,498,1,13,1,3,2,1
14,8,609,364,1999,1,0,0,0,0,0,0,0,5831,4550,0,1,4,0,4,1,91,4602,3420,124,0,0,0,4,100,0,2312,1226,2956,0,12,7137,4814,3109,6667,5,59,4,0,222,168,28,0,21,4,4,10,1
2,11,1300,1300,8225,0,0,0,0,0,0,0,0,5720,5200,0,0,0,0,0,0,0,39786,4991,6192,0,0,0,5,100,0,17965,1647,7721,0,22,59262,6639,13913,11777,140,154,1,0,1510,0,0,0,12,2,1,6,1
1,6,0,0,5349,7,0,0,1,0,0,0,0,3319,3075,0,0,1,0,0,1,330,2058,1359,4861,0,0,0,6,200,0,2459,660,4184,0,22,8668,2220,9254,692,16,36,3,0,4150,200,208,0,12,7,1,7,0
2,8,178,178,1660,5,0,0,0,0,0,0,0,5148,4800,0,0,1,0,0,1,310,3297,1000,4635,0,0,0,7,200,0,32124,4462,2282,0,0,35422,5463,7085,837,112,0,2,0,0,0,168,0,12,2,2,6,0
1,7,3089,0,5389,7,0,0,0,0,0,0,0,4209,3925,0,0,1,0,0,1,222,4169,297,4901,57,5,44,8,200,0,46879,4951,7357,0,21,53832,5687,12754,2855,7,216,1,0,2783,437,496,0,11,2,2,4,0
0,10,0,0,4633,3,0,0,0,0,0,0,0,4577,4100,0,0,0,0,0,0,652,28735,6734,5416,0,0,0,9,200,0,10170,2648,5872,0,2,46035,9382,11558,6297,112,33,1,0,7130,0,270,0,4,0,0,4,0
1,8,1013,0,3512,10,0,0,0,0,0,0,0,4197,3650,0,0,1,0,0,1,170,2958,673,3225,4,0,4,10,200,0,29998,4063,9041,0,1,33412,5193,12565,931,79,7,1,0,456,456,298,0,7,0,1,4,0
5,14,21502,131,15091,6,0,0,0,0,0,0,0,10566,9000,0,2,6,0,3,1,532,145252,10690,7305,154,4,116,1,100,0,25104,1372,19579,0,3,176346,12776,28716,17158,24,104,3,0,5989,713,1831,0,39,6,10,11,0
5,13,3884,1910,11181,10,0,0,0,0,0,0,0,9724,9425,0,1,7,0,4,1,316,1307,834,7134,20,0,17,2,100,0,97787,16401,12457,0,124,107743,17908,21032,3420,122,258,1,0,8647,672,1439,1,9,0,1,2,0
6,14,4276,4045,31658,5,0,0,0,0,0,0,1,10272,10450,0,1,2,0,2,1,605,88917,11042,12038,4,0,0,3,100,0,23956,2299,16538,0,83,122783,15342,32655,6710,189,665,1,0,9909,2000,4078,1,18,2,3,7,0
4,15,3335,2510,7943,4,0,0,0,0,0,0,0,11763,11050,0,1,3,0,2,1,664,12741,6869,5597,8,4,4,4,100,0,136439,11297,5567,0,6,155980,18909,11712,1703,241,205,3,0,6800,742,546,1,22,2,4,7,0
11,11,2562,366,7099,4,0,0,0,0,0,0,0,6987,7025,0,0,1,0,0,1,546,11376,5419,6071,0,0,0,5,100,0,4296,1602,5082,0,31,21639,7585,11282,5956,41,151,5,0,5966,563,128,0,97,16,12,60,0
10,14,3406,852,31805,2,0,0,0,1,0,0,0,10125,8800,0,2,7,0,4,1,598,54443,11932,8548,0,0,0,6,200,0,27798,5035,6927,0,25,83149,17298,16053,1072,152,487,1,0,907,331,577,0,17,2,4,6,1
8,15,1345,1345,11655,6,1,0,1,1,0,0,0,11073,9910,0,3,7,0,2,2,470,92382,15346,7840,12,0,12,7,200,0,31990,6948,14790,0,3,128248,23164,24185,10615,201,52,1,0,3875,870,1554,0,25,5,6,12,1
18,12,1064,1018,10919,5,0,0,0,1,0,0,0,7459,6750,0,0,3,0,0,1,536,7798,4143,6177,0,0,0,8,200,0,4507,1027,7281,0,29,16242,5719,13816,439,28,78,1,0,3936,548,356,1,53,12,7,31,1
8,14,24478,1880,23174,4,1,0,0,0,1,0,0,12007,10975,1,3,8,0,2,2,490,6163,0,8115,126,4,78,9,200,0,133493,12589,18501,0,12,165943,18240,28730,11887,46,514,1,0,26286,5651,2113,0,22,5,6,5,1
9,14,10594,3757,7951,2,1,0,0,1,0,0,0,11970,10300,0,1,4,0,4,2,831,21589,4037,5313,28,4,20,10,200,0,136971,10689,8846,0,3,160663,15349,14249,5000,220,76,4,0,2102,622,90,2,19,2,5,11,1
0,13,3765,1230,3878,3,1,0,1,0,0,0,0,8855,8475,0,2,5,0,2,2,670,85503,15013,3254,8,1,6,1,100,0,10617,1255,6564,0,22,101106,16325,10036,0,155,206,0,0,4986,56,217,0,21,7,3,13,0
3,11,1001,872,6163,6,0,0,0,0,0,0,0,7839,7525,0,0,0,672,0,0,422,1496,790,3555,5,0,5,2,100,0,89115,11200,8637,0,4,92416,11991,12442,370,203,53,1,0,1805,0,249,1,18,4,3,10,0
4,11,5831,868,14809,4,0,0,0,0,0,0,0,7519,7100,0,1,3,0,3,1,440,18236,913,4082,86,0,69,3,100,0,68496,5888,12639,0,13,90675,7220,17133,5708,10,227,1,0,3943,419,410,0,16,3,3,9,0
2,9,68,68,10096,5,0,0,0,0,0,0,0,4424,4400,0,0,0,0,0,0,443,5508,1918,4093,1,0,1,4,100,0,3962,844,6845,0,21,16125,3060,11760,115,22,43,3,0,6653,298,821,0,30,4,3,15,0
1,13,1504,1504,13517,2,0,0,0,0,0,0,0,7182,6245,0,0,1,14,0,1,921,52130,6846,4936,0,0,0,5,100,0,33366,2965,9029,0,23,90982,9811,15323,822,155,294,1,0,5485,0,1357,0,11,1,0,8,0
2,13,8238,8238,13835,2,2,0,0,1,0,0,1,10364,8933,0,3,8,0,3,2,727,189,103,8760,8,4,0,6,200,0,94087,9039,8886,0,16,101773,11185,18112,1431,168,198,1,0,7496,2042,466,2,26,2,4,6,1
7,13,560,85,9597,3,0,0,0,0,0,0,0,8098,7300,0,1,2,0,2,1,332,213,213,8551,10,4,0,7,200,0,78188,9686,7181,0,20,82090,10055,15836,952,133,122,1,0,3688,156,103,0,21,3,2,10,1
4,13,34366,1275,11608,2,2,0,0,1,0,0,0,10180,7950,0,2,9,0,4,3,746,120014,12695,4630,137,22,82,8,200,0,19703,781,15119,0,4,155147,14336,19954,14034,14,199,4,2,15430,858,204,3,25,2,5,4,1
8,11,1624,1604,19463,1,0,0,0,0,0,0,0,7851,7285,0,0,1,0,0,1,875,44953,5530,4015,4,0,0,9,200,0,14319,805,13458,0,20,65507,6336,17473,4266,151,179,5,0,6235,0,0,0,15,1,1,5,1
12,11,7839,4469,3277,1,0,0,0,0,0,1,0,7114,6000,1,0,0,320,0,0,823,0,0,1198,6,0,0,10,200,0,48914,10005,6148,0,24,48940,10005,7346,8448,23,102,5,0,26,0,0,2,46,0,12,18,1
7,14,6501,0,25573,8,0,0,0,0,0,0,0,9093,8200,0,0,3,6,0,1,261,76602,12040,10099,12,0,4,1,100,0,16806,2973,13607,0,5,94416,16020,24112,4489,124,39,1,0,1007,1007,405,0,20,2,1,11,0
22,12,5637,554,27527,6,0,0,0,0,0,0,0,7841,7675,0,0,2,0,0,1,506,14468,8371,5855,0,0,0,2,100,0,5869,2115,12387,0,45,29584,10772,18752,463,40,167,1,0,9246,285,509,0,63,11,8,30,0
9,13,3000,1777,7902,8,1,0,0,0,0,0,0,10689,10225,0,1,6,0,2,2,393,5112,3343,5790,9,2,6,3,100,0,98822,18917,9938,0,22,104383,22689,16237,1852,164,293,4,0,448,428,508,1,24,2,8,9,0
9,13,17626,2394,26548,8,2,0,1,0,0,0,0,11074,10400,0,3,8,0,2,2,485,4710,106,7761,102,8,69,4,100,0,115919,15653,22087,0,15,143711,23571,30708,10885,45,555,1,0,23080,7811,860,1,27,3,6,4,0
13,16,10521,6514,11897,5,1,0,0,0,0,0,0,14651,14725,0,3,10,0,5,2,433,149015,23580,10841,24,4,14,5,100,0,16529,3122,13489,0,50,169501,28046,24962,6092,193,168,1,0,3956,1343,632,2,40,5,9,12,0
12,15,38074,2364,46938,4,1,0,0,1,0,0,1,14379,11900,0,2,13,0,6,2,846,28699,2204,12016,135,20,84,6,200,0,134494,18451,18079,0,23,178337,21825,34341,12801,28,412,1,0,15144,1169,4245,3,28,7,4,15,1
17,15,5318,1631,20745,8,0,0,0,0,0,0,0,11391,17700,0,1,5,0,2,1,619,88253,27454,16077,20,12,4,7,200,0,3894,23,16848,0,28,96574,27555,35421,13546,123,278,1,0,4425,78,2495,0,26,4,3,13,1
6,15,22907,8396,6228,4,1,0,0,0,1,0,0,12963,11525,1,2,7,597,4,2,632,4176,523,4913,20,4,12,8,200,0,155504,15619,7857,0,15,166521,16802,13245,2448,201,235,1,0,6840,660,473,3,22,3,3,11,1
16,13,5529,766,17574,8,0,0,0,1,0,0,0,8156,7675,0,1,3,0,2,1,354,22244,7154,9254,2,0,2,9,200,0,20952,5256,10397,0,40,50906,13041,21559,1481,39,244,5,0,7709,630,1907,0,52,5,3,30,1
7,15,7104,3843,18407,5,3,0,0,1,0,1,0,12413,10300,0,3,7,0,3,3,761,4138,2237,9599,12,4,4,10,200,0,108097,13517,19622,0,18,122146,16133,31667,6198,176,87,1,1,9910,378,2445,1,37,4,4,9,1
7,11,2257,0,14008,4,0,0,0,0,0,0,0,6134,5425,0,0,3,0,0,1,701,8021,3432,3754,0,0,0,1,100,0,4253,556,7229,0,29,21913,4702,12723,4407,27,60,6,0,9638,714,1739,0,43,11,6,29,0
6,12,631,236,7167,4,0,0,0,0,0,0,0,8632,8930,0,0,1,678,0,1,659,943,255,2510,6,0,6,2,100,0,87911,5458,7209,0,3,91574,5713,10919,938,192,43,3,0,2720,0,1198,0,22,5,7,11,0
3,12,20219,559,9063,3,0,0,0,0,0,0,0,9271,9075,0,1,3,0,2,1,1208,6640,461,8469,129,11,80,3,100,0,121164,7341,6832,0,14,139231,9162,15913,6788,28,343,1,0,11426,1360,610,1,46,11,15,11,0
4,14,3824,3824,28097,8,0,0,0,0,0,0,0,10334,9195,0,0,5,0,0,1,320,334,334,8722,0,0,0,4,100,0,94347,16999,17614,0,27,104769,19684,29223,3116,175,325,1,0,10088,2351,2886,1,10,1,1,9,0
3,14,1648,1343,5155,1,0,0,0,0,0,0,0,8576,8225,0,1,3,0,3,1,1246,67519,9192,3612,4,0,4,5,100,0,16696,876,6734,0,6,86935,10069,10471,2189,191,27,1,0,2720,0,124,0,16,1,7,5,0
10,11,1394,198,18783,2,0,0,0,0,0,1,0,6728,6725,0,0,1,0,0,1,661,13274,4980,2329,0,0,0,6,200,0,7442,1689,7159,0,43,28817,7713,11257,1490,32,238,1,0,8100,1044,1767,0,65,15,7,37,1
8,14,21335,732,12101,2,0,0,1,0,0,1,0,10519,8550,0,1,4,0,2,1,994,137366,8715,3936,160,19,108,7,200,0,22277,668,16648,0,2,166146,10154,21830,18030,27,114,5,0,6502,770,1245,0,52,4,12,18,1
7,13,3564,1828,9936,4,0,0,0,0,0,0,0,7135,6575,0,0,0,0,0,0,792,67145,8938,4721,0,0,0,8,200,0,9088,1183,8709,0,31,76233,10122,14305,2469,149,143,1,0,0,0,874,0,20,5,3,7,1
3,14,23586,4973,9397,2,1,0,0,0,0,0,0,12115,9975,0,2,7,1567,5,2,761,1916,496,1195,20,0,8,9,200,0,139075,13594,5825,0,12,146177,14557,7064,845,217,95,2,0,5185,466,44,3,20,5,0,12,1
6,15,2000,0,21376,5,0,0,0,0,0,0,0,10383,9263,0,2,8,0,4,1,430,1742,1742,4615,4,0,4,10,200,0,88278,14220,14743,0,18,105683,20242,19853,1329,169,208,1,0,15662,4279,493,0,20,3,4,7,1
23,14,3194,1924,4840,2,0,0,0,0,0,0,0,8469,7925,0,0,0,0,0,0,1300,22055,8829,1272,0,0,0,1,100,0,3465,901,5137,0,20,25558,9768,6566,13186,10,58,5,0,37,37,156,0,61,15,6,40,0
10,16,7813,251,21948,4,1,0,0,0,0,0,0,13695,12825,0,1,7,0,4,2,942,29143,6713,4460,17,0,16,2,100,0,150660,18908,13887,0,6,191315,26602,19744,1747,259,233,1,0,11511,979,1396,0,38,1,12,13,0
7,16,29555,2101,41716,7,2,0,1,0,0,0,0,13866,13533,0,3,13,0,6,3,664,15843,1464,6395,156,28,87,3,100,0,176999,18300,27140,0,19,206327,20983,38282,15738,53,249,1,1,13485,1218,4746,1,40,12,12,9,0
5,17,5765,3373,32359,8,2,0,0,0,0,0,0,14456,15175,0,3,13,0,6,4,795,156505,25762,16922,24,0,19,4,100,0,9918,861,21056,1,19,184539,26624,40462,10452,200,363,1,1,18115,0,2483,1,39,5,4,15,0
8,16,2544,2544,11064,9,0,0,0,0,0,0,0,12775,12325,0,1,6,665,3,1,659,8166,1913,12021,13,0,13,5,100,0,159214,18202,12412,0,3,169737,21723,24877,663,226,53,1,0,2356,1608,444,2,42,3,11,13,0
4,16,27430,2630,14465,8,0,0,0,0,0,0,1,12129,10725,0,0,5,0,0,1,593,5871,1462,9057,105,6,58,6,200,0,116482,12384,17574,0,6,133939,15031,26982,9112,34,163,1,0,11584,1184,350,4,65,6,13,23,1
18,15,2288,600,9636,7,0,0,0,0,0,1,0,10040,9650,0,0,1,407,0,1,563,269,269,7068,0,0,0,7,200,0,27405,6335,12860,0,18,27837,6767,20317,9094,16,71,5,0,162,162,388,0,85,6,11,47,1
7,18,20036,8997,30064,4,2,0,0,1,0,1,0,20587,16475,0,1,13,847,10,2,1015,4466,999,6631,51,8,35,8,200,0,272964,22715,11140,0,17,285205,25014,18630,4359,317,514,3,0,7774,1299,858,5,83,5,16,33,1
9,16,5006,2688,27351,13,0,0,0,1,0,0,0,11100,10468,0,0,1,0,0,1,277,417,417,15651,16,0,13,9,200,0,107596,11616,19208,0,15,125440,16786,35385,3408,182,153,1,0,17426,4751,526,0,22,1,3,11,1
9,18,25970,3545,20340,7,0,0,0,0,1,0,0,15836,14375,1,3,10,0,4,1,426,191863,34483,10057,44,4,33,10,200,0,13255,652,24922,0,30,205939,35955,36712,17496,211,749,1,0,819,819,1732,0,27,9,1,13,1
10,13,1848,1682,22177,2,0,0,0,0,0,0,0,7795,6775,0,0,1,0,0,1,843,8395,4013,8253,0,0,0,1,100,0,3779,409,11113,0,29,18012,5109,20341,7653,26,99,5,0,5837,685,974,0,71,17,7,42,1
10,15,11663,4255,17318,3,0,0,0,0,0,0,0,12829,12050,1,1,4,653,2,1,733,11081,1781,8413,16,0,16,2,100,0,153323,10433,9749,0,16,190490,12596,18561,4218,220,146,1,0,26084,381,398,1,35,4,8,15,1
12,16,16454,2736,18688,1,1,0,0,0,0,0,0,13038,11580,0,1,4,0,4,2,910,190318,17249,9958,185,22,129,3,100,0,25190,1415,16522,0,1,224247,19624,27454,26381,36,86,5,0,8738,958,974,2,32,8,8,7,1
3,16,13971,10526,20933,2,0,0,0,0,0,0,0,13657,13175,0,2,6,0,3,1,1174,6410,1616,5695,5,0,4,4,100,0,161856,14708,20437,0,18,172992,16386,28142,6949,222,60,1,0,4725,62,2009,4,24,1,6,7,1
8,16,7395,3026,7167,3,1,0,0,0,0,0,0,12857,11885,0,2,6,205,4,2,1026,148125,15603,9547,23,0,15,5,100,0,15067,1873,7005,0,28,171126,20354,16907,6820,183,175,4,0,7932,2876,354,1,32,4,9,8,1
2,13,26353,899,22909,4,0,0,0,1,0,0,0,9125,8900,0,0,1,0,0,1,866,39687,2637,13496,107,2,70,6,200,0,77364,2108,20689,0,26,133254,6287,35526,15715,54,367,1,0,16201,1541,1340,1,50,16,12,15,0
1,17,8275,3442,8142,2,0,0,0,1,0,0,0,13265,13590,0,2,4,0,2,1,1004,144377,20548,4264,24,0,17,7,200,0,23140,2290,10452,0,14,179279,23586,15121,4818,241,33,1,0,11762,747,405,2,33,4,9,7,0
1,15,8259,2025,24101,4,0,0,0,1,0,0,0,10320,10100,0,0,0,0,0,0,1318,0,0,5397,19,5,8,8,200,0,153611,11591,14373,0,19,163166,11591,23097,8946,217,223,1,0,9555,0,3326,1,27,3,4,13,0
5,11,2913,1467,10687,5,0,0,0,1,0,0,1,7708,7325,0,0,0,0,0,0,869,21027,9386,7993,1,0,1,9,200,0,4825,1040,5542,0,25,30523,10612,14063,5074,27,161,5,0,4670,185,527,1,68,15,5,40,0
0,14,13538,4813,15643,6,1,0,1,0,1,1,0,15139,15150,1,2,6,0,2,2,728,19166,4890,11550,52,16,33,10,200,0,187788,19859,10564,0,14,212330,26784,23100,2341,265,416,1,0,5374,2034,986,1,15,0,7,6,0
15,12,57,0,16020,5,0,0,0,0,1,0,0,6675,5400,1,0,1,0,0,1,434,8527,4879,5077,0,0,0,1,100,0,2381,789,7394,0,41,18465,6575,13036,7775,25,86,5,0,7555,906,565,0,40,8,4,25,1
4,14,11536,4953,5056,2,2,0,1,1,0,0,0,12115,10050,0,1,9,356,7,3,235,2522,735,3641,8,0,8,2,100,0,87790,10296,8115,0,13,109339,14442,11840,1851,206,83,3,1,19026,3410,84,2,26,2,7,9,1
10,13,44622,2613,9732,1,0,0,0,1,0,0,0,10052,9175,0,1,5,399,5,1,1111,25211,1875,4633,105,10,53,3,100,0,87034,7205,14342,0,5,128405,9824,19100,9785,25,97,5,0,16159,742,124,3,39,5,11,7,1
3,14,3455,1141,13447,3,0,0,0,0,0,0,0,8982,8333,0,1,2,0,2,1,1033,8542,1298,4041,8,1,0,4,100,0,87366,8212,12617,0,10,105911,10139,18453,5453,151,50,1,0,10003,628,1794,1,7,0,0,4,1
6,15,8758,5345,6165,2,0,0,0,1,0,0,0,11674,9175,0,3,10,0,6,1,466,102267,18120,8728,6,2,4,5,100,0,14951,2583,6852,0,33,121784,23105,15668,6187,186,141,2,0,4564,2402,87,0,18,5,0,12,1
1,13,7875,5224,10218,5,0,0,0,0,0,0,1,9055,8983,0,0,1,0,0,1,408,7183,3663,5890,4,0,1,6,200,0,119856,8607,10784,0,8,138525,14080,17835,2749,184,240,1,0,11485,1809,1160,2,12,0,0,7,0
0,13,203,121,11347,6,0,0,0,0,0,0,0,8667,8900,0,2,6,0,3,1,589,79704,12497,7898,8,4,4,7,200,0,3535,55,9468,0,15,84773,12552,20160,5102,151,316,1,0,1534,0,2794,0,8,2,1,5,0
5,11,8694,0,16014,8,0,0,0,0,0,0,0,6545,6100,0,0,0,0,0,0,403,17057,1119,6152,97,10,70,8,200,0,71581,4713,17105,0,8,93163,6666,24330,8878,20,90,1,0,4523,833,1072,0,31,9,7,8,0
1,12,1120,1120,5224,4,2,0,0,0,0,0,0,9459,7900,0,1,5,0,5,2,961,9995,1838,4244,6,0,6,9,200,0,96803,9786,6073,0,2,113170,11637,11476,1441,205,116,3,0,6372,12,1159,0,18,2,2,9,0
8,10,197,59,6296,5,0,0,0,0,0,0,0,6005,5675,0,0,1,0,0,1,849,8503,4234,4297,0,0,0,10,200,0,4045,1923,6893,0,22,15684,6158,13095,1885,29,134,4,0,3134,0,1903,0,53,7,7,27,0
8,12,2478,1448,5955,4,0,0,1,0,0,0,0,8060,7850,0,2,5,0,2,1,269,49637,6115,5651,8,0,8,1,100,0,11248,1070,4291,0,24,61834,7396,10349,2493,129,73,1,0,948,210,406,0,18,6,1,10,1
1,13,2030,2030,4427,1,3,0,0,0,0,0,1,8963,6850,0,2,13,0,7,2,850,50935,13883,2681,0,0,0,2,100,0,16579,4928,7199,0,4,67803,19045,9880,3775,122,57,1,0,288,234,0,1,12,2,1,6,1
18,9,1135,1135,8608,2,0,0,0,0,0,0,0,5241,4425,0,0,0,0,0,0,786,5684,3458,1889,0,0,0,3,100,0,3963,756,4708,0,32,16313,4713,7479,3446,23,61,5,0,6664,498,882,0,25,7,3,14,1
6,11,4242,4242,4462,2,2,0,0,0,0,0,0,9213,7575,0,1,11,614,9,2,799,697,371,2089,4,0,0,4,100,0,75249,14861,4519,0,3,83419,15496,7723,837,151,55,3,0,7472,264,1115,2,20,4,4,8,1
7,11,30559,728,5501,2,0,0,0,0,0,0,0,7078,6125,0,1,4,0,2,1,685,4809,347,4379,109,13,63,5,100,0,98159,5763,6172,0,9,115729,6636,10644,4674,11,312,1,0,12760,525,93,1,11,2,3,2,1
1,11,3714,791,2871,5,0,0,0,0,0,0,0,6949,6850,0,1,3,0,2,1,368,68080,6845,3955,6,0,5,6,200,0,7818,949,4101,0,12,77806,7795,8226,112,142,153,1,0,1907,0,169,0,8,4,0,7,0
1,9,1027,1027,3292,7,0,0,0,0,0,0,0,5219,4975,0,0,0,0,0,0,367,109,109,3451,0,0,0,7,200,0,41277,3791,5878,0,4,42867,3900,9819,768,119,132,2,0,1480,0,490,0,21,3,5,7,0
4,11,1570,0,6970,3,1,0,0,0,0,0,0,8769,8650,0,1,6,0,6,2,558,60471,6449,3944,76,0,66,8,200,0,11817,903,11850,0,2,75126,7947,16256,7802,13,48,5,0,2837,595,462,0,19,4,1,9,0
1,8,213,213,10415,9,0,0,0,0,0,0,0,3839,3625,0,0,0,0,0,0,186,21,21,3335,0,0,0,9,200,0,12760,3145,9710,0,15,22320,4968,13632,314,31,55,1,0,9537,1800,586,0,22,3,4,9,0
2,11,0,0,9012,10,0,0,0,0,0,0,0,5633,4550,0,0,2,0,0,1,150,7667,2198,10621,0,0,0,10,200,0,43375,6052,7794,0,8,51143,8351,18439,2837,104,52,1,0,100,100,24,0,8,0,0,5,0
4,15,2533,1508,11796,3,2,0,0,1,0,0,0,10440,10300,0,3,7,0,3,2,846,84227,13972,9666,8,8,0,1,100,0,9146,632,10481,0,16,93373,14605,20894,5467,170,273,1,0,0,0,746,0,12,0,1,8,1
15,15,9417,4415,9376,5,2,0,1,0,0,1,0,14451,12975,1,4,9,0,2,2,746,128225,19253,6940,17,0,13,2,100,0,13472,2020,12827,0,43,148249,21698,21050,4699,191,151,2,0,6552,424,1282,2,30,3,5,10,1
11,13,42192,420,24347,3,1,0,0,1,0,0,1,10059,7575,0,3,6,0,2,2,511,17510,1147,5772,110,11,62,3,100,0,92739,8449,19206,0,14,128194,10019,25763,7921,14,301,1,0,17945,421,784,2,29,8,2,15,1
20,13,596,596,20049,5,0,0,0,1,0,1,0,7775,6275,0,0,2,0,0,1,490,11182,6282,4150,0,0,0,4,100,0,3984,1227,9936,0,47,22326,8566,15647,7349,25,114,5,0,7159,1056,1560,0,58,11,4,39,1
11,14,9634,1760,5064,2,2,0,0,1,0,0,0,12389,10108,0,2,9,0,7,2,1013,18478,7543,4341,12,0,8,5,100,0,113903,19637,7771,0,4,135406,27846,12992,2098,204,96,2,0,3024,664,880,1,17,1,1,8,1
4,11,1202,875,6507,7,0,0,0,0,0,0,0,8384,8300,0,0,2,0,0,1,454,8256,2230,10242,8,0,8,6,200,0,80257,7243,6048,0,0,88513,9474,16657,2928,169,0,3,0,0,0,366,0,17,0,4,6,0
2,13,55,0,10562,10,0,0,0,0,0,0,0,9353,9185,0,2,7,0,2,1,317,45367,11783,9942,0,0,0,7,200,0,17141,4198,11075,0,2,68885,15982,22130,2612,132,51,1,0,6376,0,1113,0,22,2,2,8,0
9,14,10693,0,12623,5,1,0,0,0,0,0,0,10066,9575,0,2,5,398,2,2,407,24619,3891,10453,122,9,91,8,200,0,109962,14936,13981,0,11,141017,20545,24934,12013,38,266,8,0,6435,1717,500,0,31,7,8,7,0
9,13,1965,642,10087,5,0,0,0,0,0,0,0,8047,7300,0,1,2,0,2,1,696,62374,9951,9183,2,0,1,9,200,0,14732,1803,4002,0,24,84917,11755,13244,3870,156,348,5,0,7810,0,58,0,16,2,3,9,0
5,10,345,345,23328,6,0,0,0,0,0,0,0,5756,5650,0,0,2,0,0,1,883,0,0,10340,0,0,0,10,200,0,15269,6313,12312,0,23,26249,9849,23180,1631,26,93,1,0,10979,3535,528,0,53,12,6,26,0
3,13,8075,3068,16956,5,1,0,0,0,0,0,0,10882,10933,0,1,7,0,5,2,555,13916,1698,11490,4,4,0,1,100,0,69154,14357,11622,0,16,86424,16333,23641,2918,157,86,1,0,3353,277,528,0,12,0,4,3,0
4,14,13043,0,10920,5,0,0,0,0,0,0,0,9672,9425,0,2,5,0,2,1,492,131572,12311,8554,148,19,103,2,100,0,21333,704,16228,0,3,163970,13937,25110,15767,27,185,4,0,11064,920,328,0,25,3,5,3,0
3,9,360,360,6796,2,0,0,0,0,0,0,0,6190,5775,0,0,1,0,0,1,1015,16,16,8261,1,0,0,3,100,0,7632,2697,5975,0,10,12644,3465,14651,4870,37,46,1,0,4995,751,414,0,80,7,15,46,0
2,13,516,332,9074,3,0,0,0,0,0,0,0,6838,6475,0,0,0,0,0,0,908,42963,4280,5008,1,0,1,4,100,0,12540,542,5885,0,9,57269,4822,10978,2297,151,279,4,0,1765,0,84,0,19,3,7,7,0
