,teamId,win,firstBlood,firstBaron,firstDragon,inhibitorKills,baronKills,dragonKills
172,100,Fail,FALSE,FALSE,FALSE,0,0,0
173,100,Fail,TRUE,TRUE,TRUE,1,1,3
174,100,Win,TRUE,FALSE,TRUE,0,0,3
175,100,Fail,TRUE,FALSE,TRUE,0,0,2
176,100,Win,TRUE,FALSE,TRUE,0,0,2
177,100,Win,FALSE,FALSE,TRUE,1,0,3
178,100,Win,FALSE,FALSE,FALSE,0,0,0
179,100,Win,FALSE,FALSE,FALSE,1,0,1
180,100,Fail,TRUE,FALSE,FALSE,0,0,1
181,100,Win,TRUE,FALSE,TRUE,2,0,2
182,100,Fail,TRUE,FALSE,FALSE,1,0,2
183,100,Fail,FALSE,TRUE,TRUE,1,1,1
184,100,Win,TRUE,FALSE,TRUE,0,0,1
185,100,Fail,FALSE,FALSE,FALSE,0,0,1
186,100,Win,TRUE,TRUE,FALSE,1,1,1
187,100,Fail,TRUE,FALSE,FALSE,0,0,0
188,100,Win,TRUE,TRUE,TRUE,1,1,3
189,100,Fail,TRUE,FALSE,TRUE,0,0,2
190,100,Win,TRUE,TRUE,TRUE,1,1,2
191,100,Fail,TRUE,TRUE,FALSE,0,1,0
192,100,Fail,FALSE,FALSE,FALSE,0,0,0
193,100,Win,FALSE,FALSE,FALSE,2,0,1
194,100,Fail,TRUE,FALSE,FALSE,0,0,0
195,100,Fail,TRUE,FALSE,TRUE,0,0,2
196,100,Fail,TRUE,FALSE,FALSE,0,0,0
197,100,Win,TRUE,FALSE,TRUE,0,0,3
198,100,Win,TRUE,TRUE,TRUE,1,1,4
199,100,Win,TRUE,TRUE,TRUE,1,1,4
200,100,Win,FALSE,FALSE,FALSE,2,0,0
201,100,Fail,TRUE,FALSE,FALSE,0,0,0
202,100,Fail,FALSE,FALSE,FALSE,0,0,0
203,100,Win,TRUE,FALSE,TRUE,0,0,2
204,100,Win,FALSE,FALSE,FALSE,2,0,0
205,100,Win,TRUE,FALSE,FALSE,1,0,0
206,100,Win,FALSE,FALSE,FALSE,1,0,0
207,100,Win,TRUE,FALSE,FALSE,1,0,0
208,100,Win,FALSE,FALSE,FALSE,1,0,0
209,100,Win,FALSE,FALSE,FALSE,1,0,0
210,100,Fail,FALSE,FALSE,FALSE,0,0,0
211,100,Win,TRUE,FALSE,FALSE,1,0,0
212,100,Win,TRUE,FALSE,FALSE,0,0,0
213,100,Win,FALSE,FALSE,FALSE,1,0,0
214,100,Fail,TRUE,FALSE,FALSE,0,0,0
215,100,Win,FALSE,FALSE,FALSE,2,0,0
216,100,Win,TRUE,FALSE,FALSE,1,0,0
217,100,Fail,FALSE,FALSE,FALSE,1,0,0
218,100,Fail,TRUE,FALSE,FALSE,0,0,0
219,100,Fail,FALSE,FALSE,FALSE,0,0,0
220,100,Win,FALSE,FALSE,FALSE,1,0,0
221,100,Fail,FALSE,FALSE,FALSE,0,0,0
222,100,Win,TRUE,FALSE,FALSE,1,0,0
223,100,Win,TRUE,FALSE,FALSE,1,0,0
224,100,Win,FALSE,FALSE,FALSE,3,0,0
225,100,Win,TRUE,FALSE,FALSE,2,0,0
226,100,Fail,TRUE,FALSE,FALSE,0,0,0
227,100,Fail,TRUE,FALSE,FALSE,1,0,0
228,100,Win,TRUE,FALSE,FALSE,1,0,0
229,100,Fail,TRUE,FALSE,FALSE,0,0,1
230,100,Fail,FALSE,FALSE,FALSE,0,0,0
231,100,Win,TRUE,FALSE,TRUE,0,0,2
232,100,Fail,TRUE,FALSE,FALSE,0,0,0
233,100,Win,FALSE,FALSE,FALSE,1,0,0
234,100,Win,TRUE,FALSE,FALSE,2,0,0
235,100,Win,TRUE,FALSE,FALSE,2,0,0
236,100,Fail,FALSE,FALSE,FALSE,1,0,0
237,100,Win,TRUE,FALSE,FALSE,2,0,0
238,100,Win,TRUE,FALSE,FALSE,1,0,0
239,100,Win,TRUE,FALSE,FALSE,1,0,0
240,100,Fail,TRUE,FALSE,FALSE,0,0,0
241,100,Win,FALSE,FALSE,FALSE,2,0,0
242,100,Fail,FALSE,FALSE,FALSE,0,0,0
243,100,Fail,FALSE,FALSE,FALSE,0,0,0
244,100,Fail,TRUE,FALSE,FALSE,1,0,0
245,100,Fail,TRUE,FALSE,FALSE,0,0,0
246,100,Fail,FALSE,FALSE,FALSE,0,0,0
247,100,Win,TRUE,FALSE,FALSE,1,0,0
248,100,Win,FALSE,FALSE,FALSE,3,0,0
249,100,Win,TRUE,FALSE,FALSE,1,0,0
250,100,Fail,TRUE,FALSE,FALSE,0,0,0
251,100,Win,FALSE,FALSE,FALSE,1,0,0
252,100,Win,TRUE,FALSE,FALSE,2,0,0
253,100,Fail,FALSE,FALSE,FALSE,0,0,0
254,100,Win,TRUE,TRUE,FALSE,0,1,2
255,100,Fail,FALSE,FALSE,FALSE,0,0,0
256,100,Win,TRUE,FALSE,FALSE,0,1,3
257,100,Win,TRUE,FALSE,FALSE,1,0,0
258,100,Fail,TRUE,FALSE,FALSE,2,0,0
259,100,Fail,FALSE,FALSE,FALSE,0,0,0
260,100,Win,TRUE,FALSE,FALSE,2,0,0
261,100,Win,FALSE,FALSE,FALSE,1,0,0
262,100,Win,TRUE,FALSE,FALSE,1,0,0
263,100,Win,FALSE,FALSE,FALSE,2,0,0
264,100,Win,TRUE,FALSE,FALSE,2,0,0
265,100,Fail,FALSE,FALSE,FALSE,0,0,0
266,100,Win,TRUE,FALSE,FALSE,1,0,0
267,100,Fail,TRUE,FALSE,FALSE,0,0,0
268,100,Fail,FALSE,FALSE,FALSE,1,0,0
269,100,Fail,FALSE,FALSE,FALSE,0,0,0
270,100,Win,TRUE,FALSE,FALSE,1,0,0
271,100,Fail,FALSE,FALSE,FALSE,0,0,0
272,100,Fail,TRUE,FALSE,FALSE,2,0,0
273,100,Fail,FALSE,FALSE,FALSE,0,0,0
274,100,Fail,FALSE,FALSE,FALSE,0,0,1
275,100,Fail,FALSE,FALSE,FALSE,1,0,1
276,100,Fail,FALSE,FALSE,FALSE,0,0,0
277,100,Win,TRUE,FALSE,FALSE,2,0,0
278,100,Fail,FALSE,FALSE,FALSE,0,0,0
279,100,Fail,FALSE,FALSE,FALSE,0,0,1
280,100,Win,FALSE,FALSE,FALSE,2,0,0
281,100,Fail,TRUE,FALSE,FALSE,0,0,0
282,100,Fail,FALSE,FALSE,FALSE,0,0,0
283,100,Fail,TRUE,FALSE,FALSE,0,0,0
284,100,Win,FALSE,FALSE,FALSE,1,0,0
285,100,Fail,FALSE,FALSE,FALSE,0,0,0
286,100,Win,FALSE,FALSE,FALSE,3,0,0
287,100,Fail,TRUE,FALSE,FALSE,0,0,0
288,100,Fail,FALSE,FALSE,TRUE,0,0,2
289,100,Fail,TRUE,TRUE,FALSE,0,1,1
290,100,Win,TRUE,FALSE,TRUE,2,1,4
291,100,Fail,FALSE,FALSE,FALSE,0,0,0
292,100,Fail,TRUE,FALSE,FALSE,0,0,0
293,100,Fail,TRUE,TRUE,TRUE,1,1,3
294,100,Fail,TRUE,FALSE,FALSE,1,1,2
295,100,Fail,TRUE,FALSE,TRUE,0,0,1
296,100,Fail,FALSE,FALSE,TRUE,0,0,1
297,100,Win,TRUE,FALSE,FALSE,0,0,0
298,100,Win,FALSE,FALSE,FALSE,1,0,0
299,100,Win,FALSE,FALSE,FALSE,2,0,0
300,100,Win,TRUE,TRUE,FALSE,0,1,1
301,100,Fail,TRUE,FALSE,FALSE,0,0,0
302,100,Fail,FALSE,FALSE,FALSE,0,0,0
303,100,Fail,TRUE,FALSE,FALSE,0,0,0
304,100,Fail,TRUE,FALSE,FALSE,1,0,0
305,100,Win,TRUE,FALSE,TRUE,0,0,3
306,100,Win,FALSE,FALSE,TRUE,0,0,3
307,100,Fail,TRUE,FALSE,FALSE,0,0,0
308,100,Fail,FALSE,FALSE,FALSE,0,0,0
309,100,Fail,TRUE,FALSE,FALSE,0,0,1
310,100,Win,TRUE,FALSE,FALSE,0,0,1
311,100,Fail,FALSE,FALSE,TRUE,0,0,1
312,100,Win,FALSE,FALSE,FALSE,2,0,0
313,100,Win,TRUE,TRUE,FALSE,1,1,2
314,100,Win,FALSE,FALSE,TRUE,0,0,2
315,100,Win,FALSE,FALSE,TRUE,0,0,2
316,100,Fail,TRUE,FALSE,FALSE,0,0,1
317,100,Fail,FALSE,FALSE,FALSE,0,0,0
318,100,Fail,TRUE,FALSE,FALSE,0,0,1
319,100,Win,TRUE,FALSE,TRUE,1,0,2
320,100,Win,FALSE,FALSE,FALSE,0,0,0
321,100,Win,TRUE,TRUE,TRUE,1,1,3
322,100,Fail,TRUE,FALSE,FALSE,0,0,0
323,100,Win,TRUE,FALSE,TRUE,0,0,1
324,100,Win,FALSE,TRUE,TRUE,1,2,3
325,100,Fail,FALSE,FALSE,TRUE,1,0,3
326,100,Win,TRUE,TRUE,TRUE,1,1,4
327,100,Win,FALSE,FALSE,TRUE,0,0,2
328,100,Win,FALSE,TRUE,FALSE,1,1,2
329,100,Win,TRUE,TRUE,FALSE,1,3,2
330,100,Fail,TRUE,FALSE,FALSE,0,0,0
331,100,Win,TRUE,FALSE,TRUE,0,0,1
332,100,Win,TRUE,FALSE,TRUE,1,0,2
333,100,Fail,FALSE,FALSE,TRUE,0,0,2
334,100,Win,FALSE,TRUE,TRUE,1,1,4
335,100,Win,FALSE,FALSE,TRUE,1,0,3
336,100,Fail,TRUE,FALSE,TRUE,0,0,2
337,100,Win,FALSE,FALSE,TRUE,2,0,3
338,100,Fail,FALSE,TRUE,TRUE,1,2,3
339,100,Win,FALSE,FALSE,FALSE,2,0,0
340,100,Fail,TRUE,FALSE,FALSE,0,0,0
341,100,Fail,FALSE,FALSE,TRUE,0,0,2
342,100,Fail,FALSE,FALSE,FALSE,0,0,0
343,100,Win,TRUE,TRUE,FALSE,2,1,0
344,100,Fail,TRUE,FALSE,FALSE,0,0,0
345,100,Fail,TRUE,FALSE,TRUE,0,0,2
346,100,Fail,FALSE,TRUE,TRUE,0,1,3
347,100,Win,FALSE,FALSE,TRUE,2,0,2
348,100,Win,FALSE,FALSE,FALSE,1,0,2
349,100,Fail,FALSE,FALSE,TRUE,0,0,1
350,100,Win,TRUE,FALSE,FALSE,2,0,1
351,100,Win,TRUE,FALSE,TRUE,0,0,3
352,100,Fail,TRUE,FALSE,FALSE,0,0,0
353,100,Fail,TRUE,FALSE,FALSE,0,0,0
354,100,Win,FALSE,TRUE,FALSE,1,2,0
355,100,Fail,TRUE,FALSE,FALSE,0,0,3
356,100,Win,FALSE,FALSE,FALSE,1,2,2
357,100,Fail,TRUE,FALSE,FALSE,0,0,0
358,100,Win,FALSE,FALSE,FALSE,1,0,0
359,100,Win,TRUE,FALSE,TRUE,1,0,2
360,100,Fail,TRUE,TRUE,FALSE,0,1,1
361,100,Fail,FALSE,TRUE,TRUE,0,1,2
362,100,Win,TRUE,FALSE,TRUE,0,0,2
363,100,Win,TRUE,FALSE,FALSE,1,0,0
364,100,Fail,FALSE,FALSE,FALSE,0,0,2
365,100,Fail,FALSE,FALSE,FALSE,0,0,0
366,100,Fail,FALSE,FALSE,FALSE,0,0,1
367,100,Win,FALSE,FALSE,FALSE,2,0,0
368,100,Fail,FALSE,FALSE,FALSE,0,0,0
369,100,Win,FALSE,TRUE,FALSE,3,1,3
370,100,Win,FALSE,FALSE,TRUE,0,0,3
371,100,Win,FALSE,FALSE,FALSE,1,1,3
372,100,Fail,FALSE,FALSE,FALSE,2,0,2
373,100,Fail,TRUE,FALSE,FALSE,0,0,0
374,100,Fail,FALSE,TRUE,FALSE,0,1,0
375,100,Fail,FALSE,FALSE,FALSE,0,0,0
376,100,Fail,FALSE,FALSE,FALSE,0,0,0
377,100,Win,FALSE,TRUE,TRUE,1,1,4
378,100,Fail,FALSE,FALSE,TRUE,0,0,1
379,100,Fail,FALSE,TRUE,FALSE,0,1,2
380,100,Fail,TRUE,FALSE,TRUE,0,0,1
381,100,Win,FALSE,FALSE,FALSE,1,0,0
382,100,Win,TRUE,FALSE,TRUE,1,0,4
383,100,Win,FALSE,TRUE,TRUE,2,1,4
384,100,Fail,FALSE,FALSE,TRUE,0,0,2
385,100,Fail,TRUE,FALSE,FALSE,0,0,0
386,100,Fail,FALSE,FALSE,FALSE,0,0,0
387,100,Fail,TRUE,FALSE,FALSE,0,0,1
388,100,Win,TRUE,FALSE,TRUE,1,0,3
389,100,Win,FALSE,TRUE,TRUE,0,1,2
390,100,Fail,FALSE,FALSE,FALSE,0,0,1
391,100,Win,FALSE,FALSE,FALSE,2,0,2
392,100,Win,TRUE,FALSE,TRUE,0,0,3
393,100,Fail,FALSE,FALSE,FALSE,0,0,1
394,100,Win,TRUE,TRUE,TRUE,1,1,4
395,100,Fail,FALSE,FALSE,FALSE,0,0,0
396,100,Win,TRUE,TRUE,TRUE,2,1,3
397,100,Fail,FALSE,FALSE,FALSE,0,0,0
398,100,Fail,FALSE,FALSE,FALSE,0,0,0
399,100,Fail,FALSE,FALSE,FALSE,0,0,0
400,100,Fail,FALSE,FALSE,FALSE,0,0,0
401,100,Win,TRUE,FALSE,TRUE,1,1,4
402,100,Win,TRUE,FALSE,TRUE,0,0,1
403,100,Fail,FALSE,FALSE,FALSE,0,0,0
404,100,Win,TRUE,FALSE,FALSE,0,0,1
405,100,Win,FALSE,TRUE,FALSE,1,1,1
406,100,Win,FALSE,TRUE,TRUE,1,1,1
407,100,Fail,TRUE,FALSE,TRUE,0,0,2
408,100,Fail,FALSE,FALSE,TRUE,0,0,2
409,100,Fail,FALSE,FALSE,FALSE,0,0,0
410,100,Win,TRUE,FALSE,TRUE,0,0,2
411,100,Win,FALSE,TRUE,FALSE,1,1,2
412,100,Win,FALSE,TRUE,FALSE,1,2,2
413,100,Fail,FALSE,FALSE,FALSE,0,0,4
414,100,Win,TRUE,TRUE,TRUE,0,1,2
415,100,Win,FALSE,FALSE,TRUE,0,0,2
416,100,Win,FALSE,FALSE,TRUE,0,0,1
417,100,Win,TRUE,TRUE,TRUE,0,1,3
418,100,Win,FALSE,FALSE,TRUE,2,0,3
419,100,Win,TRUE,FALSE,TRUE,0,0,2
420,100,Win,TRUE,FALSE,TRUE,0,0,2
421,100,Win,FALSE,FALSE,TRUE,0,0,2
422,100,Fail,TRUE,FALSE,TRUE,0,0,1
423,100,Win,FALSE,FALSE,FALSE,3,0,2
424,100,Win,TRUE,FALSE,FALSE,1,0,0
425,100,Win,FALSE,FALSE,TRUE,0,0,2
426,100,Fail,FALSE,FALSE,FALSE,0,0,0
427,100,Fail,TRUE,FALSE,FALSE,0,0,1
428,100,Win,FALSE,TRUE,FALSE,1,1,2
429,100,Win,TRUE,FALSE,TRUE,1,0,3
430,100,Win,TRUE,FALSE,TRUE,1,1,3
431,100,Fail,TRUE,FALSE,FALSE,0,0,0
432,100,Win,TRUE,TRUE,FALSE,1,1,2
433,100,Win,FALSE,TRUE,TRUE,0,1,2
434,100,Fail,TRUE,FALSE,TRUE,0,0,2
435,100,Fail,FALSE,FALSE,FALSE,0,0,0
436,100,Win,TRUE,FALSE,FALSE,1,1,1
437,100,Fail,FALSE,FALSE,FALSE,0,0,0
438,100,Fail,TRUE,FALSE,FALSE,0,0,0
439,100,Win,TRUE,FALSE,TRUE,2,0,1
440,100,Win,TRUE,TRUE,FALSE,2,2,1
441,100,Win,FALSE,FALSE,FALSE,1,0,2
442,100,Fail,FALSE,FALSE,FALSE,0,0,0
443,100,Fail,FALSE,FALSE,FALSE,0,0,0
444,100,Win,TRUE,FALSE,TRUE,0,0,1
445,100,Fail,TRUE,FALSE,FALSE,0,0,0
446,100,Win,FALSE,TRUE,FALSE,2,1,1
447,100,Fail,FALSE,TRUE,FALSE,0,1,3
448,100,Fail,TRUE,TRUE,TRUE,0,1,2
449,100,Win,FALSE,TRUE,FALSE,0,1,2
450,100,Win,FALSE,FALSE,FALSE,0,0,1
451,100,Win,FALSE,FALSE,FALSE,1,1,2
452,100,Fail,TRUE,FALSE,FALSE,0,0,1
453,100,Win,FALSE,TRUE,FALSE,2,1,1
454,100,Win,TRUE,TRUE,TRUE,0,1,2
455,100,Fail,TRUE,FALSE,TRUE,0,0,2
456,100,Win,FALSE,TRUE,FALSE,0,1,1
457,100,Fail,FALSE,FALSE,FALSE,0,0,0
458,100,Fail,TRUE,FALSE,FALSE,0,0,1
459,100,Win,TRUE,TRUE,FALSE,1,1,1
460,100,Fail,FALSE,FALSE,FALSE,0,0,0
461,100,Win,FALSE,TRUE,FALSE,2,1,2
462,100,Win,FALSE,TRUE,TRUE,2,1,4
463,100,Win,TRUE,FALSE,TRUE,0,0,2
464,100,Fail,TRUE,FALSE,TRUE,0,0,1
465,100,Win,FALSE,FALSE,TRUE,0,0,1
466,100,Fail,FALSE,FALSE,FALSE,0,0,1
467,100,Fail,FALSE,FALSE,FALSE,0,0,0
468,100,Fail,TRUE,FALSE,FALSE,0,0,1
469,100,Fail,TRUE,FALSE,FALSE,0,0,0
470,100,Fail,FALSE,FALSE,FALSE,0,0,0
471,100,Fail,FALSE,FALSE,TRUE,0,0,1
472,100,Fail,FALSE,FALSE,FALSE,0,0,3
473,100,Fail,FALSE,FALSE,FALSE,0,0,1
474,100,Win,TRUE,TRUE,FALSE,3,1,0
475,100,Fail,FALSE,FALSE,TRUE,0,0,1
476,100,Win,TRUE,FALSE,TRUE,0,0,2
477,100,Fail,TRUE,FALSE,FALSE,0,0,1
478,100,Fail,FALSE,FALSE,FALSE,0,0,0
479,100,Win,TRUE,FALSE,TRUE,2,1,3
480,100,Win,FALSE,FALSE,TRUE,3,0,1
481,100,Fail,TRUE,TRUE,FALSE,1,1,2
482,100,Win,TRUE,TRUE,FALSE,0,1,1
483,100,Win,TRUE,TRUE,TRUE,1,1,2
484,100,Win,TRUE,FALSE,TRUE,0,0,2
485,100,Win,TRUE,FALSE,TRUE,0,0,2
