blueteamwin,bluecreepsPerMin,bluegoldPerMinDeltas,bluexpPerMin,bluecsDiffPerMin,bluexpDiffPerMin,redteamwin,redcreepsPerMin,redgoldPerMin,redxpPerMin,redcsDiffPerMin,redxpDiffPerMin
1.00,9.50,434.90,605.10,0.00,0.00,0.00,6.50,347.90,427.50,0.00,0.00
1.00,6.80,397.40,297.90,0.00,0.00,0.00,4.40,257.30,380.50,0.00,0.00
1.00,1.50,249.90,240.30,0.00,0.00,0.00,1.90,340.20,464.60,0.90,87.90
1.00,1.00,307.30,347.50,0.00,11.54,0.00,1.90,186.40,264.10,0.00,-11.54
1.00,5.50,228.90,401.20,0.00,11.54,0.00,6.60,290.20,459.10,0.00,-11.54
1.00,7.00,366.10,290.40,0.00,11.54,0.00,6.20,274.90,257.40,0.00,-11.54
1.00,1.40,198.90,273.70,0.00,11.54,0.00,0.50,272.70,331.60,0.00,-11.54
1.00,7.40,421.90,455.60,0.00,11.54,0.00,7.10,255.70,398.50,0.00,-11.54
0.00,0.60,213.10,255.40,1.10,11.90,1.00,6.80,306.30,352.00,-1.10,-11.90
0.00,7.40,334.10,480.40,-0.40,-1.90,1.00,7.80,333.40,482.30,0.40,1.90
0.00,7.90,300.40,429.50,0.40,-38.90,1.00,0.70,199.80,248.70,-1.10,-11.90
0.00,9.10,360.50,369.10,1.10,11.90,1.00,0.10,341.00,389.10,-0.50,6.60
0.00,0.60,303.20,382.50,0.50,-6.60,1.00,7.50,332.70,468.40,-0.40,38.90
1.00,7.30,402.80,331.70,0.65,-10.40,0.00,6.10,337.40,309.10,-0.65,10.40
1.00,6.70,287.10,453.50,0.00,0.00,0.00,1.10,205.40,254.90,-0.65,10.40
1.00,0.10,324.30,336.70,-0.80,51.60,0.00,8.90,312.90,422.10,0.00,0.00
1.00,1.20,233.00,211.50,0.65,-10.40,0.00,0.90,242.80,285.10,0.80,-51.60
1.00,5.70,203.70,392.20,0.00,0.00,0.00,7.60,418.80,510.20,0.00,0.00
0.00,1.30,288.90,418.40,0.20,87.10,1.00,1.10,259.70,331.30,-0.20,-87.10
0.00,5.90,294.50,500.60,0.00,86.60,1.00,6.20,311.40,313.10,-0.95,5.95
0.00,5.80,308.00,480.30,-0.90,128.00,1.00,0.70,250.10,224.00,-0.95,5.95
0.00,7.70,314.80,320.10,0.95,-5.95,1.00,6.70,225.70,352.30,0.90,-128.00
0.00,1.10,221.30,205.10,0.95,-5.95,1.00,5.90,258.40,414.00,0.00,-86.60
1.00,8.30,327.20,328.90,0.05,-6.75,0.00,6.50,327.00,430.50,-0.30,36.30
1.00,1.40,205.70,273.50,0.05,-6.75,0.00,1.50,180.00,271.80,-0.05,6.75
1.00,6.80,309.40,394.20,0.30,-36.30,0.00,6.30,244.70,399.40,0.00,0.00
1.00,1.10,311.90,354.40,0.00,0.00,0.00,0.20,307.90,281.40,0.00,0.00
1.00,5.60,322.10,493.80,0.00,0.00,0.00,8.10,306.90,344.10,-0.05,6.75
1.00,0.60,426.10,433.00,-0.60,13.00,0.00,7.00,351.90,499.20,0.60,85.90
1.00,5.50,257.80,427.20,-1.60,2.90,0.00,1.20,378.00,420.00,0.60,-13.00
1.00,6.40,297.00,413.30,-0.60,-85.90,0.00,1.30,188.70,228.30,-0.45,-28.85
1.00,7.70,348.10,326.80,0.45,28.85,0.00,7.10,279.20,424.30,1.60,-2.90
1.00,1.20,215.00,235.90,0.45,28.85,0.00,6.70,303.50,276.70,-0.45,-28.85
1.00,7.00,284.60,438.10,0.00,0.00,0.00,1.10,209.80,267.10,-0.75,-23.85
1.00,7.80,283.00,345.50,0.75,23.85,0.00,7.00,268.00,424.40,0.00,0.00
1.00,1.70,231.80,273.70,0.75,23.85,0.00,9.00,328.50,487.00,0.00,0.00
1.00,0.20,330.20,360.50,0.00,0.00,0.00,0.10,197.30,103.50,0.00,0.00
1.00,7.00,359.90,496.70,0.00,0.00,0.00,6.90,277.30,304.40,-0.75,-23.85
0.00,7.00,308.00,331.70,0.00,0.00,1.00,0.20,291.80,288.70,-0.50,23.30
0.00,7.40,321.90,402.10,0.00,0.00,1.00,8.00,368.10,441.20,0.00,0.00
0.00,6.10,281.90,397.40,0.10,-1.10,1.00,2.10,295.00,330.60,0.00,0.00
0.00,0.20,244.30,221.40,0.00,0.00,1.00,5.00,305.60,221.40,0.00,0.00
0.00,0.70,268.00,265.40,0.50,-23.30,1.00,6.00,237.60,398.50,-0.10,1.10
0.00,6.90,281.80,420.80,-0.10,-57.50,1.00,5.90,310.50,269.20,0.00,0.00
0.00,0.40,275.60,258.70,-0.30,-104.50,1.00,1.20,190.40,251.70,0.00,0.00
0.00,6.80,345.50,315.50,0.00,0.00,1.00,7.00,277.10,478.30,0.10,57.50
0.00,1.40,196.40,256.50,0.00,0.00,1.00,0.70,304.20,363.20,0.30,104.50
0.00,8.20,312.20,448.20,0.00,0.00,1.00,8.40,411.70,491.60,0.00,0.00
0.00,8.60,381.90,313.00,0.00,0.00,1.00,7.50,317.40,361.70,0.00,0.00
0.00,0.00,282.80,326.00,-0.10,28.90,1.00,1.60,264.30,270.00,0.00,0.00
0.00,0.10,180.30,246.40,-4.40,-145.95,1.00,0.10,280.70,297.10,0.10,-28.90
0.00,5.00,305.70,343.70,0.00,0.00,1.00,9.40,380.70,493.90,4.40,145.95
0.00,8.10,262.70,458.90,-4.40,-145.95,1.00,7.60,438.80,503.30,4.40,145.95
1.00,1.10,180.80,234.10,0.00,0.00,0.00,8.80,286.20,406.40,0.00,0.00
1.00,7.50,274.70,392.10,0.00,0.00,0.00,0.00,423.10,353.90,0.00,0.00
1.00,6.60,378.80,431.40,0.00,0.00,0.00,6.80,302.10,417.50,0.00,0.00
1.00,0.70,412.40,370.40,0.00,0.00,0.00,6.00,322.50,382.00,0.00,0.00
1.00,6.80,303.10,448.40,0.00,0.00,0.00,1.40,170.50,259.60,0.00,0.00
0.00,7.80,341.10,331.70,0.24,3.24,1.00,5.60,309.90,379.70,-0.24,-3.24
0.00,7.70,311.20,464.70,0.24,3.24,1.00,0.10,393.80,381.60,-0.24,-3.24
0.00,0.40,215.10,273.70,0.24,3.24,1.00,2.00,166.40,264.10,-0.24,-3.24
0.00,0.00,308.20,300.10,0.24,3.24,1.00,8.10,323.60,368.20,-0.24,-3.24
0.00,7.30,444.20,442.40,0.24,3.24,1.00,6.20,344.90,402.80,-0.24,-3.24
1.00,7.10,241.20,413.10,0.00,0.00,0.00,6.60,285.80,423.10,-0.20,-33.50
1.00,0.50,203.80,286.10,0.00,0.00,0.00,8.00,289.60,452.70,0.00,0.00
1.00,0.40,291.90,320.10,0.30,-72.00,0.00,8.70,276.10,312.00,0.00,0.00
1.00,7.30,399.40,327.30,0.00,0.00,0.00,1.10,157.40,246.80,0.00,0.00
1.00,6.80,344.40,456.60,0.20,33.50,0.00,0.10,356.10,392.10,-0.30,72.00
0.00,7.50,384.90,515.80,0.52,-1.68,1.00,4.80,285.70,393.90,-0.52,1.68
0.00,8.70,287.90,314.50,0.52,-1.68,1.00,7.90,278.50,452.50,-0.52,1.68
0.00,1.40,169.20,226.60,0.52,-1.68,1.00,0.70,309.10,341.70,-0.52,1.68
0.00,1.70,288.80,408.60,0.52,-1.68,1.00,6.20,412.80,358.10,-0.52,1.68
0.00,4.10,223.20,340.40,0.52,-1.68,1.00,1.20,268.80,268.10,-0.52,1.68
0.00,6.40,325.00,402.20,0.30,48.00,1.00,6.90,357.00,333.80,0.10,69.05
0.00,7.30,330.10,433.90,0.00,-42.50,1.00,7.30,319.50,476.40,0.00,42.50
0.00,1.50,159.10,247.70,-0.10,-69.05,1.00,1.10,297.10,308.60,0.10,69.05
0.00,6.30,282.60,256.60,-0.10,-69.05,1.00,6.10,258.20,354.20,-0.30,-48.00
0.00,0.80,290.60,348.00,-0.40,-30.70,1.00,1.20,293.00,378.70,0.40,30.70
1.00,8.20,326.40,351.40,0.78,29.06,0.00,0.60,185.30,240.00,-0.78,-29.06
1.00,1.30,183.60,266.20,0.78,29.06,0.00,7.00,286.90,317.90,-0.78,-29.06
1.00,7.60,341.80,436.90,0.78,29.06,0.00,0.50,244.30,299.00,-0.78,-29.06
1.00,9.20,282.60,478.50,0.78,29.06,0.00,7.40,266.50,409.90,-0.78,-29.06
1.00,0.00,252.10,325.00,0.78,29.06,0.00,6.90,233.80,445.90,-0.78,-29.06
0.00,5.90,264.20,316.90,0.14,-24.32,1.00,0.90,366.80,361.70,-0.14,24.32
0.00,0.80,308.20,339.10,0.14,-24.32,1.00,6.80,377.20,323.30,-0.14,24.32
0.00,1.90,243.70,243.60,0.14,-24.32,1.00,5.50,251.60,370.90,-0.14,24.32
0.00,6.30,270.40,371.30,0.14,-24.32,1.00,1.20,226.80,339.70,-0.14,24.32
0.00,6.50,343.50,438.60,0.14,-24.32,1.00,6.30,343.60,435.50,-0.14,24.32
0.00,6.90,233.40,468.70,0.00,0.00,1.00,1.80,214.30,303.90,0.00,13.60
0.00,0.40,251.20,313.00,0.40,-2.90,1.00,0.00,307.10,315.90,-0.40,2.90
0.00,1.60,208.90,299.60,0.00,-13.60,1.00,9.70,293.60,506.30,0.00,0.00
0.00,6.80,280.10,286.50,0.00,-13.60,1.00,8.10,298.90,450.60,0.00,0.00
0.00,7.20,245.20,425.40,0.00,0.00,1.00,6.60,277.30,309.40,0.00,13.60
0.00,8.70,332.10,426.70,2.90,-2.40,1.00,9.00,486.20,389.20,0.95,77.30
0.00,1.60,179.20,204.60,-0.95,-77.30,1.00,0.20,375.80,385.20,-0.10,71.50
0.00,0.30,296.40,313.70,0.10,-71.50,1.00,0.30,299.60,288.10,0.95,77.30
0.00,5.80,238.80,318.10,-0.95,-77.30,1.00,5.80,263.70,429.10,-2.90,2.40
0.00,7.20,306.70,442.00,-0.50,-19.10,1.00,7.70,286.50,461.10,0.50,19.10
0.00,7.20,279.20,430.60,0.40,-38.80,1.00,6.90,312.00,422.30,0.30,30.70
0.00,1.20,173.40,262.40,0.40,9.30,1.00,0.00,293.40,331.30,-0.70,26.50
0.00,9.20,314.90,368.30,0.40,9.30,1.00,1.90,164.20,303.50,-0.40,-9.30
0.00,6.60,241.00,391.60,-0.30,-30.70,1.00,6.80,362.00,469.40,-0.40,38.80
0.00,0.70,247.40,304.80,0.70,-26.50,1.00,7.70,276.60,308.60,-0.40,-9.30
0.00,1.60,185.20,302.40,-0.30,10.35,1.00,8.40,423.60,460.10,3.00,120.20
0.00,6.50,226.80,406.30,-0.30,-20.40,1.00,0.60,357.20,372.30,-0.20,51.30
0.00,6.10,289.00,295.90,-0.30,10.35,1.00,6.80,299.50,426.70,0.30,20.40
0.00,0.80,278.90,321.00,0.20,-51.30,1.00,8.00,315.20,350.40,0.30,-10.35
0.00,5.40,266.70,339.90,-3.00,-120.20,1.00,0.30,188.50,227.20,0.30,-10.35
1.00,8.50,316.50,378.60,0.00,0.00,0.00,0.80,288.00,294.50,0.00,-109.60
1.00,7.10,426.80,451.30,0.00,0.00,0.00,6.20,285.20,269.80,0.00,0.00
1.00,0.80,409.40,404.10,0.00,109.60,0.00,6.60,340.40,456.60,0.00,0.00
1.00,6.50,321.60,435.90,0.00,0.00,0.00,1.10,155.00,234.10,0.00,0.00
1.00,1.90,232.20,263.30,0.00,0.00,0.00,7.00,260.20,409.00,0.00,0.00
1.00,1.20,163.00,262.30,0.00,0.00,0.00,0.60,255.70,341.20,0.00,-42.50
1.00,9.30,311.20,302.70,0.00,0.00,0.00,3.90,177.50,267.00,0.00,0.00
1.00,0.60,426.90,383.70,0.00,42.50,0.00,1.40,143.10,291.30,0.00,0.00
1.00,7.00,351.90,431.10,0.80,33.80,0.00,6.20,315.00,397.30,-0.80,-33.80
1.00,8.50,455.50,491.80,0.00,0.00,0.00,7.80,258.90,327.60,0.00,0.00
0.00,1.50,238.70,252.00,-1.05,53.85,1.00,7.60,302.60,477.80,-0.20,-10.15
0.00,6.50,309.30,466.40,0.00,0.00,1.00,0.50,310.70,356.00,-0.20,-10.15
0.00,2.20,462.20,492.40,0.20,10.15,1.00,1.00,160.30,178.80,1.05,-53.85
0.00,5.70,313.40,346.90,-1.05,53.85,1.00,8.30,328.90,312.40,1.05,-53.85
0.00,6.30,291.70,361.70,0.20,10.15,1.00,7.40,394.30,402.40,0.00,0.00
1.00,0.10,364.20,374.20,0.46,16.02,0.00,9.30,294.00,482.00,-0.46,-16.02
1.00,8.20,413.40,425.40,0.46,16.02,0.00,1.40,191.30,283.40,-0.46,-16.02
1.00,1.40,177.70,255.10,0.46,16.02,0.00,8.00,343.20,335.40,-0.46,-16.02
1.00,8.60,304.60,326.50,0.46,16.02,0.00,0.70,306.20,350.10,-0.46,-16.02
1.00,8.90,340.40,474.50,0.46,16.02,0.00,5.50,224.10,324.70,-0.46,-16.02
0.00,1.20,156.80,238.00,0.00,0.00,1.00,8.30,395.20,339.50,0.00,0.00
0.00,0.30,361.90,414.40,-0.20,65.00,1.00,6.70,313.70,452.80,1.50,74.60
0.00,6.70,284.20,384.10,0.00,0.00,1.00,1.90,258.30,327.60,0.00,0.00
0.00,5.20,225.20,378.20,-1.50,-74.60,1.00,0.50,300.60,349.40,0.20,-65.00
0.00,7.30,326.90,320.40,0.00,0.00,1.00,7.30,291.60,404.70,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,1.30,200.70,231.40,-0.90,-48.85,0.00,7.90,288.50,481.40,0.00,0.00
1.00,0.20,324.90,411.60,0.00,47.00,0.00,8.60,342.20,465.50,0.00,0.00
1.00,7.70,308.90,461.40,0.00,0.00,0.00,0.20,340.50,364.60,0.00,-47.00
1.00,6.20,248.80,281.70,-0.90,-48.85,0.00,7.80,328.70,304.90,0.90,48.85
1.00,7.70,330.20,440.20,0.00,0.00,0.00,1.50,207.80,305.90,0.90,48.85
0.00,7.80,252.40,322.80,0.08,-29.68,1.00,5.30,316.30,412.00,-0.08,29.68
0.00,6.10,394.30,449.50,0.08,-29.68,1.00,0.70,446.00,356.70,-0.08,29.68
0.00,7.30,307.80,418.20,0.08,-29.68,1.00,8.90,354.10,394.20,-0.08,29.68
0.00,0.50,313.90,399.60,0.08,-29.68,1.00,1.50,232.60,351.70,-0.08,29.68
0.00,2.20,162.10,227.00,0.08,-29.68,1.00,7.10,323.30,450.90,-0.08,29.68
1.00,8.70,280.90,502.00,0.00,0.00,0.00,3.90,222.60,252.90,0.00,0.00
1.00,0.10,296.80,323.10,-0.70,2.30,0.00,1.00,241.00,207.20,0.00,0.00
1.00,6.90,395.10,328.30,0.00,0.00,0.00,7.70,300.30,493.90,0.40,41.80
1.00,1.90,275.70,295.60,0.00,0.00,0.00,0.80,256.80,320.80,0.70,-2.30
1.00,7.30,276.30,452.10,-0.40,-41.80,0.00,8.90,362.50,486.20,0.00,0.00
1.00,9.10,487.80,334.20,0.70,17.04,0.00,8.30,332.30,477.20,-0.70,-17.04
1.00,1.30,234.50,267.70,0.70,17.04,0.00,6.00,336.30,438.20,-0.70,-17.04
1.00,7.80,335.40,469.00,0.70,17.04,0.00,0.30,278.00,279.00,-0.70,-17.04
1.00,6.20,245.00,363.40,0.70,17.04,0.00,1.90,208.30,257.10,-0.70,-17.04
1.00,1.10,298.90,349.20,0.70,17.04,0.00,5.50,275.00,246.80,-0.70,-17.04
0.00,7.80,338.60,428.10,0.50,-1.10,1.00,7.10,284.00,490.40,0.00,0.00
0.00,5.40,279.30,262.00,0.00,0.00,1.00,0.90,479.00,366.20,-1.00,-33.90
0.00,1.90,384.90,400.10,1.00,33.90,1.00,7.30,303.90,429.20,-0.50,1.10
0.00,7.50,273.20,411.60,0.00,0.00,1.00,1.60,202.20,271.60,0.00,0.00
0.00,0.70,156.60,196.50,0.00,0.00,1.00,7.30,406.70,405.30,0.00,0.00
1.00,0.20,252.90,284.00,0.00,-73.90,0.00,0.20,293.10,357.90,0.00,73.90
1.00,8.00,274.30,465.10,2.20,41.80,0.00,9.60,288.10,345.10,0.80,37.85
1.00,1.00,146.50,223.50,-0.80,-37.85,0.00,1.60,155.00,265.90,0.80,37.85
1.00,5.50,213.00,361.60,-1.40,-95.00,0.00,6.90,315.70,456.60,1.40,95.00
1.00,8.60,281.00,311.80,-0.80,-37.85,0.00,5.80,246.40,423.30,-2.20,-41.80
1.00,7.70,269.00,345.10,-1.45,-19.95,0.00,0.50,225.20,258.90,-0.30,-133.00
1.00,0.80,343.50,391.90,0.30,133.00,0.00,9.50,354.30,385.50,1.45,19.95
1.00,0.00,236.80,264.00,-1.45,-19.95,0.00,1.10,251.50,263.50,1.45,19.95
1.00,7.00,310.60,420.60,0.10,-26.80,0.00,6.90,381.80,447.40,-0.10,26.80
1.00,7.30,337.50,415.80,2.20,-25.40,0.00,5.10,282.70,441.20,-2.20,25.40
1.00,6.60,261.40,451.70,0.50,61.20,0.00,1.10,146.70,231.50,-0.50,-13.75
1.00,7.10,311.60,463.00,-1.60,1.20,0.00,8.00,258.70,346.60,-0.50,-13.75
1.00,8.60,312.50,335.10,0.50,13.75,0.00,0.30,265.70,284.70,0.00,-85.30
1.00,0.30,296.50,370.00,0.00,85.30,0.00,6.10,245.40,390.50,-0.50,-61.20
1.00,1.50,172.80,270.50,0.50,13.75,0.00,8.70,286.00,461.80,1.60,-1.20
0.00,7.20,295.60,340.60,0.10,-5.42,1.00,6.10,417.40,400.90,-0.10,5.42
0.00,0.10,409.00,336.50,0.10,-5.42,1.00,3.50,320.60,410.40,-0.10,5.42
0.00,6.40,519.70,487.90,0.10,-5.42,1.00,0.60,497.50,429.10,-0.10,5.42
0.00,5.70,299.90,343.80,0.10,-5.42,1.00,0.80,262.00,267.70,-0.10,5.42
0.00,0.10,258.90,277.20,0.10,-5.42,1.00,8.00,297.10,305.00,-0.10,5.42
0.00,6.70,228.20,319.00,-0.25,-9.95,1.00,6.80,343.90,441.70,-1.70,-23.60
0.00,8.50,326.70,465.30,1.70,23.60,1.00,1.30,372.90,437.90,1.10,96.90
0.00,8.10,321.60,455.00,2.40,85.00,1.00,5.70,272.30,370.00,-2.40,-85.00
0.00,0.20,284.30,341.00,-1.10,-96.90,1.00,8.50,355.00,373.50,0.25,9.95
0.00,2.70,173.60,260.60,-0.25,-9.95,1.00,1.40,213.60,226.00,0.25,9.95
1.00,8.20,296.40,467.90,0.00,0.00,0.00,5.90,338.00,352.30,0.00,0.00
1.00,1.70,222.90,249.70,0.00,0.00,0.00,7.40,247.10,408.00,0.00,0.00
1.00,6.90,301.50,313.50,0.00,0.00,0.00,0.80,318.00,366.00,0.40,77.90
1.00,0.40,248.50,288.10,-0.40,-77.90,0.00,6.30,227.90,404.70,1.50,-0.90
1.00,4.80,209.70,405.60,-1.50,0.90,0.00,2.40,341.70,306.30,0.00,0.00
1.00,8.50,338.70,498.30,1.10,71.40,0.00,7.70,284.70,347.40,0.10,-6.75
1.00,8.20,279.90,361.60,-0.10,6.75,0.00,1.90,183.10,258.10,0.10,-6.75
1.00,5.80,214.90,392.10,-2.80,-134.10,0.00,8.60,369.50,526.20,2.80,134.10
1.00,0.50,318.30,371.10,0.30,65.80,0.00,7.40,365.70,426.90,-1.10,-71.40
1.00,1.20,162.10,257.40,-0.10,6.75,0.00,0.20,242.40,305.30,-0.30,-65.80
0.00,7.90,265.10,480.20,-1.02,-58.40,1.00,1.20,353.80,418.80,1.02,58.40
0.00,6.60,239.40,417.40,-1.02,-58.40,1.00,7.20,320.20,324.70,1.02,58.40
0.00,0.10,268.90,349.30,-1.02,-58.40,1.00,7.20,299.10,499.00,1.02,58.40
0.00,5.20,242.70,255.50,-1.02,-58.40,1.00,9.20,309.70,481.10,1.02,58.40
0.00,1.10,148.70,220.30,-1.02,-58.40,1.00,1.20,232.00,291.10,1.02,58.40
0.00,1.10,204.00,270.40,0.70,4.75,1.00,0.60,411.00,388.70,0.10,67.50
0.00,6.90,228.60,426.40,-0.60,-44.00,1.00,7.50,296.00,470.40,0.60,44.00
0.00,0.50,328.80,321.20,-0.10,-67.50,1.00,6.40,299.00,370.50,-0.70,-4.75
0.00,8.70,326.20,458.60,2.20,13.60,1.00,1.50,235.10,251.30,-0.70,-4.75
0.00,8.20,385.20,360.90,0.70,4.75,1.00,6.50,263.40,445.00,-2.20,-13.60
1.00,5.20,292.80,344.20,0.00,0.00,0.00,6.40,263.40,284.40,0.00,0.00
1.00,4.90,309.50,272.80,0.00,0.00,0.00,3.60,206.30,312.90,0.00,0.00
1.00,1.80,271.50,324.90,0.00,0.00,0.00,1.10,354.70,364.30,0.00,0.00
1.00,6.90,290.20,450.20,0.00,0.00,0.00,0.90,265.90,249.70,0.00,0.00
1.00,1.00,398.60,400.20,0.00,0.00,0.00,7.00,448.00,471.10,0.00,0.00
0.00,7.40,250.30,404.60,-1.10,-78.20,1.00,7.20,412.20,305.20,0.50,23.90
0.00,4.80,229.50,383.30,-1.90,-108.20,1.00,8.50,343.90,482.80,1.10,78.20
0.00,0.10,217.00,268.50,-0.80,-94.40,1.00,0.90,437.90,362.90,0.80,94.40
0.00,0.30,186.70,231.20,-0.50,-23.90,1.00,6.70,308.20,491.50,1.90,108.20
0.00,7.30,364.10,327.10,-0.50,-23.90,1.00,1.40,234.10,300.90,0.50,23.90
1.00,0.80,352.00,420.70,0.30,39.70,0.00,9.00,426.00,535.60,2.90,127.30
1.00,6.10,241.30,408.30,-2.90,-127.30,0.00,6.70,264.00,397.20,-1.60,-53.30
1.00,1.40,191.50,273.90,0.45,-0.60,0.00,0.50,365.20,381.00,-0.30,-39.70
1.00,8.00,342.20,316.00,0.45,-0.60,0.00,1.30,175.00,268.50,-0.45,0.60
1.00,8.30,318.10,450.50,1.60,53.30,0.00,7.20,253.90,322.60,-0.45,0.60
1.00,7.00,355.70,331.50,0.88,48.64,0.00,0.30,258.20,247.20,-0.88,-48.64
1.00,1.60,234.90,323.60,0.88,48.64,0.00,6.30,261.30,450.00,-0.88,-48.64
1.00,6.80,274.30,406.10,0.88,48.64,0.00,1.30,158.30,244.70,-0.88,-48.64
1.00,0.20,320.50,377.50,0.88,48.64,0.00,6.50,255.70,321.90,-0.88,-48.64
1.00,8.90,376.10,466.30,0.88,48.64,0.00,5.70,207.50,398.00,-0.88,-48.64
0.00,1.40,156.90,253.50,-1.44,-81.24,1.00,8.50,319.00,534.60,1.44,81.24
0.00,6.30,234.50,412.00,-1.44,-81.24,1.00,7.60,389.10,392.00,1.44,81.24
0.00,4.90,259.10,236.00,-1.44,-81.24,1.00,1.30,192.30,194.20,1.44,81.24
0.00,0.70,260.40,341.30,-1.44,-81.24,1.00,9.40,356.30,492.50,1.44,81.24
0.00,6.80,294.90,390.80,-1.44,-81.24,1.00,0.50,372.40,426.50,1.44,81.24
1.00,0.50,376.50,401.00,0.60,75.24,0.00,7.00,245.30,258.90,-0.60,-75.24
1.00,8.50,408.80,357.50,0.60,75.24,0.00,7.50,324.10,402.10,-0.60,-75.24
1.00,1.40,202.60,293.60,0.60,75.24,0.00,0.70,182.10,272.90,-0.60,-75.24
1.00,7.60,304.20,468.60,0.60,75.24,0.00,0.80,240.30,244.80,-0.60,-75.24
1.00,7.80,382.00,485.40,0.60,75.24,0.00,6.80,218.70,451.20,-0.60,-75.24
0.00,1.30,259.10,308.00,1.30,-1.70,1.00,7.50,362.20,522.90,0.00,0.00
0.00,7.20,328.80,416.10,0.00,0.00,1.00,0.00,360.30,309.70,-1.30,1.70
0.00,7.40,327.10,447.30,0.00,0.00,1.00,7.10,349.20,483.50,0.00,0.00
0.00,6.30,367.50,305.90,0.00,0.00,1.00,1.50,216.80,266.70,0.00,0.00
0.00,1.60,197.30,261.30,0.00,0.00,1.00,8.10,345.50,323.40,0.00,0.00
1.00,5.20,232.10,382.30,0.00,0.00,0.00,5.10,282.20,490.30,0.00,0.00
1.00,1.50,245.90,250.00,0.00,0.00,0.00,1.20,282.00,328.40,0.00,0.00
1.00,0.20,380.00,326.40,0.00,0.00,0.00,5.30,247.50,309.20,0.00,0.00
1.00,7.30,327.80,479.50,0.50,53.40,0.00,1.30,155.30,138.40,0.00,0.00
1.00,7.50,354.10,295.20,0.00,0.00,0.00,6.80,333.10,426.10,-0.50,-53.40
0.00,1.30,194.60,200.90,0.00,43.75,1.00,7.90,288.60,314.00,0.00,-43.75
0.00,6.80,248.20,426.50,0.00,43.75,1.00,7.60,266.90,428.90,0.00,0.00
0.00,8.00,364.90,491.60,0.00,0.00,1.00,3.60,232.30,319.20,0.00,0.00
0.00,8.30,353.20,335.60,0.00,0.00,1.00,1.30,277.50,341.60,0.90,86.70
0.00,0.40,204.60,254.90,-0.90,-86.70,1.00,0.20,186.30,225.90,0.00,-43.75
1.00,2.90,584.00,771.30,0.42,110.78,0.00,1.90,497.90,685.50,-0.42,-110.78
1.00,1.90,594.30,886.60,0.42,110.78,0.00,1.60,530.30,697.50,-0.42,-110.78
1.00,1.80,672.10,707.70,0.42,110.78,0.00,2.40,550.40,722.30,-0.42,-110.78
1.00,1.70,778.60,817.20,0.42,110.78,0.00,0.80,512.40,742.40,-0.42,-110.78
1.00,2.70,900.60,978.70,0.42,110.78,0.00,2.20,510.20,759.90,-0.42,-110.78
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,2.20,650.30,750.30,-0.04,60.60,1.00,0.70,630.00,678.80,0.04,-60.60
0.00,0.90,726.70,769.80,-0.04,60.60,1.00,3.50,689.00,757.70,0.04,-60.60
0.00,0.60,743.40,792.70,-0.04,60.60,1.00,1.90,690.90,833.30,0.04,-60.60
0.00,3.60,645.90,804.00,-0.04,60.60,1.00,2.60,557.80,611.20,0.04,-60.60
0.00,5.30,755.10,910.30,-0.04,60.60,1.00,4.10,633.40,843.10,0.04,-60.60
1.00,0.40,591.20,781.40,0.00,97.98,0.00,0.90,529.60,669.60,0.00,-97.98
1.00,3.90,652.30,966.50,0.00,97.98,0.00,5.40,745.80,926.30,0.00,-97.98
1.00,0.30,634.40,664.00,0.00,97.98,0.00,0.70,521.70,666.90,0.00,-97.98
1.00,5.70,961.90,897.10,0.00,97.98,0.00,1.70,538.20,696.30,0.00,-97.98
1.00,0.60,694.90,806.20,0.00,97.98,0.00,2.20,638.70,666.20,0.00,-97.98
0.00,1.60,660.50,716.30,-0.02,-67.10,1.00,2.20,619.40,853.80,0.02,67.10
0.00,0.80,605.10,651.90,-0.02,-67.10,1.00,2.60,664.90,714.50,0.02,67.10
0.00,1.70,562.70,677.90,-0.02,-67.10,1.00,2.40,603.80,798.40,0.02,67.10
0.00,2.40,696.60,753.90,-0.02,-67.10,1.00,0.20,589.10,689.60,0.02,67.10
0.00,2.20,635.80,731.90,-0.02,-67.10,1.00,1.40,733.70,811.10,0.02,67.10
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
