teamid,win,csPerMin,goldPerMin,xpPerMin,csDiffPerMin,xpDiffperMin,,
100,0,5.2,276.8,363,0.08,3.68,,
100,1,4.76,332.38,379.7,0.82,33.82,,
100,0,3.9,301.9,354.18,-0.56,-41.74,,
100,0,4.02,285.36,332.32,-0.54,-36.88,,
100,0,5.32,313.8,386.6,0.78,-8.6,,
100,1,2.3,561.66,800.08,0.54,69.36,,
100,1,4.12,311.24,352.4,-0.24,-20.46,,
100,0,4.44,284.1,362.52,0.14,-13.48,,
100,1,4.42,300.04,378.72,-0.54,16.12,,
100,1,5.2,396.38,396.76,1.4,101.12,,
100,1,2,493.84,698.8,0,0,,
100,0,4.06,280.76,341.56,-0.98,-43.54,,
100,1,4.64,396.48,366.06,-0.12,-2.24,,
100,0,3.52,305.36,327.84,-0.24,-6.24,,
100,1,5.14,276.82,350.08,-0.22,-33.52,,
100,0,2.14,532.7,714.82,0,0,,
100,0,4.16,330.38,358.32,0.08,15.56,,
100,1,5.08,295.7,362.76,-0.06,-27.98,,
100,1,4.18,290.52,369.16,-0.4,14.38,,
100,0,5.2,297.5,377.64,0.52,28.1,,
100,1,4.52,368.66,382.02,0.58,54.96,,
100,0,4.62,296.6,388.8,-0.24,21.36,,
100,0,4.72,277.06,349.86,-0.06,-4.94,,
100,0,4.66,286.94,355.1,0,-18.9,,
100,1,2.06,543.9,764.36,-0.3,-37.88,,
100,0,0,0,0,0,0,,
100,0,4.04,253.32,327.7,-0.8,-53.52,,
100,1,5.12,388.2,388.68,0,0,,
100,1,4.94,277,360.62,0.22,2.48,,
100,0,4.62,306.62,351.66,-0.08,8.9,,
100,1,5.1,325.46,374.96,0.02,2.96,,
100,1,4.7,296.56,387.12,0.14,30.94,,
100,1,4.78,297.84,391.8,-0.58,17.5,,
100,0,4.38,248.88,319.46,0.3,-21.2,,
100,1,4.7,259.68,349.68,-0.02,-10.08,,
100,1,4.88,333.64,370.04,-0.16,-13.58,,
100,0,3.82,284.84,348.84,0.08,2.76,,
100,1,5.06,305.42,374.08,1.16,12.44,,
100,1,4.24,344.56,356.28,0.04,13.46,,
100,1,5.3,261.34,367.26,0.1,-5.1,,
100,0,4.86,267.32,368.48,0.44,-16.38,,
100,1,4.82,396.48,391.1,1.2,118.28,,
100,1,4.88,274.28,347.12,-0.6,-8.92,,
100,0,3.9,240.94,307.06,-0.96,-147.78,,
100,0,4.5,312.14,372.62,0.38,33.02,,
100,0,4.66,340.98,389.04,1.16,52.92,,
100,0,5.12,322.34,376.32,0.34,-5.32,,
100,0,3.72,264.06,345.76,-0.56,-26.24,,
100,0,4.7,286.58,372.38,-0.42,9.62,,
100,1,4.3,288.42,372.88,-0.08,-10.28,,
100,1,4.68,319.26,366.3,0,0,,
100,1,3.94,265.08,324.14,0.04,-11.48,,
100,1,4.84,313.64,387.96,-0.4,1.46,,
100,1,4.96,303.94,369.2,1.28,44.56,,
100,0,4.5,282.54,352.78,-0.38,-1.58,,
100,0,4.84,255.34,346.54,0.6,13.88,,
100,0,4.58,318.58,381.48,-0.28,9.16,,
100,0,4.38,283.66,349.76,0.04,26.88,,
100,1,4.86,304.68,377.8,-0.06,25.54,,
100,0,3.96,244.36,331.98,0.5,3.48,,
100,1,4.68,332.16,375.46,0.16,-0.12,,
100,1,4.54,276.66,351.24,0.36,1.58,,
100,0,4.4,294.96,364.32,-0.14,-20.52,,
100,1,4.92,283.8,367.22,0.28,38.58,,
100,0,4.4,232.84,305.84,-0.72,-77.72,,
100,1,4.66,309.3,367.06,0.18,16.48,,
100,1,4.66,283,354.16,-0.12,22.06,,
100,0,4.48,267.56,332.12,-0.26,-54.6,,
100,0,4.8,303.86,382.1,-1.12,-21.96,,
100,1,4.3,276.84,350.88,-0.36,-4.68,,
100,1,4.8,273.34,369.7,-0.28,-13.42,,
100,1,0,0,0,0,0,,
100,1,4.76,247.96,354.92,-0.64,14.42,,
100,1,4.28,298.3,359.1,0.9,71.8,,
100,0,4.2,244.14,322.82,0.06,-20.94,,
100,1,4.8,307.34,381.34,-0.14,16.54,,
100,0,3.7,259,318.22,0.22,6.38,,
100,1,4.24,300.8,358.08,0.76,40.34,,
100,0,4.64,308.88,342.28,0.86,4.6,,
100,1,4.72,337.56,384.2,0.32,46.68,,
100,0,4.8,262.48,352.96,-0.56,-8.16,,
100,0,4.08,276.94,343.58,-0.12,-20.08,,
100,1,4.54,292,362.18,-0.14,-10.6,,
100,1,4.7,321.82,377.44,0.14,4.92,,
100,1,4.22,281.52,348.36,-0.56,-31.36,,
100,1,4.98,283.32,361.3,0.62,32.62,,
100,1,5.16,309.26,394.2,-0.1,19.46,,
100,0,4.4,249.92,321.4,-1.18,-54.44,,
100,0,4.6,302.78,393.54,0.2,3.96,,
100,1,5.12,387.42,426,0.52,61.16,,
100,0,4.86,272.18,385.7,-0.52,-12.44,,
100,1,5.16,287.8,380.38,0.52,33.68,,
100,0,4.4,268.04,361.18,0.3,1.6,,
100,0,4.6,321.68,341.5,0.6,11.14,,
100,1,4.68,356.58,389.04,0.44,74.28,,
100,1,4.68,301.88,381.56,0.32,17.96,,
100,1,4.4,319.4,355.36,-0.08,0.54,,
100,0,3.82,261.66,337.28,-0.7,-48.96,,
100,1,4.5,275.4,381.48,-0.22,30.78,,
100,0,4.98,316.62,377.78,0.24,-4.4,,
100,1,5.1,296.44,402.86,0.14,36.34,,
100,1,4.66,266.78,361.64,-0.26,-17.2,,
100,0,4.34,247.98,333.36,0.12,12,,
100,0,4.2,271.58,349.5,-0.8,-44.08,,
100,0,0,0,0,0,0,,
100,1,4.52,292.3,349.54,0.04,-23.62,,
100,1,4.7,292.78,343.62,0.02,-24,,
100,0,5.04,281.96,380.08,-0.72,-11.68,,
100,0,4.86,284,367.9,0.14,-9.06,,
100,1,4.36,303.7,386.12,-0.06,25.36,,
100,1,4.46,288.04,355.48,0.4,15.14,,
100,1,4.84,308.02,369.94,0.08,30.58,,
100,1,5.04,359.62,393.14,0.82,60.48,,
100,1,4.88,268.98,366.72,0.36,16.44,,
100,1,4.48,318.96,382.4,0.12,24.84,,
100,1,4.9,326.02,409.96,0.08,57.48,,
100,1,5.54,319.66,384.62,1.48,45.62,,
100,1,4.06,318.76,342.22,0.18,38.04,,
100,0,4.78,264.74,348.26,-0.44,-81.64,,
100,0,5.1,268.6,372.28,0.56,15.32,,
100,0,4.88,282.08,325.44,0.24,-5.16,,
100,0,3.62,245.9,331.04,-1.42,-54.8,,
100,0,4.38,235.84,340.06,-1.18,-55.36,,
100,1,4.6,276.48,378.04,-0.02,24.54,,
100,0,4.74,264.48,352.6,0.16,-28.54,,
100,0,4.98,277,361.96,0.34,-7.5,,
100,1,4.68,271.38,352.06,-0.8,-50.22,,
100,0,4.38,234.26,326.26,-1.6,-110.92,,
100,1,5.56,368.56,393.8,1.12,82.62,,
100,1,4.58,308.68,347.92,0.36,17.88,,
100,1,5,282.54,382.72,0.06,17.52,,
100,1,4.76,318.36,374.96,0.7,38.66,,
100,1,4.5,268.86,353.6,-0.78,7.36,,
100,1,5.06,273.58,371.74,0.24,13.52,,
100,1,4.54,316.54,378.14,-0.3,13.9,,
100,1,4.58,301.24,370.26,0.08,15.06,,
100,1,4.2,290.18,345.12,0.1,6.16,,
100,1,4.64,295.26,368.96,0.08,-9.96,,
100,1,4.28,308.8,367.24,-0.38,-2.46,,
100,0,4.36,227.76,334.82,-0.36,-38.86,,
100,0,4.5,270.68,327.08,0.08,-31.58,,
100,0,4.28,254.78,331.54,-1,-30.6,,
100,1,4.78,304.62,354.7,0.08,8.02,,
100,1,5.18,298.84,382.48,0.84,23.94,,
100,1,5.06,327.68,383.14,0.88,44.32,,
100,0,4.46,266.12,346.72,-0.56,-39.66,,
100,0,4.78,288.9,358,0.26,-28.68,,
100,0,4.28,248.06,319.08,-0.46,-107.88,,
100,1,5.3,331.5,393.42,0.74,55.38,,
100,1,4.98,391.92,405.18,0.88,101.06,,
100,1,5.2,288,391.66,0.98,49.34,,
100,0,5.24,255.18,351.48,0.86,-13.54,,
100,1,4.02,308.9,347.22,0.02,3.68,,
100,1,4.08,279.12,365.38,-0.5,-5.3,,
100,1,5.1,344.14,415.96,0.9,82.34,,
100,1,5.08,277.48,397.64,0.18,16.2,,
100,1,4.88,293.94,372.26,0.56,18.28,,
100,0,4.56,277.16,375.52,-0.02,13.42,,
100,0,4.88,245.06,350.5,0.34,-28.98,,
100,0,4.6,259.66,345.26,-0.14,-22.22,,
100,0,5.3,274.14,374.06,-0.24,-22.82,,
100,1,4.68,342.96,367.58,1.18,59.34,,
100,0,4.3,267.78,366.88,1.06,-22.84,,
100,1,5.18,327.22,384.22,1.18,53.56,,
100,0,3.94,330.28,357.84,-0.56,-30.3,,
100,0,4.72,275.46,342.54,-0.36,-67.66,,
100,0,4.32,269.06,352.48,-0.36,-28.38,,
100,0,3.94,290.76,349.54,-0.24,25.74,,
100,1,4.58,329.7,376.02,-0.24,36.02,,
100,0,4.36,272.32,328.22,0.32,-57.76,,
100,1,4.7,312.24,366.22,0.44,0.44,,
100,0,4.36,252.08,338.32,0.06,10.54,,
100,0,1.92,601.4,728.62,-0.6,-132.14,,
100,0,1.28,604.52,649.92,-0.68,-106.18,,
100,0,2.3,743.4,830.92,0.1,13.46,,
100,1,2.3,763.08,867.38,0.8,140.46,,
100,0,0,0,0,0,0,,
100,1,4.76,282.84,359.78,-0.08,-7.36,,
100,1,4.04,265.02,346.56,-0.56,-20.26,,
100,0,4.5,289.02,333.06,0,0,,
100,0,4.82,291.44,362.66,-0.1,-30.76,,
100,1,4.66,317.64,350.92,0.8,43.36,,
100,0,0,0,0,0,0,,
100,1,4.74,275.38,348.2,0,-5.12,,
100,1,4.76,293.34,394.74,-0.06,23.86,,
100,0,4.92,254.28,367.8,-0.04,9.08,,
100,0,5.02,301.18,358.68,0.54,-13.14,,
100,1,4.64,289.98,374.46,-0.36,-2.44,,
100,1,4.38,329.88,402.72,0.3,12.56,,
100,0,3.82,244.18,307.78,-0.32,-28.52,,
100,0,4.94,269.6,370.42,0.34,7.82,,
100,0,4.38,258.82,319.14,-0.34,-82.92,,
100,1,4.36,356.8,376.34,0.84,49.3,,
100,0,4.54,290.26,357.52,0.08,-57.22,,
100,1,4.62,308.86,369.18,0.32,23.76,,
100,0,3.8,262.72,307.98,-1.16,-58.36,,
100,0,5.42,286.12,372.6,0.52,3.88,,
100,0,5.26,259.44,363.02,0.32,-18.08,,
100,1,4.64,271.3,340.5,0.36,3.26,,
100,0,4.14,252.4,325.36,-0.52,-57.92,,
100,0,4.88,262.12,349.18,1.06,17.44,,
100,0,4.3,292.14,349.1,0.5,39.06,,
100,0,4.66,264.62,379.84,-0.16,-7.16,,
100,1,4.2,290.18,345.12,0.1,6.16,,
100,1,5.22,292.52,387.9,-0.24,-6.4,,
100,1,3.9,309.76,352.86,-0.62,-32.16,,
100,1,5.12,292.08,384.78,0.1,-21.08,,
100,1,4.72,278.8,361.54,1.04,-18.22,,
100,0,5.24,269.58,366.14,0.32,3.96,,
100,1,5.44,320.06,371.14,0.46,16.02,,
100,0,5.14,260.12,361.88,0,0,,
100,0,4.8,309.62,371.1,0.24,-11.48,,
100,0,4.68,271.64,355.72,-0.12,5.54,,
100,0,4.08,310.6,359.24,0,-6.82,,
100,1,5.08,317.66,381.42,0.66,26.92,,
100,0,5.12,249.72,352.98,-0.26,-11.66,,
100,0,4.54,262.06,326,0,-22.28,,
100,1,4.86,307.8,362.72,0.58,11.5,,
100,1,4.86,287.42,347.52,0.92,-3.2,,
100,0,4.68,326.46,368.3,0.08,0.78,,
100,1,4.22,291.96,337.48,-0.38,-14.42,,
100,0,4.16,276.62,349.56,0,0,,
100,1,4.8,279.58,345.5,0.66,-4.42,,
100,1,4.38,300.92,376.72,-0.12,8.1,,
100,1,4.52,284.26,372.96,0.28,31.24,,
100,1,5.5,316.76,398.44,0.98,51.68,,
100,0,5.2,324.44,388.48,0.5,18.84,,
100,0,3.98,249.52,322.94,-0.96,-65.72,,
100,0,4.6,280.78,371.26,-0.1,28.42,,
100,0,3.88,303.34,334.7,-0.84,-38.5,,
100,0,3.92,269.82,342.52,0.32,16.9,,
100,1,4.42,308.12,366.76,-0.24,21.12,,
100,0,4.38,296.88,357.7,-0.5,-6.58,,
100,0,5.08,255.6,363.32,0.02,-34.6,,
100,0,4.76,277.6,364.58,0,-15.94,,
100,1,4.38,329.48,374.32,0.7,24.64,,
100,1,4.84,250.9,336.6,0.22,-38.12,,
100,1,5.04,263.9,359.4,-0.06,14.22,,
100,1,4.34,328.08,345.86,-0.3,-15.54,,
100,0,4.32,263.48,341.16,-0.14,-15.88,,
100,0,4.12,234.18,308.82,0,0,,
100,1,4.5,264.48,362.46,0.18,20.56,,
100,0,4.88,268.72,351.6,0.08,16.84,,
100,0,4.56,274.66,363.36,-2.2E-16,-32.58,,
100,1,5.34,272.46,381.52,0.22,-11.42,,
100,1,5.52,281.8,370.58,0.38,22.74,,
100,0,5.16,289.04,378.5,0.6,20.24,,
100,0,4.82,269.96,358,-0.1,3.96,,
100,0,3.8,248.96,274.14,-1.16,-102.58,,
100,1,4.52,321.42,343,0.66,-23.42,,
100,1,4.28,271.44,330.84,-0.82,-45.96,,
100,0,4.82,284.62,378.38,0.32,12.64,,
100,0,4.78,283.6,355.38,0.14,0.32,,
100,1,4.8,308.14,363.86,1,56.74,,
100,0,2.54,187.72,241.48,-2.74,-118.18,,
100,1,5.24,321.22,385.5,0,0,,
100,1,3.72,254.02,323.1,-0.8,-21.22,,
100,0,4.9,246.22,346.32,-0.02,-33.98,,
100,0,4.86,282.24,367.52,0.14,3.5,,
100,0,4.98,293.7,351.1,0.5,10.72,,
100,0,4.24,273.92,327.78,-0.82,-53.28,,
100,0,5.2,256.24,357.88,0.44,-8.86,,
100,1,4.34,327.9,349.84,-0.34,5.72,,
100,0,4.82,265.34,376.66,-0.04,21.14,,
100,0,4.2,297.3,324.08,-0.64,-70.94,,
100,0,3.74,265.04,295.86,-1.22,-131.88,,
100,0,4.4,266.2,329.72,-0.62,-16.82,,
100,0,4.64,314.88,365.56,0.52,16.96,,
100,1,5.02,314.04,402.26,0.38,55.86,,
100,0,5.04,320.74,391.28,0.18,35.96,,
100,1,3.94,246.84,316.52,0,-22.34,,
100,0,4.78,276.54,382.92,0.46,41,,
100,0,5.22,330.98,396.2,0.74,44.52,,
100,1,4.96,283.94,364.5,0.32,2.4,,
100,0,4.24,273.56,340.94,1.2,17.62,,
100,0,4.72,274.44,383.62,-0.4,14.18,,
100,0,4.84,282.92,376.74,-0.16,45.18,,
100,1,4.72,343.76,399.02,-0.48,10.8,,
100,0,3.96,275,333.14,0,0,,
100,0,4.62,299.78,344,0.6,-3.5,,
100,0,4.28,325.56,356.28,-0.36,-12.88,,
100,0,4.64,306.12,388.12,-0.84,-7.12,,
100,1,4.56,309.26,345.24,-0.06,-5.4,,
100,1,4.4,277.96,388.06,-1.86,-20.54,,
100,1,4.72,300.44,349.86,0.38,38.76,,
100,0,4.24,265.92,344.82,0.18,-24.72,,
100,1,4.86,288.54,364.04,0.18,7.6,,
100,1,4.5,287.52,362.76,0.72,27,,
100,0,4.68,270.8,361.18,0.52,-1.68,,
100,1,4.52,315.08,381.66,-0.26,29.64,,
100,0,4.1,238.7,349.28,-0.3,-16.54,,
100,1,4.36,322.72,376.18,-0.12,7.7,,
100,1,3.94,299.5,372.82,-0.76,28.9,,
100,0,4.38,320.58,403.94,-0.44,28.64,,
100,0,4.62,267.64,356.62,-0.56,-22.42,,
100,0,4.32,225.56,330.36,-0.12,-57.62,,
100,0,4.14,245.82,324.76,-0.5,-54.96,,
100,0,4.42,301,363.96,-0.06,-11.88,,
100,1,4.46,333.92,374.9,-0.02,2.08,,
100,1,5.06,312.02,388.18,0.42,30.5,,
100,1,4.78,312.64,384.62,-1.66,-30.08,,
100,1,4.96,294.84,369.76,0.26,20.46,,
100,1,4.96,315.3,386.58,0.3,40.28,,
100,1,4.18,266.74,334.82,0,0,,
100,1,4.6,369.46,371.18,1.06,71.88,,
100,0,4.96,280.1,359.06,0,0,,
100,0,4.56,311.24,366.62,0.24,13.62,,
100,0,1.9,509.14,696.18,0,0,,
100,0,4.34,251.82,343.26,-0.44,-18.02,,
100,0,4.46,334.2,366.98,-0.06,-7.02,,
100,1,4.32,269.76,351.46,-0.54,-25.8,,
100,1,4.74,321.5,378.44,1.12,49.66,,
100,1,3.88,310.18,354.62,-0.48,-17.52,,
100,1,4.22,320.76,371.24,0.04,20.68,,
100,1,4.6,293.06,371.08,-0.06,0.84,,
100,1,4.56,298.58,367.76,0.02,13.26,,
100,1,5.18,334.24,396.3,0.06,45.38,,
100,0,2.98,231.56,233.56,-1.06,-138.78,,
100,1,4.64,265.64,351.62,-0.14,-2.56,,
100,0,4.28,247.54,342.44,-0.68,-31.2,,
100,1,4.64,265.22,343.42,0.38,-20.86,,
100,1,4.98,296.54,358.46,0.08,-7.56,,
100,0,4.62,254.34,323.12,0.34,12.34,,
100,1,5.54,287.88,384.8,-0.02,-12.44,,
100,1,4.18,341.84,364.44,0.36,34.34,,
100,1,5.1,277.38,379.82,-0.04,13.88,,
100,0,4.46,280.9,364.76,-0.62,8.3,,
100,0,4.9,325.52,390.44,-0.12,-2.94,,
100,1,4.54,299.38,361.08,0.24,15.18,,
100,0,5.26,263.54,382.08,-0.22,1.16,,
100,0,4.76,280.56,345.9,0.26,-2.22,,
100,0,4.46,244.18,353.3,-0.32,-5.98,,
100,1,4.48,300.72,322.1,0.16,-12.92,,
100,0,4.64,325.64,381.24,0.12,12.64,,
100,0,3.9,285.92,334.54,-0.58,-0.92,,
100,0,5.26,265.2,339.14,0.48,-50.3,,
100,1,4.94,302.76,379.48,0.18,3.3,,
100,1,5.42,290.86,385.26,0.36,19.94,,
100,1,5.26,282.82,373.7,0.58,-0.88,,
100,1,4.86,271.44,386.8,-0.38,-18.5,,
100,0,4.58,248.7,349.02,0.24,-19.44,,
100,0,4.74,251.86,364.58,-0.64,-5.88,,
100,1,4.92,279.68,372.28,0.02,44.74,,
100,0,4.62,267.02,387.76,-0.64,2.84,,
100,0,4.26,274.16,344.7,0.02,-1.34,,
100,0,4.1,245.3,330.98,-0.9,-47.26,,
100,1,4.46,350,396.58,-0.18,66.78,,
100,0,5,284.32,355.94,0.16,-36.02,,
100,0,4.14,306.32,365.34,0.24,30.22,,
100,1,3.84,276.02,325.44,-0.72,-65.84,,
100,1,4.3,278.46,356.5,-0.42,8.24,,
100,1,4.26,293.42,343.28,-0.38,-8.8,,
100,1,4.74,300.44,373.6,0.62,36.26,,
100,0,4.36,274.42,357.44,-0.7,-9.58,,
100,1,4.96,305.9,376.02,0,26.8,,
100,1,4.52,296.68,366.56,-0.22,10.06,,
100,1,4.76,335.82,364.74,1.28,45.96,,
100,1,4.48,303.7,368.84,-0.24,13.9,,
100,1,4.22,285.4,344.98,-1.8,-41.44,,
100,0,4.9,267.62,357.52,-0.16,-18.34,,
100,0,5.08,272.62,348.56,0.26,-3.58,,
100,0,4.92,276.54,351.9,-0.44,-12.92,,
100,1,4.76,325.96,374.32,-0.42,10.1,,
100,0,5.04,290.22,385.42,0.6,26.48,,
100,0,5.14,297.2,382.36,0.06,10.02,,
100,0,4.04,263.86,315.22,-0.12,-34.26,,
100,0,5.48,233.08,341.1,-0.02,-0.04,,
100,1,5.08,276.98,374.58,0.34,15.42,,
100,0,4.5,283.8,359.4,0.02,-2.14,,
100,0,4.16,299.58,361.88,-0.12,13.96,,
100,1,5.3,302.5,380.4,-0.02,-7.1,,
100,1,4.28,299.04,361.48,-0.06,-0.82,,
100,0,4.54,286.54,355.58,0.54,9.6,,
100,1,4.86,262.68,363.46,-0.14,-37.34,,
100,1,4.78,272.98,363.72,-0.08,-15.76,,
100,1,4.5,280.04,332.44,0.66,11.48,,
100,0,4.5,254.98,342.92,-0.52,-82.46,,
100,1,4.96,293.58,387.24,-0.08,15.68,,
100,0,3.84,250.86,309.56,-1.18,-97.24,,
100,1,5.36,290.42,366.06,0.5,7.2,,
100,0,4.64,235.76,345.24,-0.6,-46.04,,
100,0,4.26,291.46,325.84,-0.34,-39.52,,
100,0,4.46,233.56,332.06,-0.16,-38.44,,
100,1,4.62,308.86,369.18,0.32,23.76,,
100,1,4.7,303.42,389.64,0.02,38.52,,
100,1,4.54,296.14,351.06,-0.04,7.38,,
100,1,4.48,279.6,365.68,-0.22,12.14,,
100,0,4.78,245.62,337.36,-0.64,-38.7,,
100,0,4.58,310.06,359.26,0.06,-23.1,,
100,1,4.76,313.28,379.52,0.06,7.5,,
100,0,2.24,559.02,777.06,0,0,,
100,1,2.26,549.58,765.7,0.04,98.72,,
100,1,1.84,467.86,654.36,-0.24,-47.14,,
100,1,1.76,464.12,619.38,0,0,,
100,0,4.5,292.8,368.9,0.02,14.88,,
100,1,5.34,293.12,393.44,0.22,19.7,,
100,0,3.78,230.74,322.74,-0.64,-56.6,,
100,1,4.38,294.2,344.72,-0.2,-13.82,,
100,1,4.24,277.98,324.3,0,0,,
100,1,4.76,306.12,358.32,-0.2,-10.54,,
100,0,4.72,276.98,375.98,0.08,5.2,,
100,1,5.36,353.46,414.44,0.92,56.24,,
100,0,4.96,325.02,380.9,0,0,,
100,0,4.92,275.02,363.42,0.5,-18.06,,
100,0,4.68,303.02,358.38,0.42,4.4,,
100,1,4.7,341.08,414.02,0.42,69.68,,
100,1,4.08,264.28,347.4,-0.74,4.54,,
100,1,5.36,340.48,385.08,0.54,40.82,,
100,1,4.78,305.96,372.5,1.12,4.04,,
100,1,5.14,309.48,413.06,-0.38,44.14,,
100,1,4.22,365.18,358.14,-0.22,24.3,,
100,0,4.38,256.44,312.06,-0.28,-36.56,,
100,1,4.62,336.86,363.92,0.36,46.6,,
100,0,4.42,299.84,367.56,0.4,12.24,,
100,0,4.12,297.72,371.6,-0.88,15.54,,
100,1,4.74,290.94,360.72,0.2,-21.78,,
100,1,5.28,278.52,356.36,0.66,-18.5,,
100,1,4.4,292,368.4,0.22,27.52,,
100,1,3.74,289.66,333.82,-0.52,-0.24,,
100,1,4.72,251.62,365.68,-0.5,-26.46,,
100,0,4.62,251.02,355.9,-0.06,-3.3,,
100,0,3.52,262.66,311.14,-1.02,-27.3,,
100,0,4.14,264.6,347.08,0,0,,
100,1,5.38,325.28,398.66,0.5,37.26,,
100,0,4,247.82,317.52,-0.76,-30.58,,
100,1,5.12,293.32,379.12,-0.06,25.04,,
100,0,3.56,180.48,238.68,-0.98,-135.22,,
100,0,4.98,295.24,382,-0.08,33,,
100,1,1.84,542.2,726.44,0.12,45.48,,
100,0,2.32,491.26,707.12,0.12,-2.4,,
100,1,2.32,568.66,753.82,0.36,15.7,,
100,1,4.16,295.4,365.86,-0.6,-23.78,,
100,1,4.02,298.34,347.34,-0.18,8.68,,
100,1,4.28,314.56,380.8,0.26,59.72,,
100,1,3.94,264.1,333.42,-0.18,-23.04,,
100,1,3.8,258.9,309.8,-1.54,-109.22,,
100,1,4.92,300.54,401.16,0.34,38.54,,
100,1,4.84,291.84,373.04,0.02,29.9,,
100,1,5.16,318.9,376.68,-0.14,-21.66,,
100,1,4.94,373.72,350.44,0.74,2.26,,
100,1,4.2,347.98,353.68,0,0,,
100,0,4.78,277,346.38,0.04,-16.74,,
100,0,4.04,243.58,316.12,-0.6,-33.82,,
100,0,4.8,321.9,375.94,0.82,48.78,,
100,0,4.36,238,315.82,-0.24,-50.14,,
100,1,4.86,294.3,374.68,0.54,13.58,,
100,1,4.22,246.8,324.78,-0.54,-28.7,,
100,0,4.58,263.96,361.24,-0.18,-12.54,,
100,0,5.06,241.58,341.64,0.18,-47.1,,
100,0,4.06,297.18,359.56,-1.74,-26.22,,
100,0,4.82,278.82,345.18,0.18,-42.56,,
100,1,4.62,239.92,355.44,0.12,-20.84,,
100,1,4.72,314.62,357.6,0.34,13.86,,
100,0,4.6,273.38,355.18,0.02,-20.12,,
100,1,3.76,269.28,325.8,-0.9,-22.32,,
100,0,4.12,266.6,350.14,-0.88,-27.34,,
100,0,4.7,301.98,367.88,0.56,3.82,,
100,0,4.28,257.58,316.14,-0.72,-69.92,,
100,1,4.26,302.28,333.66,0.42,32.4,,
100,0,4.54,232.84,324.52,-0.06,-18.64,,
100,1,4.84,282.2,358.3,-0.38,-18.96,,
100,0,3.5,260.98,314.5,-0.82,-61.14,,
100,1,4.92,299.68,387.72,0.1,10,,
100,1,4.6,335.3,364.62,0.64,54.86,,
100,1,3.98,341.92,347.98,1.14,103.88,,
100,1,4.42,296.68,373.3,-0.16,36.1,,
100,0,4.5,290.78,361.22,0,0,,
100,1,4.54,358.48,390.84,1.04,60.98,,
100,1,4.74,298.78,362.28,0.92,47.74,,
100,0,3.58,282.64,328.36,0.12,10.5,,
100,0,4.38,290.22,357.78,0.08,18.72,,
100,0,4.7,280.94,348.34,-0.24,-33.86,,
100,0,4.48,270.26,327.86,-0.02,-12.64,,
100,0,4.74,302.34,372.4,-0.4,3.88,,
100,1,2.36,513.36,694.76,0.32,20,,
100,0,1.84,517.92,742.32,-0.52,-98.48,,
100,0,4.86,288.8,380.64,0.36,6.22,,
100,1,4.6,352.1,370.06,0.08,6.96,,
100,1,3.94,298.62,347.36,-0.72,-4.64,,
100,1,4.76,318.9,374.92,-0.36,-3.8,,
100,0,3.86,294.62,346.2,-0.16,8.04,,
100,1,4.86,294,379.56,-0.26,-20.48,,
100,0,4.72,283.06,367.28,0.24,-12.24,,
100,1,3.64,264.48,305.58,0.26,4.3,,
100,0,4.02,277.76,339.04,-0.5,-33.06,,
100,1,4,306.76,335.74,-0.76,-3.4,,
100,0,5.06,294.94,379.02,0.5,-10.78,,
100,0,4.54,264.34,359.46,0.28,18.96,,
100,1,4.44,296.92,326.08,0.68,-13.46,,
100,0,4.3,269.52,347.86,0.06,-28.44,,
100,1,4.32,279.5,351.4,-0.32,12.8,,
100,0,4.24,298.2,347.78,-0.36,-29.36,,
100,0,4.78,285.26,364.74,0.3,18.6,,
100,0,4.6,268,361.64,-0.78,-18.18,,
100,1,5.14,310.36,352.84,-0.2,-30.4,,
100,1,4.12,254.56,348.88,-1.34,-35.34,,
100,0,3.84,258.54,334.44,-0.34,-1.06,,
100,0,3.64,274.78,312.26,-1.06,-64.36,,
100,0,4.3,241.38,344.98,-0.44,-18.72,,
100,0,4.7,269.74,362.36,-0.48,-20.32,,
100,1,4.12,315.38,352.4,-0.02,43.48,,
100,1,3.74,377.98,371.18,-1.5,12.4,,
100,1,4.5,247.76,337.34,0.22,1.18,,
100,1,4.38,327.64,373.54,-0.06,6.08,,
100,1,4.54,302.74,358.24,0.2,-1.74,,
100,0,4.62,268.58,316.98,0.26,-44.94,,
100,1,4.32,367.34,352.68,0.18,0.28,,
100,0,5.06,282.86,388.36,0.22,13.56,,
100,0,3.34,223.3,278.92,-1.58,-133.24,,
100,0,4.5,278.8,356.14,1.2,14.9,,
100,0,4.4,280.72,336.86,0.1,-10.62,,
100,0,3.86,249.62,319.4,-0.84,-42.58,,
100,1,4.1,292.88,368.38,-0.38,25.38,,
100,1,4.42,284.36,366.38,-0.3,33.3,,
100,0,4.24,272.38,364.56,-0.68,-20.94,,
100,1,4.8,307.42,381.72,0.08,30.12,,
100,0,4.02,267.44,331.84,0.5,16.86,,
100,0,4.7,241.78,340.42,-0.44,-62.14,,
100,0,5.14,287.38,379.08,0.04,12.6,,
100,0,4.38,257.96,327.7,-0.44,-69.06,,
100,0,4.32,298.48,337.92,-0.18,-57.22,,
100,0,4.76,279.76,366.48,-0.28,3.96,,
100,1,4.32,397.64,402,0.62,84.64,,
100,0,4.7,292.48,382.52,-0.12,-0.52,,
100,0,4.86,271.04,349.62,0.52,-12.2,,
100,0,4.26,252.72,316.7,-0.92,-53.1,,
