teamid,win,csPerMin,goldPerMin,xpPerMin,csDiffPerMin,xpDiffperMin,,
100,0,4.28,246.38,351.44,-0.54,-36.1,,
100,1,4.8,344.34,409.9,0.26,35.6,,
100,0,4.78,312.12,366.92,-0.22,11.36,,
100,1,4.66,304.48,371.48,0.4,38.04,,
100,0,4.32,358.64,355.04,-0.58,-41.32,,
100,0,3.6,283.18,354.44,-0.14,17.16,,
100,0,4.22,284.1,348.56,-0.14,-39.5,,
100,0,4.5,286.76,334.16,0.22,-21.2,,
100,0,4.14,256.74,336.3,-0.1,-16.52,,
100,1,4.56,386.2,399.88,0.2,18.92,,
100,1,0,0,0,0,0,,
100,1,4.62,282.7,365.26,-0.36,-10.14,,
100,0,4.32,262.02,332.3,-0.14,-46.76,,
100,1,1.8,722.46,800.96,-0.36,-37.26,,
100,1,1.78,673.9,840.16,0.08,126.74,,
100,0,5.02,291.38,355.6,1.32,49.5,,
100,1,4.88,342.1,395.56,-0.48,-13.3,,
100,0,4.58,257.82,332,0.16,-43.42,,
100,0,4.36,252.08,338.32,0.06,10.54,,
100,1,5.3,297.74,397.56,0.28,36.88,,
100,1,4.8,305.38,359.54,-1.4,-36.92,,
100,0,4.88,258.04,372.06,0.06,7.88,,
100,0,4.72,293.6,331.98,0.46,-42.14,,
100,1,3.92,343.58,327.5,0.62,-9.28,,
100,0,3.96,339.84,326.3,-0.08,-8.78,,
100,0,4.66,281.74,372.08,-0.46,12.38,,
100,1,4.84,320.66,368.18,0.18,-11.34,,
100,1,4.78,327.84,344.16,0.84,28.94,,
100,1,2.52,472.44,638.76,0,0,,
100,1,4.54,302.54,367.98,0.22,12.78,,
100,1,4.9,322.72,364.78,0.2,45.14,,
100,1,5.22,360.8,412.26,1.3,97.76,,
100,0,4.32,238.78,300.26,6.7E-16,-83.02,,
100,1,4.78,258.28,364.04,0.4,14.16,,
100,0,3.94,230.28,326.3,-0.12,5.76,,
100,0,4.16,239.28,335.16,-0.2,-35.4,,
100,1,4.04,319,342.56,-0.24,0.04,,
100,0,5.08,255.6,363.32,0.02,-34.6,,
100,1,5.48,292.16,386.24,0.84,48.74,,
100,1,4.84,250.9,336.6,0.22,-38.12,,
100,1,5.04,284.18,346.3,0.94,21.58,,
100,0,4.24,260.06,312.56,-0.56,-44.04,,
100,1,4.52,323.22,402.08,-0.48,14.36,,
100,1,4.66,322.46,386.46,-0.72,-5.4,,
100,1,4.82,325.68,356.4,0,0,,
100,0,4.24,290.02,349.22,0.94,29.62,,
100,1,4.8,275.18,361.66,0.28,7.58,,
100,0,4.3,259.28,351.14,-0.12,17.88,,
100,1,4.22,329.18,370.7,-0.08,10.42,,
100,0,4.16,341.16,351,0,0,,
100,0,3.56,325.7,349.52,0,0,,
100,0,4.44,271.98,333.28,-0.1,-41.1,,
100,1,4.76,355,380.12,0.42,24.56,,
100,0,3.94,289.14,373.7,0.34,13.98,,
100,1,2.76,797.66,821.24,0.36,63.32,,
100,1,4.44,311.18,368.14,0.02,41.74,,
100,1,5,296.32,398.58,-0.08,2.82,,
100,0,3.56,332.26,322.78,-0.68,-33.52,,
100,1,5.04,255.94,362.78,-0.14,-5.06,,
100,1,4,286.58,341.36,0,0,,
100,1,5.12,327.26,378.76,0.1,-6.36,,
100,1,1.82,698.22,834.32,0.4,200.72,,
100,1,2.64,811.58,905,0.16,53.64,,
100,1,3.74,277.72,339.66,0.22,0.6,,
100,1,4.22,287.16,366.44,0.14,23.44,,
100,1,4.34,279.66,359.38,0.46,20.76,,
100,1,4.52,266.3,376.34,0.46,49.66,,
100,0,0,0,0,0,0,,
100,0,1.78,492.6,690.9,-0.14,-105.92,,
100,1,0,0,0,0,0,,
100,1,2.5,702.24,810.78,-0.1,58.12,,
100,1,2.12,710.98,831.02,0.38,122.48,,
100,0,0,0,0,0,0,,
100,1,0,0,0,0,0,,
100,0,2.52,701.88,810.62,0.06,49.44,,
100,0,1.86,678.76,762.62,-0.58,-49.04,,
100,0,3.32,276.18,360.88,-0.52,-3.22,,
100,1,3.52,334.3,323.66,0.74,10.44,,
100,0,1.42,674.6,812.8,-0.52,28.72,,
100,1,4.44,328.22,377.98,0.58,47.98,,
100,0,3.3,203.36,269.08,-1.4,-134.72,,
100,1,4.28,319.24,393.52,0.02,74.58,,
100,0,3.5,237.94,290.04,-1.06,-82.52,,
100,0,3.64,258.26,340.8,-1.1,-30.54,,
100,0,4.38,277.26,331.34,-0.82,-39.36,,
100,1,4.64,256.24,353.5,-0.44,-35.76,,
100,1,3.94,299.5,372.82,-0.76,28.9,,
100,1,1.8,604.3,714,0.04,4.66,,
100,1,1.82,593.5,693.34,-1.1E-16,8.88,,
100,0,2.24,657.26,774.68,-0.26,-80.62,,
100,0,4.22,276.12,339.54,0,0,,
100,0,4.38,252.64,350.84,-0.7,-22.54,,
100,0,4.38,275.3,332.18,0.3,-5.48,,
100,0,4.7,288.8,356.34,0.16,4.26,,
100,0,4.16,292.42,351.64,0.46,31.82,,
100,1,3.56,240.8,304.14,-0.46,-27.68,,
100,0,4.5,300.98,345.3,-0.26,-60.38,,
100,1,4.18,272.86,352.36,0.22,7.08,,
100,0,3.56,277,346.12,-0.66,-3.88,,
100,0,3.54,267.92,327.02,-0.42,-44.18,,
100,0,3.08,244.78,313.22,-0.68,-37.58,,
100,0,4.32,262.14,353.34,-0.42,-16.96,,
100,1,4.66,300.26,371.54,0.58,39.5,,
100,1,4.88,279.22,376.92,0.44,18.66,,
100,0,4.26,255.14,366.02,-0.54,2.54,,
100,0,4.18,295.02,362.42,0.18,2.8,,
100,1,4.52,284.26,372.96,0.28,31.24,,
100,0,2.12,492.28,705.2,-0.06,1.44,,
100,0,3.76,325.78,344.26,-0.2,-2.52,,
100,1,4.56,229.14,334.52,0.38,-41.5,,
100,1,5.18,288.72,369.36,0.62,25.18,,
100,1,5.26,291,384.6,0.38,10.02,,
100,1,4.66,322.46,386.46,-0.72,-5.4,,
100,0,4.5,255.48,340.68,-0.66,-23.82,,
100,1,4.8,275.18,361.66,0.28,7.58,,
100,0,4.76,258.46,371.64,0.36,-11.86,,
100,0,4.22,254.88,332.32,-0.12,-38.44,,
100,0,4.16,341.16,351,0,0,,
100,0,4.38,257.98,341.2,-0.22,-42.52,,
100,0,4.02,295.64,349.46,-0.02,17.74,,
100,1,4.82,364.78,396.76,0.34,55.64,,
100,0,5.24,256.12,342.1,0.12,-41,,
100,0,4.5,247.84,347.18,0,0,,
100,0,2.32,475.98,643.88,-0.18,-28.7,,
100,1,1.92,518.08,736.66,0,0,,
100,1,4.4,262.64,343.7,-0.08,-0.64,,
100,0,4.88,284.6,357.42,0.06,-35.16,,
100,1,4.42,292.12,366.94,-0.08,15.78,,
100,1,4.78,293.14,373.8,0.3,31.46,,
100,0,4.52,258.86,333.16,0.44,-48.3,,
100,0,4.78,264,361.02,0.34,-4.04,,
100,0,4.74,243.32,362.82,1.12,15.64,,
100,1,4.7,313.52,381.46,0.1,9.06,,
100,1,4.12,267.36,323.64,0.04,0.96,,
100,0,4.56,269.88,340.58,-0.22,-40.88,,
100,1,4.98,291.12,401.36,0.12,19.24,,
100,0,0,0,0,0,0,,
100,0,4.76,295.76,389.42,0,0,,
100,1,4.34,269.46,339.9,0.14,13.2,,
100,0,3.98,282.62,313.08,0.26,-22.84,,
100,1,4.82,309.38,370.5,-0.06,10.18,,
100,0,5.02,257.94,366.6,-0.24,-13.4,,
100,1,4.84,256.8,353.6,0.02,-28.38,,
100,0,3.98,248.66,330.26,-0.26,-12.72,,
100,1,4.76,310.02,370.62,0.08,49.54,,
100,0,4.74,243.64,348.3,-0.44,-34.46,,
100,1,4.8,301.42,386.84,0.06,23.52,,
100,0,3.4,277.34,321.44,-1.84,-50.78,,
100,0,5.36,257.56,359.58,0.84,-10.34,,
100,1,4.14,264.42,368.14,-0.56,12.96,,
100,1,4.9,342.68,384.78,1.16,44.28,,
100,1,4.04,300.34,336.68,-0.36,-15.98,,
100,0,5.56,270.04,382.88,0.54,25.42,,
100,0,4.5,289.02,333.06,0,0,,
100,0,4.78,304.36,359.74,1.08,38.64,,
100,0,4.6,239.64,363.4,0.14,7.38,,
100,0,0,0,0,0,0,,
100,1,4.04,361.84,362.66,-1.18,9.06,,
100,0,4.88,280.72,358.02,0.38,-0.74,,
100,0,4.14,292.94,321.88,0,0,,
100,1,4.86,302.46,373.24,0.72,15.62,,
100,0,4.62,271.78,339.08,-0.3,-38.12,,
100,0,4.44,314.84,393.4,-0.26,29.06,,
100,0,5.36,285.34,368.14,0.58,12.46,,
100,1,4.6,305.2,393.74,-0.26,1.96,,
100,0,4.48,292.88,332.5,0,0,,
100,0,4.56,254.36,348.98,0.32,-2.56,,
100,1,4.88,286.32,387.4,0.12,14.66,,
100,1,4.44,311.18,368.14,0.02,41.74,,
100,0,4.34,288.98,359.04,0.2,-28.3,,
100,1,4.42,278.64,363.66,-1.6,-35.58,,
100,1,4.54,341.68,379.22,0.24,31.08,,
100,1,5.44,347.34,409.44,1.12,65.02,,
100,0,4.58,284.6,349.9,-0.14,-7.92,,
100,1,4.7,329.26,390.76,0.2,28.86,,
100,0,4.6,261.4,352.68,-0.5,-26.32,,
100,1,2.58,722.94,894.7,0.34,149.74,,
100,0,4.92,250.16,358.72,-0.08,8.3,,
100,0,4.4,285.2,358,-0.6,-12.58,,
100,0,4.88,267.66,362.76,-0.18,-10.22,,
100,1,4.26,331.12,359.42,0.28,10.04,,
100,0,4.6,290.36,357.16,-0.06,11.46,,
100,1,4.64,355.98,402.74,-0.14,74,,
100,1,5.22,313.46,384.7,0.36,42.34,,
100,0,0,0,0,0,0,,
100,1,0,0,0,0,0,,
100,1,2.44,756.04,859.72,0.5,164.16,,
100,1,1.84,729.68,873.12,-0.08,113.26,,
100,1,4.92,333.3,405.72,-0.12,33.32,,
100,0,4.72,266.56,366.56,-0.46,-30.94,,
100,0,5.3,292.38,381.44,0.38,-0.14,,
100,0,1.66,513.44,745.16,-0.84,-43.66,,
100,0,2.22,648.68,869.42,-0.22,41.32,,
100,0,0,0,0,0,0,,
100,0,3.88,270.42,323.5,-0.2,-39.6,,
100,0,2.7,630.2,763.78,0.22,-5.96,,
100,1,4.3,263.14,366.22,-0.92,-2.98,,
100,0,4.4,269.64,319.64,0.1,-15.78,,
100,0,2.72,609.2,761.6,-0.14,22.28,,
100,0,2.04,565.48,760.78,-0.5,-68.12,,
100,1,4.2,300.54,377.32,-0.48,14.62,,
100,1,4.84,273.52,367.98,0.1,-9.78,,
100,1,5.38,366.96,404.24,2.44,168.04,,
100,1,5.04,340.68,361.8,0.08,-10.32,,
100,0,4.64,251.6,354.18,-0.16,-7.46,,
100,1,5.12,281.58,373.74,-0.3,3.28,,
100,0,5.26,256.1,354.82,0.58,-49.46,,
100,0,2.44,186.58,196.28,-2.12,-151.38,,
100,0,2.5,726.18,895.54,-0.1,37.06,,
100,0,4.86,312.34,391.46,-0.16,-7.44,,
100,0,4.14,311.04,368.86,-0.48,-17.16,,
100,0,0,0,0,0,0,,
100,1,4.84,273.78,367.82,0.36,28.22,,
100,0,3.98,283.94,361.3,-1.02,-7.74,,
100,0,4.56,287,357.72,-0.26,-37.48,,
100,1,2.54,707.96,838.98,1.06,132.1,,
100,0,0,0,0,0,0,,
100,1,4.96,285.22,350.74,1.06,38.62,,
100,1,4.66,304.48,371.48,0.4,38.04,,
100,1,3.34,284.58,312.78,-0.62,-22.48,,
100,0,3.6,283.18,354.44,-0.14,17.16,,
100,0,4.22,284.1,348.56,-0.14,-39.5,,
100,1,4.22,333.02,366.32,0.18,13.9,,
100,0,4.56,299.34,376.48,-0.36,-13.24,,
100,1,4.42,303.02,371.94,0.2,34.52,,
100,0,4.76,301.74,378.42,0.22,-2.24,,
100,0,0,0,0,0,0,,
100,1,2.2,586.28,775.84,-0.06,-59.52,,
100,1,2.16,512.96,728.48,0,0,,
100,0,1.84,638.26,839.08,-0.82,-149.46,,
100,0,5.02,291.38,355.6,1.32,49.5,,
100,1,4.4,284.7,362.72,0.22,24.64,,
100,0,5.04,262.72,363.38,0,0,,
100,1,5.46,297.44,370.94,0.22,19.44,,
100,1,5.56,306.16,389.72,0.88,22.32,,
100,1,2.04,779.2,846.94,0.16,124.82,,
100,0,4.42,269.68,345.2,0,0,,
100,0,4.64,290.9,363.94,0.06,-11.52,,
100,0,2.16,575.2,776.44,-0.1,-78.9,,
100,0,5.54,256.08,378.72,0.86,-12.64,,
100,0,4.54,262.06,326,0,-22.28,,
100,1,4.86,307.8,362.72,0.58,11.5,,
100,1,4.86,287.42,347.52,0.92,-3.2,,
100,1,5.4,297.9,377.18,0.76,33.26,,
100,0,2.42,568.24,792.68,0.24,81.92,,
100,1,4.8,279.58,345.5,0.66,-4.42,,
100,0,2.46,502.6,714.64,0,0,,
100,1,4.72,347.62,406.06,-0.8,-14.44,,
100,0,4.58,275.7,354.36,0.4,27.56,,
100,0,4.16,239.28,335.16,-0.2,-35.4,,
100,1,4.04,319,342.56,-0.24,0.04,,
100,1,2.58,525.22,720.76,0.38,59.2,,
100,1,5,259.54,362.74,0.64,9.62,,
100,1,4.56,309.26,345.24,-0.06,-5.4,,
100,0,3.9,236.3,324.86,-1.44,-56.08,,
100,1,4.38,263.34,354.64,-0.2,-9.82,,
100,0,4.36,259.18,352.62,-0.72,-30.06,,
100,1,4.7,308.28,397.52,-0.74,12.24,,
100,1,4.54,309.96,375.28,0,0,,
100,0,1.92,519.8,731.64,-0.44,-43.98,,
100,1,3.58,288.56,354.6,-0.14,-1.1,,
100,1,4.14,269.12,355.36,0.22,-21.92,,
100,1,5,264.32,369.2,0.36,5.38,,
100,0,4.28,246.38,351.44,-0.54,-36.1,,
100,0,4.9,346.38,387.5,-0.04,-14.62,,
100,1,4.64,285.08,357.06,0.06,31.26,,
100,1,4.78,335.64,344.48,0.04,-13.12,,
100,0,5,264.92,376.18,0,0,,
100,1,4.82,252.02,375.4,-0.22,30.78,,
100,1,4.42,324.46,381.76,0.1,38.28,,
100,1,4.36,291.78,362.2,-1.52,-31.36,,
100,1,4.9,292.36,404.44,0.06,44.34,,
100,1,4.98,354.68,412.46,1,108.96,,
100,1,4.6,282.42,349.44,0.14,1.42,,
100,0,4.28,274.88,316.92,0.02,-64.5,,
100,0,3.8,259.78,335.28,-0.62,-88.66,,
100,1,4.98,268.96,345.08,0.78,9.88,,
100,1,4.38,304.82,374.28,-0.18,15.32,,
100,1,4.58,308.74,390.94,-0.22,-0.84,,
100,0,4.94,268.06,362.52,-0.24,-7.28,,
100,1,5.4,417.72,442.92,1.64,120.06,,
100,0,4.08,269.2,336.04,0,0,,
100,1,4.9,265.24,356.14,0.26,4.08,,
100,1,4.64,287.02,384.92,-0.76,4.76,,
100,1,5.5,289.18,377.58,0.26,6.1,,
100,0,4.52,271.04,366.88,0.16,-0.52,,
100,0,4.82,287.96,361,0.12,-0.96,,
100,0,4.14,296.4,354.9,-0.06,16.46,,
100,1,4.34,319.44,378.5,-0.08,27.6,,
100,1,4.08,269.08,320.48,-0.28,-34.72,,
100,0,4.42,286.68,360.8,-0.58,6.46,,
100,0,4.52,250.08,356.54,0.02,-11.3,,
100,1,4.54,263.94,345.9,0.1,-7.16,,
100,0,4.38,291.86,351.02,0.56,-9.08,,
100,1,4.6,341.7,394.78,0.12,57.4,,
100,0,4.18,222.72,307.9,0.14,-71,,
100,1,5.28,313.16,376.38,0.72,31.92,,
100,0,5.5,273,385.28,0.16,4.2,,
100,1,5.1,365.58,408.08,1.14,68.42,,
100,0,4.78,262.66,335.04,0.42,-12.42,,
100,1,3.5,282.78,359.52,-0.66,12.52,,
100,0,4.82,268.88,357.78,0.06,3.36,,
100,0,4.48,310.24,364.06,0.06,-20.9,,
100,1,4.42,326.04,392.26,0.36,47.2,,
100,0,4.46,241.22,350.46,0,0,,
100,1,3.92,329.96,369.22,-0.28,-2.1,,
100,0,3.84,278.74,349.66,-0.88,-59.44,,
100,0,5,268.14,368.42,-0.02,-3.76,,
100,0,4.54,231.78,333.14,-0.14,8.12,,
100,0,4.58,329.52,390.64,0.22,26.14,,
100,1,4.7,279.48,351.08,-0.14,-8.36,,
100,1,5.04,318.46,377.06,0.76,70.66,,
100,1,4.7,287.8,331.38,-0.12,-16.48,,
100,1,4.24,337.58,331.38,-0.24,0.2,,
100,1,4.74,280.56,314.96,0.32,-5.68,,
100,1,4.06,280.76,338.16,-0.2,-10.28,,
100,0,3.78,226.86,295.36,-0.8,-106.38,,
100,0,2.74,262.5,305.1,-1.76,-64.46,,
100,1,5.24,302.92,365.44,0.54,14.68,,
100,1,4.38,300.58,365.36,-0.18,-14.9,,
100,1,4.7,386.9,391.02,0.52,78.12,,
100,1,4.94,291.98,383.86,0.64,38.56,,
100,1,4.96,352.52,399.98,0.28,20.56,,
100,1,4.52,274.76,378.16,-0.28,-0.6,,
100,0,4.2,278.42,331.82,-0.42,-49.38,,
100,1,5.18,341.6,397.62,0.64,52.2,,
100,0,4.6,254.16,354.82,-0.38,-26.86,,
100,0,4.8,276.48,353.54,0.36,-5.56,,
100,1,4.52,323.14,371.1,0.08,12.54,,
100,1,5.06,334.74,406.8,0.72,56.72,,
100,1,4.56,282.4,355.2,0.42,50.88,,
100,1,5.08,281.04,373.9,0.5,24.92,,
100,1,4.62,292.58,366.3,0.3,8.06,,
100,0,3.96,211.22,289.94,-1.02,-94.52,,
100,1,4.58,289.7,352.52,-0.04,0.7,,
100,0,3.56,214,307.28,-1.18,-95.34,,
100,1,4.72,308.12,379.48,0.06,22,,
100,1,4.64,299.76,376,-0.6,-1.56,,
100,1,4.78,318.1,384.46,0.42,25.46,,
100,0,4.32,276.44,366.84,0.04,20.62,,
100,0,4.82,302.22,376.38,0.54,12.4,,
100,1,4.86,341.94,413.06,1.12,84.56,,
100,1,5.22,322.34,381.62,0.52,18.52,,
100,0,4.52,240.72,347.64,0.02,-24.22,,
100,1,5.1,297,374.6,1.62,22.76,,
100,1,4.6,302.8,354.44,0.52,-0.6,,
100,1,4.66,312.98,408.8,-0.14,18.84,,
100,0,3.16,276.24,342.74,-1.44,-78.64,,
100,0,4.3,262.44,350.94,-0.32,-16,,
100,1,4.48,282.06,343.68,0.14,11.68,,
100,1,4.4,291.78,341.24,0.14,-17.98,,
100,1,4.82,274.2,351.18,0.4,1.76,,
100,1,4.62,319.22,383.44,-0.16,42.56,,
100,1,1.82,621.84,758.56,-0.1,97.92,,
100,0,1.52,619.84,735.8,-0.7,-72.5,,
100,0,0,0,0,0,0,,
100,1,2.54,539.1,748.1,0,0,,
100,1,4.62,338.54,390.68,-0.1,37.64,,
100,1,4.58,281.44,353.76,-0.06,-17.86,,
100,1,3.78,321.72,335,0,0,,
100,1,2.76,690.54,824.14,0.6,119.84,,
100,0,2.02,543.38,731.18,-0.52,-114.32,,
100,1,5.04,265.6,375.86,-0.34,-10.3,,
100,1,5,262.14,379.8,-0.04,26.32,,
100,0,3.62,238.84,295.68,-1.08,-45.64,,
100,1,4.4,274.14,312.7,0.4,4,,
100,0,4.22,307.36,331.92,-0.48,-26.96,,
100,0,4.86,297.36,359.68,-0.44,7.86,,
100,0,4.7,279.38,335.96,0.32,23.18,,
100,1,1.8,554.4,670.76,0.04,-31.08,,
100,1,4.92,272.88,385.26,0.46,38.54,,
100,0,4.02,267.44,331.84,0.5,16.86,,
100,1,5.2,272.2,374.84,0.42,5.46,,
100,0,5.2,276.8,363,0.08,3.68,,
100,1,4.7,276,369.04,0.12,-11.74,,
100,0,3.36,281.2,328.78,-1.64,-54,,
100,1,4.98,334.88,381.98,0.48,25.56,,
100,0,4.82,273.94,362.88,0.26,-13.38,,
100,1,5.28,319.38,395.8,0.66,22.52,,
100,1,4.4,316.22,367.46,-0.18,18.98,,
100,0,4.52,331.46,358.3,0.3,-6.54,,
100,0,4.06,286.6,339.98,-0.06,-14.26,,
100,1,4.68,332.28,376.36,-0.1,0.98,,
100,1,2.02,599.14,777.16,-0.16,-132.68,,
100,1,4.5,312.2,373.62,-0.2,28.02,,
100,1,5.12,305.46,396.08,0.62,56.24,,
100,1,4.8,316.18,373.6,0.18,-10.34,,
100,1,5.2,291.88,370.56,0.22,6.6,,
100,0,4.46,277.48,337.68,-0.06,-32.66,,
100,1,3.96,315.7,367.26,-0.46,-5.06,,
100,0,4.14,244.22,339.62,-0.86,-78.66,,
100,0,1.74,652.8,815.26,-0.1,63.92,,
100,1,1.84,634.88,770.72,0.5,138.4,,
100,0,2.6,526.6,708.08,0.66,-71.26,,
100,1,2.16,586.6,804.74,-0.34,-47,,
100,1,2.14,577.58,711.06,0.32,25.86,,
100,0,2.22,559.88,715.54,-0.14,-139.26,,
100,1,2.08,706.46,866.32,0.6,147.14,,
100,1,2.46,796.7,873.88,0.22,108.64,,
100,0,1.54,631.5,731.58,2.2E-16,14.1,,
100,1,1.14,676.74,750.94,-0.48,-37.38,,
100,0,2.58,564.92,743.9,-0.36,-108.62,,
100,1,4.2,290.44,331.42,-0.04,-41.42,,
100,0,3.18,241.1,298.02,-0.54,-31.74,,
100,0,4.56,277.52,370.58,-0.22,22.26,,
100,0,4.66,265.86,366.94,-0.52,-15.92,,
100,0,4.6,228.02,333.48,0.1,-69.86,,
100,0,4.24,272.36,333.92,-0.36,-41.12,,
100,1,5.08,277.48,397.64,0.18,16.2,,
100,1,5.04,339.3,399.84,0.32,42.96,,
100,1,4.46,345.02,368.96,0.46,60.12,,
100,1,5.04,306.7,394.3,1,84.18,,
100,0,4.48,281.86,322.24,0.88,-9.14,,
100,1,5.16,294.5,389.18,-0.02,23.42,,
100,1,4.76,316.02,381.44,0.2,9.36,,
100,0,5.06,290.52,375,0.36,18.18,,
100,0,3.78,243.84,312.7,-0.4,-29.82,,
100,1,4.22,281.94,350.68,-0.36,-13.02,,
100,1,4.94,299,383.78,0.3,24.58,,
100,0,4.18,228.54,313.62,-0.52,-77.66,,
100,1,4.62,264.14,361.38,-0.56,-17.8,,
100,0,4.26,286,346.14,-0.34,-10,,
100,1,4.84,295.12,365.24,-0.2,-15.82,,
100,0,4.7,278.94,364.82,-0.1,9.04,,
100,0,4.86,258.92,335.36,0.32,-24.42,,
100,0,4.08,330.9,390.64,-0.5,59.58,,
100,1,4.56,272.44,361.1,-0.16,-7.64,,
100,0,4.8,253.6,360.98,0.32,-11.14,,
100,1,4.8,311.04,361.58,0,7.42,,
100,0,4.82,294.82,379.38,-0.08,-7.64,,
100,1,4.58,371.94,404.1,-0.14,46.2,,
100,1,4.36,282.84,347.22,-0.16,3.2,,
100,0,4.42,280.38,347.16,0.16,-19.6,,
100,0,4.58,332.7,389.7,-0.56,-5.84,,
100,1,3.88,318.6,380.56,-0.58,44.84,,
100,1,5.58,432.9,407.84,3.12,204.26,,
100,0,4.96,255.1,350.54,0.38,-20.66,,
100,1,4.28,291.88,360.9,-0.36,20.38,,
100,1,4.34,328.08,345.86,-0.3,-15.54,,
100,0,4.9,263.08,366.58,-0.26,-27.72,,
100,0,4.54,299.68,361.46,-0.02,6.98,,
100,0,4.4,318.24,382.2,-0.24,15.28,,
100,1,3.64,265.96,331.96,-0.54,8.1,,
100,1,4.76,355,380.12,0.42,24.56,,
100,0,4.82,298.88,359.08,0.2,1.94,,
100,1,4.42,295.56,356.16,0.06,24.74,,
100,1,5.44,269.92,379.82,0.16,5.24,,
100,1,4.52,258.52,349.28,-0.56,-11.68,,
100,0,4.68,285.94,353.74,-0.12,2.68,,
100,0,4.62,251.02,355.9,-0.06,-3.3,,
100,1,3.98,286.04,361.48,-0.88,-5.06,,
100,0,4.74,293.94,395.6,-0.2,31.28,,
100,1,5.1,352.6,388.96,1.12,72.78,,
100,1,4.12,277.84,347.44,-0.08,3.4,,
100,1,4.98,297.24,377.64,0.92,12.62,,
100,1,4.24,282.06,362.56,-0.3,12.82,,
100,0,5.08,304.08,364.68,0.2,11.36,,
100,1,4.96,341.3,386.64,0,21.92,,
100,0,4.86,312.34,391.46,-0.16,-7.44,,
100,0,5.28,249.76,370.88,0.06,-8.02,,
100,0,4.74,266.72,338.64,0.62,0.4,,
100,0,4.38,279.88,338.74,-0.68,-29.06,,
100,1,5.02,267.04,358.2,0.48,-5.46,,
100,0,4.74,280.6,359.24,-0.1,-39.1,,
100,0,3.76,256.1,313.22,-1,-19.94,,
100,1,4.72,316.72,361.9,0,0,,
100,1,5.5,283.8,376.36,0.38,20.98,,
100,1,5.14,323.84,391.86,0.24,25.8,,
100,1,4.8,286.56,372.18,-0.34,-7.22,,
100,0,4.82,312.24,344.6,-0.02,3.04,,
100,1,3.92,293.44,335.32,-0.1,8.94,,
100,1,4.2,282.9,354.2,-0.6,2.76,,
100,1,4.66,329.34,415.4,-0.1,57.22,,
100,1,3.58,279.7,337.3,0.3,19.88,,
100,1,5.08,317.22,381.14,-0.04,33.42,,
100,0,4.98,260.44,375.32,-0.62,-32.44,,
100,0,4.84,234.78,368.82,-0.9,-1.42,,
100,1,4.86,275.24,363.56,0.2,13.68,,
100,0,5.04,298.46,357.28,0.48,10.5,,
100,0,4.84,253.14,354.38,-0.04,-29.3,,
100,1,0,0,0,0,0,,
100,0,4.88,268.68,356.38,0.48,-29.16,,
100,1,4.86,327.78,377.32,0.2,13.94,,
100,1,5.22,285.18,401.28,0.14,44.44,,
100,0,4.8,278.6,363.04,0.34,-7.72,,
100,0,4.72,283.44,378.56,-0.04,31.14,,
100,0,4.16,264.9,364.04,0.36,41.6,,
100,1,4.8,250.32,347.4,-0.32,-50.84,,
100,1,4.42,236.64,358.06,0.18,2.06,,
100,1,5.16,297.06,362.12,-0.02,-3.86,,
100,1,5.26,326.66,391.4,0.12,39.02,,
100,0,4.54,275.98,364.14,-0.32,14.36,,
100,1,5.08,330.32,413.2,0.86,59.68,,
100,0,5.28,286.02,369.82,0.7,1.12,,
100,0,4.56,304.94,337.38,-0.62,-27.62,,
100,0,4.8,264.5,356.64,0.42,8.76,,
100,0,4.48,244.04,347.32,0.1,-9.54,,
100,0,4.32,321.36,361.94,-0.02,-1.44,,
100,0,4.9,279.36,361.7,-0.22,-12.88,,
100,1,5.18,349.72,386.24,1.16,68,,
100,1,4.9,322.08,354.48,0.26,22.04,,
100,1,4.8,315.28,380.62,0.46,24.96,,
100,1,4.16,296.7,367.62,-0.2,18.04,,
100,1,4.8,271.56,349.22,0.5,-28.82,,
100,0,5,284.34,369.06,-0.02,2.82,,
100,0,3.7,204.46,272.22,-0.74,-116.22,,
100,1,4.16,284.92,351.06,-1,-29.76,,
100,1,4.2,296,352.32,-0.42,16.84,,
100,0,4.1,290.94,361.26,-0.62,18.16,,
100,0,4.3,277.28,340.42,-0.32,-24.02,,
100,0,5.04,290.22,385.42,0.6,26.48,,
100,1,4.84,320.56,390.04,0,0,,
100,0,4.86,254.84,344.46,-0.34,-24.2,,
100,1,4.42,327.26,375.66,0.22,15.38,,
100,0,4.44,271.34,341.14,-0.2,-36.52,,
100,1,4.82,288.8,366.78,0.66,12.82,,
100,1,4.34,258.62,345.64,0,0,,
100,1,5.02,312.58,380.7,0.22,-15.76,,
100,1,4.74,272.7,369.92,-0.56,-15.96,,
100,1,5.1,253.68,354.82,-0.52,-35.8,,
100,1,5.08,273.8,381.92,0.38,-4.76,,
100,0,4.76,300.54,379.8,0.02,11.9,,
100,0,4.9,279.96,389.76,0.64,27.62,,
100,1,3.82,317.7,337.7,0,0,,
100,0,4.9,318.98,382.28,-0.18,-13.02,,
100,1,3.58,343.96,293.44,0.04,-11.86,,
100,0,5.14,247.7,353.1,0.42,5.2,,
100,0,3.96,323.74,368.76,-1.02,-1.2,,
100,0,4.26,263.74,351.68,-0.26,-23.5,,
100,0,4.4,236.54,312.1,-0.44,-59.3,,
100,0,4.52,275.3,348.36,-0.04,0.1,,
100,0,5.06,265.96,360.8,0.64,1.48,,
