kills,deaths,assists,dragonKills,riftHeraldKills,baronKills,win,teamid
9,18,11,0,0,0,0,100
26,40,51,0,0,0,0,100
31,21,47,0,0,0,1,100
28,8,41,0,0,0,1,100
25,20,59,0,0,0,1,100
26,12,40,0,0,0,1,100
9,14,11,0,0,0,0,100
24,6,30,0,0,0,1,100
22,14,38,0,0,0,1,100
32,21,48,0,0,0,1,100
23,7,42,0,0,0,1,100
44,23,100,0,0,0,1,100
21,30,28,0,0,0,0,100
10,24,17,0,0,0,0,100
33,34,53,0,0,0,0,100
47,15,56,0,0,0,1,100
20,33,24,0,0,0,0,100
17,29,27,0,0,0,0,100
4,19,7,0,0,0,0,100
13,27,24,0,0,0,0,100
32,17,80,0,0,0,1,100
15,35,21,0,0,0,0,100
16,28,25,0,0,0,0,100
25,27,50,0,0,0,1,100
20,13,34,0,0,0,1,100
20,28,42,0,0,0,0,100
26,15,41,0,0,0,1,100
28,21,56,0,0,0,1,100
26,18,48,0,0,0,1,100
13,31,28,0,0,0,0,100
27,10,39,0,0,0,1,100
9,32,12,0,0,0,0,100
18,10,34,0,0,0,1,100
6,14,7,0,0,0,0,100
25,41,32,0,0,0,0,100
23,27,46,0,0,0,0,100
29,25,59,0,0,0,1,100
35,26,46,0,0,0,1,100
34,16,50,0,0,0,1,100
28,12,52,0,0,0,1,100
11,35,20,0,0,0,0,100
28,37,52,0,0,0,0,100
34,16,65,0,0,0,1,100
68,70,177,0,0,0,0,100
32,23,86,0,0,0,1,100
37,31,97,0,0,0,1,100
42,42,118,0,0,0,1,100
12,25,15,0,0,0,0,100
17,15,28,0,0,0,1,100
3,23,4,0,0,0,0,100
23,11,50,0,0,0,1,100
24,15,53,0,0,0,1,100
38,31,77,0,0,0,1,100
23,38,40,0,0,0,0,100
31,11,65,0,0,0,1,100
20,26,31,0,0,0,0,100
6,14,7,0,0,0,0,100
22,36,32,0,0,0,0,100
28,16,47,0,0,0,1,100
50,25,96,0,0,0,1,100
28,32,52,0,0,0,1,100
18,23,32,0,0,0,1,100
18,7,28,0,0,0,1,100
27,13,53,0,0,0,1,100
32,33,54,0,0,0,0,100
19,5,31,0,0,0,1,100
21,22,37,0,0,0,0,100
18,25,26,0,0,0,0,100
37,24,84,0,0,0,1,100
16,10,40,0,0,0,1,100
33,21,69,0,0,0,1,100
38,29,54,0,0,0,1,100
36,26,70,0,0,0,1,100
11,22,9,0,0,0,0,100
8,15,11,0,0,0,0,100
17,27,29,0,0,0,0,100
17,5,20,0,0,0,1,100
17,26,27,0,0,0,0,100
29,8,63,0,0,0,1,100
0,6,0,0,0,0,0,100
14,21,14,0,0,0,0,100
46,35,122,0,0,0,1,100
70,77,161,0,0,0,0,100
41,37,88,0,0,0,1,100
27,25,52,0,0,0,1,100
35,13,63,0,0,0,1,100
41,20,91,0,0,0,1,100
38,31,96,0,0,0,1,100
35,22,78,0,0,0,1,100
28,7,37,0,0,0,1,100
30,27,43,0,0,0,1,100
32,18,35,0,0,0,1,100
37,25,65,0,0,0,1,100
50,42,91,0,0,0,1,100
16,31,21,0,0,0,0,100
5,24,7,0,0,0,0,100
19,32,29,0,0,0,0,100
6,19,9,0,0,0,0,100
31,21,48,0,0,0,1,100
28,15,63,0,0,0,1,100
13,24,8,0,0,0,0,100
8,29,11,0,0,0,0,100
16,26,22,0,0,0,0,100
35,37,51,0,0,0,0,100
12,12,18,0,0,0,1,100
24,19,51,0,0,0,1,100
10,19,7,0,0,0,0,100
34,18,60,0,0,0,1,100
9,29,14,0,0,0,0,100
15,24,22,0,0,0,0,100
35,38,63,0,0,0,0,100
29,15,44,0,0,0,1,100
14,26,24,0,0,0,0,100
22,15,32,0,0,0,1,100
7,22,12,0,0,0,0,100
29,22,32,0,0,0,1,100
30,11,41,0,0,0,1,100
39,22,52,0,0,0,1,100
28,12,31,0,0,0,1,100
16,21,20,0,0,0,0,100
25,11,26,0,0,0,1,100
12,12,18,0,0,0,1,100
18,38,27,0,0,0,0,100
24,39,45,0,0,0,0,100
19,29,25,0,0,0,0,100
23,47,33,0,0,0,0,100
34,42,60,0,0,0,0,100
48,30,126,0,0,0,1,100
35,53,82,0,0,0,0,100
22,25,38,0,0,0,0,100
41,32,84,0,0,0,1,100
25,13,43,0,0,0,1,100
31,29,46,0,0,0,1,100
25,46,38,0,0,0,0,100
30,32,39,0,0,0,1,100
19,34,17,0,0,0,0,100
36,20,52,0,0,0,1,100
16,27,26,0,0,0,0,100
20,8,39,0,0,0,1,100
19,38,33,0,0,0,0,100
21,42,26,0,0,0,0,100
35,25,70,0,0,0,1,100
22,39,38,0,0,0,0,100
32,26,64,0,0,0,1,100
11,20,17,0,0,0,0,100
34,46,71,0,0,0,0,100
9,16,9,0,0,0,0,100
37,17,44,0,0,0,1,100
25,17,44,0,0,0,1,100
11,28,13,0,0,0,0,100
19,53,31,0,0,0,0,100
25,56,39,0,0,0,0,100
28,35,47,0,0,0,0,100
38,20,78,0,0,0,1,100
49,14,93,0,0,0,1,100
30,33,77,0,0,0,1,100
33,19,54,0,0,0,1,100
31,19,50,0,0,0,1,100
11,24,23,0,0,0,0,100
40,20,62,0,0,0,1,100
18,27,28,0,0,0,0,100
12,38,26,0,0,0,0,100
25,33,37,0,0,0,0,100
17,24,45,0,0,0,0,100
8,15,16,0,0,0,0,100
36,34,68,0,0,0,1,100
34,29,49,0,0,0,1,100
13,27,12,0,0,0,0,100
19,6,25,0,0,0,1,100
23,48,26,0,0,0,0,100
5,17,2,0,0,0,0,100
26,37,43,0,0,0,0,100
7,23,5,0,0,0,0,100
15,54,20,0,0,0,0,100
29,40,44,0,0,0,0,100
36,12,36,0,0,0,1,100
9,21,9,0,0,0,0,100
23,41,35,0,0,0,0,100
8,17,8,0,0,0,0,100
6,21,12,0,0,0,0,100
21,15,31,0,0,0,1,100
16,30,27,0,0,0,0,100
31,11,43,0,0,0,1,100
34,30,52,0,0,0,0,100
32,49,31,0,0,0,0,100
34,42,51,0,0,0,0,100
19,34,30,0,0,0,0,100
17,51,31,0,0,0,0,100
57,36,77,0,0,0,1,100
0,1,0,0,0,0,1,100
30,18,58,0,0,0,1,100
8,22,6,0,0,0,0,100
41,34,95,0,0,0,1,100
41,20,62,0,0,0,1,100
33,36,48,0,0,0,0,100
49,26,47,0,0,0,1,100
10,27,9,0,0,0,0,100
14,35,19,0,0,0,0,100
17,12,31,0,0,0,1,100
22,11,39,0,0,0,1,100
9,21,16,0,0,0,0,100
21,33,29,0,0,0,0,100
36,21,48,0,0,0,1,100
26,31,36,0,0,0,0,100
24,29,29,0,0,0,0,100
29,14,48,0,0,0,1,100
29,11,34,0,0,0,1,100
52,43,130,0,0,0,1,100
39,33,76,0,0,0,1,100
15,6,24,0,0,0,1,100
25,3,30,0,0,0,1,100
11,31,6,0,0,0,0,100
19,7,25,0,0,0,1,100
15,23,33,0,0,0,0,100
18,46,25,0,0,0,0,100
27,10,45,0,0,0,1,100
21,40,35,0,0,0,0,100
27,10,42,0,0,0,1,100
33,25,76,0,0,0,1,100
29,18,52,0,0,0,1,100
10,26,16,0,0,0,0,100
40,13,61,0,0,0,1,100
39,22,74,0,0,0,1,100
27,15,32,0,0,0,1,100
21,42,30,0,0,0,0,100
31,19,65,0,0,0,1,100
13,23,16,0,0,0,0,100
29,13,47,0,0,0,1,100
29,39,38,0,0,0,0,100
36,31,62,0,0,0,0,100
21,39,32,0,0,0,0,100
38,31,51,0,0,0,1,100
34,46,64,0,0,0,0,100
48,43,96,0,0,0,1,100
23,4,26,0,0,0,1,100
43,29,95,0,0,0,1,100
37,44,55,0,0,0,0,100
16,5,15,0,0,0,1,100
40,38,85,0,0,0,1,100
34,16,67,0,0,0,1,100
39,10,71,0,0,0,1,100
36,19,67,0,0,0,1,100
47,32,59,0,0,0,1,100
23,12,29,0,0,0,1,100
29,9,35,0,0,0,1,100
28,6,44,0,0,0,1,100
9,17,17,0,0,0,0,100
8,27,23,0,0,0,0,100
18,4,46,0,0,0,1,100
34,17,64,0,0,0,1,100
41,23,65,0,0,0,1,100
5,11,7,0,0,0,0,100
21,10,50,0,0,0,1,100
22,40,49,0,0,0,0,100
30,30,87,0,0,0,0,100
48,55,85,0,0,0,0,100
55,51,73,0,0,0,1,100
47,53,91,0,0,0,0,100
34,13,60,0,0,0,1,100
4,19,6,0,0,0,0,100
22,5,17,0,0,0,1,100
8,13,12,0,0,0,0,100
12,27,16,0,0,0,0,100
29,29,59,0,0,0,0,100
44,32,93,0,0,0,1,100
33,10,56,0,0,0,1,100
36,33,71,0,0,0,1,100
41,15,91,0,0,0,1,100
31,47,52,0,0,0,0,100
13,42,13,0,0,0,0,100
11,18,22,0,0,0,0,100
18,41,37,0,0,0,0,100
26,41,31,0,0,0,0,100
32,40,65,0,0,0,0,100
27,22,58,0,0,0,1,100
10,28,14,0,0,0,0,100
32,16,42,0,0,0,1,100
50,44,71,0,0,0,0,100
48,57,84,0,0,0,0,100
11,20,14,0,0,0,0,100
31,45,45,0,0,0,0,100
34,17,66,0,0,0,1,100
23,18,51,0,0,0,1,100
6,12,10,0,0,0,0,100
40,33,74,0,0,0,0,100
32,20,55,0,0,0,1,100
52,66,131,0,0,0,0,100
36,40,44,0,0,0,0,100
34,27,63,0,0,0,1,100
17,9,23,0,0,0,1,100
18,9,30,0,0,0,1,100
39,22,74,0,0,0,1,100
18,28,34,0,0,0,0,100
31,19,65,0,0,0,1,100
4,19,3,0,0,0,0,100
7,23,6,0,0,0,0,100
29,39,38,0,0,0,0,100
13,39,22,0,0,0,0,100
23,29,46,0,0,0,0,100
39,11,49,0,0,0,1,100
25,38,57,0,0,0,0,100
29,39,65,0,0,0,0,100
41,44,94,0,0,0,0,100
55,46,125,0,0,0,1,100
34,32,81,0,0,0,1,100
14,33,23,0,0,0,0,100
24,16,49,0,0,0,1,100
23,5,33,0,0,0,1,100
18,31,42,0,0,0,0,100
28,39,52,0,0,0,0,100
11,21,16,0,0,0,0,100
48,20,124,0,0,0,1,100
34,18,64,0,0,0,1,100
5,17,6,0,0,0,0,100
39,33,76,0,0,0,1,100
0,0,0,0,0,0,0,100
18,33,31,0,0,0,0,100
32,24,48,0,0,0,1,100
10,24,11,0,0,0,0,100
15,8,18,0,0,0,1,100
25,32,25,0,0,0,0,100
32,23,60,0,0,0,1,100
12,27,11,0,0,0,0,100
14,6,16,0,0,0,1,100
3,18,6,0,0,0,0,100
36,22,59,0,0,0,1,100
19,34,37,0,0,0,0,100
16,35,26,0,0,0,0,100
22,12,54,0,0,0,1,100
42,16,55,0,0,0,1,100
27,19,66,0,0,0,1,100
21,28,50,0,0,0,0,100
21,31,40,0,0,0,0,100
30,46,41,0,0,0,0,100
15,29,25,0,0,0,0,100
0,2,0,0,0,0,0,100
45,44,85,0,0,0,1,100
14,28,22,0,0,0,0,100
21,43,30,0,0,0,0,100
31,12,36,0,0,0,1,100
15,29,22,0,0,0,0,100
12,17,17,0,0,0,0,100
15,27,22,0,0,0,0,100
43,33,78,0,0,0,1,100
29,31,61,0,0,0,0,100
24,31,34,0,0,0,0,100
25,15,39,0,0,0,1,100
23,4,26,0,0,0,1,100
19,48,26,0,0,0,0,100
34,11,37,0,0,0,1,100
23,7,35,0,0,0,1,100
26,6,40,0,0,0,1,100
12,24,17,0,0,0,0,100
40,22,64,0,0,0,1,100
5,33,5,0,0,0,0,100
44,27,70,0,0,0,1,100
13,29,23,0,0,0,0,100
8,14,16,0,0,0,0,100
17,27,28,0,0,0,0,100
40,23,54,0,0,0,1,100
30,32,44,0,0,0,0,100
44,19,51,0,0,0,1,100
20,4,21,0,0,0,1,100
10,23,21,0,0,0,0,100
30,8,45,0,0,0,1,100
32,15,50,0,0,0,1,100
27,19,56,0,0,0,1,100
38,20,65,0,0,0,1,100
19,31,23,0,0,0,0,100
27,44,33,0,0,0,0,100
20,38,37,0,0,0,0,100
50,50,95,0,0,0,0,100
6,30,10,0,0,0,0,100
18,42,27,0,0,0,0,100
16,30,35,0,0,0,0,100
32,24,51,0,0,0,1,100
25,40,47,0,0,0,0,100
29,29,39,0,0,0,0,100
19,38,36,0,0,0,0,100
30,14,71,0,0,0,1,100
32,15,54,0,0,0,1,100
10,4,16,0,0,0,1,100
39,29,72,0,0,0,1,100
18,31,24,0,0,0,0,100
34,21,63,0,0,0,1,100
15,36,19,0,0,0,0,100
2,6,2,0,0,0,0,100
28,32,70,0,0,0,0,100
33,43,53,0,0,0,0,100
14,16,18,0,0,0,0,100
10,24,15,0,0,0,0,100
34,43,64,0,0,0,1,100
10,19,12,0,0,0,0,100
14,22,19,0,0,0,0,100
27,15,26,0,0,0,1,100
6,18,9,0,0,0,0,100
14,4,17,0,0,0,1,100
31,11,43,0,0,0,1,100
50,41,84,0,0,0,1,100
32,49,31,0,0,0,0,100
34,42,51,0,0,0,0,100
35,17,44,0,0,0,1,100
29,37,48,0,0,0,0,100
16,1,21,0,0,0,1,100
29,27,42,0,0,0,0,100
7,23,12,0,0,0,0,100
54,53,140,0,0,0,1,100
47,48,121,0,0,0,1,100
18,36,32,0,0,0,0,100
33,36,48,0,0,0,0,100
18,3,27,0,0,0,1,100
12,20,17,0,0,0,0,100
27,13,49,0,0,0,1,100
32,18,53,0,0,0,1,100
41,20,61,0,0,0,1,100
36,41,41,0,0,0,0,100
35,25,62,0,0,0,0,100
38,56,90,0,0,0,0,100
8,33,13,0,0,0,0,100
21,35,34,0,0,0,0,100
36,20,53,0,0,0,1,100
30,30,41,0,0,0,1,100
30,8,41,0,0,0,1,100
55,49,131,0,0,0,0,100
38,24,70,0,0,0,1,100
67,64,138,0,0,0,0,100
37,22,63,0,0,0,1,100
19,35,25,0,0,0,0,100
18,46,25,0,0,0,0,100
27,10,45,0,0,0,1,100
33,33,109,0,0,0,1,100
27,26,55,0,0,0,1,100
27,13,42,0,0,0,1,100
28,49,46,0,0,0,0,100
29,21,68,0,0,0,1,100
14,21,27,0,0,0,0,100
31,13,44,0,0,0,1,100
40,31,72,0,0,0,1,100
27,35,60,0,0,0,0,100
33,16,46,0,0,0,1,100
39,27,41,0,0,0,1,100
26,12,42,0,0,0,1,100
6,21,12,0,0,0,0,100
19,25,31,0,0,0,0,100
14,3,14,0,0,0,1,100
44,31,90,0,0,0,1,100
7,20,8,0,0,0,0,100
24,18,30,0,0,0,1,100
24,16,31,0,0,0,1,100
29,31,52,0,0,0,1,100
29,18,43,0,0,0,1,100
25,6,26,0,0,0,1,100
49,43,100,0,0,0,1,100
14,39,15,0,0,0,0,100
11,31,14,0,0,0,0,100
10,3,12,0,0,0,1,100
35,21,45,0,0,0,1,100
25,19,32,0,0,0,1,100
21,38,38,0,0,0,0,100
31,5,27,0,0,0,1,100
16,44,27,0,0,0,0,100
20,10,40,0,0,0,1,100
30,17,49,0,0,0,1,100
38,10,71,0,0,0,1,100
15,25,26,0,0,0,0,100
15,29,24,0,0,0,0,100
20,34,31,0,0,0,0,100
15,11,11,0,0,0,1,100
30,20,63,0,0,0,1,100
9,20,11,0,0,0,0,100
17,17,36,0,0,0,0,100
25,13,54,0,0,0,1,100
14,29,20,0,0,0,0,100
23,5,30,0,0,0,1,100
4,26,5,0,0,0,0,100
25,9,48,0,0,0,1,100
11,28,16,0,0,0,0,100
35,6,38,0,0,0,1,100
13,18,14,0,0,0,0,100
23,9,34,0,0,0,1,100
12,28,23,0,0,0,0,100
24,37,36,0,0,0,0,100
36,13,50,0,0,0,1,100
22,29,35,0,0,0,0,100
35,17,38,0,0,0,1,100
8,22,9,0,0,0,0,100
20,19,34,0,0,0,0,100
15,22,36,0,0,0,0,100
27,45,37,0,0,0,0,100
27,32,56,0,0,0,1,100
19,5,19,0,0,0,1,100
14,5,26,0,0,0,1,100
32,26,63,0,0,0,1,100
43,32,68,0,0,0,1,100
33,25,77,0,0,0,1,100
4,33,2,0,0,0,0,100
14,32,13,0,0,0,0,100
30,11,52,0,0,0,1,100
33,10,61,0,0,0,1,100
29,5,33,0,0,0,1,100
30,12,39,0,0,0,1,100
37,20,54,0,0,0,1,100
24,12,39,0,0,0,1,100
9,28,12,0,0,0,0,100
20,9,23,0,0,0,1,100
3,20,3,0,0,0,0,100
14,29,16,0,0,0,0,100
41,10,62,0,0,0,1,100
39,13,44,0,0,0,1,100
21,10,31,0,0,0,1,100
20,6,31,0,0,0,1,100
18,21,34,0,0,0,1,100
4,22,6,0,0,0,0,100
29,22,49,0,0,0,1,100
10,30,20,0,0,0,0,100
28,7,33,0,0,0,1,100
33,27,50,0,0,0,1,100
30,17,53,0,0,0,1,100
25,29,33,0,0,0,0,100
31,48,61,0,0,0,0,100
24,13,18,0,0,0,1,100
25,15,33,0,0,0,1,100
11,25,18,0,0,0,0,100
35,14,50,0,0,0,1,100
26,17,45,0,0,0,1,100
36,14,49,0,0,0,1,100
11,38,9,0,0,0,0,100
14,16,28,0,0,0,0,100
24,21,56,0,0,0,1,100
18,9,34,0,0,0,1,100
29,17,39,0,0,0,1,100
29,9,44,0,0,0,1,100
35,8,70,0,0,0,1,100
34,42,81,0,0,0,0,100
6,15,9,0,0,0,0,100
65,43,143,0,0,0,1,100
31,7,42,0,0,0,1,100
22,13,44,0,0,0,1,100
42,40,76,0,0,0,1,100
30,15,62,0,0,0,1,100
11,30,12,0,0,0,0,100
25,17,52,0,0,0,1,100
19,5,30,0,0,0,1,100
13,27,19,0,0,0,0,100
14,10,15,0,0,0,1,100
20,23,38,0,0,0,0,100
25,23,41,0,0,0,0,100
21,32,33,0,0,0,0,100
33,25,58,0,0,0,1,100
20,16,40,0,0,0,1,100
23,48,26,0,0,0,0,100
35,14,55,0,0,0,1,100
9,21,14,0,0,0,0,100
25,18,39,0,0,0,1,100
15,32,31,0,0,0,0,100
20,11,21,0,0,0,1,100
11,17,11,0,0,0,0,100
18,12,28,0,0,0,1,100
24,13,36,0,0,0,1,100
27,36,38,0,0,0,0,100
11,26,14,0,0,0,0,100
47,20,67,0,0,0,1,100
44,38,104,0,0,0,1,100
21,14,36,0,0,0,1,100
26,11,35,0,0,0,1,100
26,16,29,0,0,0,1,100
28,16,48,0,0,0,1,100
29,24,28,0,0,0,0,100
32,13,43,0,0,0,1,100
7,19,17,0,0,0,0,100
35,52,70,0,0,0,0,100
31,17,55,0,0,0,1,100
12,30,31,0,0,0,0,100
34,28,84,0,0,0,1,100
24,11,45,0,0,0,1,100
12,45,26,0,0,0,0,100
57,33,97,0,0,0,1,100
32,15,73,0,0,0,1,100
31,46,65,0,0,0,0,100
42,35,68,0,0,0,1,100
7,29,22,0,0,0,0,100
31,21,59,0,0,0,1,100
14,20,19,0,0,0,0,100
25,28,47,0,0,0,0,100
10,17,14,0,0,0,0,100
6,18,8,0,0,0,0,100
15,39,22,0,0,0,0,100
15,8,20,0,0,0,1,100
25,9,31,0,0,0,1,100
27,6,33,0,0,0,1,100
15,3,15,0,0,0,1,100
42,51,75,0,0,0,0,100
24,12,35,0,0,0,1,100
39,23,57,0,0,0,1,100
16,24,24,0,0,0,0,100
12,26,19,0,0,0,0,100
25,13,44,0,0,0,1,100
25,9,43,0,0,0,1,100
15,34,19,0,0,0,0,100
35,24,59,0,0,0,1,100
16,28,22,0,0,0,0,100
34,24,49,0,0,0,1,100
26,31,58,0,0,0,0,100
5,27,6,0,0,0,0,100
33,39,45,0,0,0,0,100
38,20,64,0,0,0,1,100
2,17,2,0,0,0,0,100
38,17,34,0,0,0,1,100
22,33,48,0,0,0,0,100
21,8,31,0,0,0,1,100
27,14,55,0,0,0,1,100
18,31,25,0,0,0,0,100
27,26,44,0,0,0,0,100
35,17,53,0,0,0,1,100
12,2,10,0,0,0,1,100
12,31,15,0,0,0,0,100
21,5,28,0,0,0,1,100
53,53,112,0,0,0,1,100
7,19,8,0,0,0,0,100
29,42,42,0,0,0,0,100
12,22,17,0,0,0,0,100
28,12,56,0,0,0,1,100
38,31,51,0,0,0,1,100
17,25,26,0,0,0,0,100
34,11,47,0,0,0,1,100
21,18,41,0,0,0,1,100
15,6,36,0,0,0,1,100
24,32,38,0,0,0,0,100
11,22,9,0,0,0,0,100
20,10,43,0,0,0,1,100
33,35,43,0,0,0,0,100
17,7,24,0,0,0,1,100
25,13,27,0,0,0,1,100
27,15,34,0,0,0,1,100
22,11,36,0,0,0,1,100
22,33,37,0,0,0,0,100
30,16,66,0,0,0,1,100
33,43,53,0,0,0,0,100
6,24,13,0,0,0,0,100
20,33,33,0,0,0,0,100
19,28,39,0,0,0,0,100
24,11,35,0,0,0,1,100
13,27,13,0,0,0,0,100
20,19,33,0,0,0,0,100
28,18,61,0,0,0,1,100
17,3,25,0,0,0,1,100
26,13,47,0,0,0,1,100
30,22,47,0,0,0,1,100
21,32,35,0,0,0,0,100
35,31,59,0,0,0,1,100
20,11,24,0,0,0,1,100
17,7,12,0,0,0,1,100
27,10,33,0,0,0,1,100
22,12,32,0,0,0,1,100
23,34,36,0,0,0,0,100
2,9,2,0,0,0,0,100
32,16,73,0,0,0,1,100
30,40,52,0,0,0,0,100
7,20,7,0,0,0,0,100
2,2,2,0,0,0,1,100
18,28,23,0,0,0,0,100
25,13,39,0,0,0,1,100
16,4,12,0,0,0,1,100
24,39,36,0,0,0,0,100
21,34,30,0,0,0,0,100
19,28,30,0,0,0,0,100
23,18,49,0,0,0,1,100
21,11,46,0,0,0,1,100
21,7,55,0,0,0,1,100
21,5,31,0,0,0,1,100
22,33,35,0,0,0,0,100
33,23,41,0,0,0,1,100
19,28,20,0,0,0,0,100
20,31,25,0,0,0,0,100
18,39,29,0,0,0,0,100
12,27,12,0,0,0,0,100
30,33,48,0,0,0,0,100
10,19,14,0,0,0,0,100
30,21,28,0,0,0,1,100
36,9,52,0,0,0,1,100
31,24,42,0,0,0,1,100
32,10,60,0,0,0,1,100
37,32,74,0,0,0,1,100
16,28,22,0,0,0,0,100
1,11,0,0,0,0,0,100
33,18,64,0,0,0,1,100
47,25,92,0,0,0,1,100
14,26,27,0,0,0,0,100
39,39,57,0,0,0,0,100
20,33,24,0,0,0,0,100
23,8,36,0,0,0,1,100
4,13,7,0,0,0,0,100
26,16,49,0,0,0,1,100
8,19,12,0,0,0,0,100
38,33,69,0,0,0,1,100
32,25,60,0,0,0,1,100
30,11,38,0,0,0,1,100
32,12,77,0,0,0,1,100
23,26,51,0,0,0,1,100
29,18,53,0,0,0,1,100
21,34,43,0,0,0,0,100
17,22,31,0,0,0,0,100
51,21,66,0,0,0,1,100
15,31,25,0,0,0,0,100
38,23,69,0,0,0,1,100
7,22,10,0,0,0,0,100
35,50,42,0,0,0,0,100
15,32,28,0,0,0,0,100
5,11,7,0,0,0,0,100
16,40,27,0,0,0,0,100
16,33,31,0,0,0,0,100
15,20,27,0,0,0,0,100
31,20,65,0,0,0,1,100
25,11,44,0,0,0,1,100
25,36,38,0,0,0,0,100
29,14,66,0,0,0,1,100
21,34,30,0,0,0,0,100
44,26,52,0,0,0,1,100
41,23,62,0,0,0,1,100
41,16,65,0,0,0,1,100
16,5,13,0,0,0,1,100
24,38,43,0,0,0,0,100
33,12,43,0,0,0,1,100
18,32,20,0,0,0,0,100
34,33,93,0,0,0,1,100
10,23,13,0,0,0,0,100
10,20,7,0,0,0,0,100
29,11,32,0,0,0,1,100
23,34,29,0,0,0,0,100
35,9,35,0,0,0,1,100
24,6,54,0,0,0,1,100
20,10,28,0,0,0,1,100
22,27,25,0,0,0,0,100
26,28,61,0,0,0,1,100
12,24,17,0,0,0,0,100
13,33,20,0,0,0,0,100
18,12,40,0,0,0,1,100
42,40,76,0,0,0,1,100
22,9,26,0,0,0,1,100
32,21,72,0,0,0,1,100
36,25,53,0,0,0,1,100
26,32,50,0,0,0,0,100
50,48,101,0,0,0,0,100
16,23,36,0,0,0,0,100
35,19,33,0,0,0,1,100
25,29,51,0,0,0,0,100
27,31,35,0,0,0,0,100
27,15,47,0,0,0,1,100
15,26,31,0,0,0,0,100
38,22,49,0,0,0,1,100
29,39,58,0,0,0,0,100
15,26,21,0,0,0,0,100
13,39,22,0,0,0,0,100
15,6,36,0,0,0,1,100
71,71,209,0,0,0,0,100
41,54,113,0,0,0,0,100
23,38,40,0,0,0,0,100
0,0,0,0,0,0,1,100
52,49,126,0,0,0,0,100
28,53,69,0,0,0,0,100
55,68,124,0,0,0,0,100
70,74,142,0,0,0,0,100
42,36,85,0,0,0,0,100
8,22,5,0,0,0,0,100
33,13,48,0,0,0,1,100
26,44,33,0,0,0,0,100
16,35,23,0,0,0,0,100
10,18,16,0,0,0,0,100
22,8,22,0,0,0,1,100
49,54,104,0,0,0,0,100
57,55,101,0,0,0,1,100
16,36,19,0,0,0,0,100
16,25,16,0,0,0,0,100
13,29,24,0,0,0,0,100
46,44,68,0,0,0,1,100
26,5,27,0,0,0,1,100
34,18,35,0,0,0,1,100
48,32,70,0,0,0,1,100
29,38,65,0,0,0,0,100
45,29,69,0,0,0,1,100
31,31,69,0,0,0,1,100
35,13,48,0,0,0,1,100
10,29,13,0,0,0,0,100
26,7,40,0,0,0,1,100
37,21,132,0,0,0,1,100
35,29,80,0,0,0,1,100
16,38,16,0,0,0,0,100
33,26,58,0,0,0,1,100
6,13,6,0,0,0,0,100
35,7,65,0,0,0,1,100
25,20,59,0,0,0,1,100
32,40,80,0,0,0,0,100
52,43,124,0,0,0,0,100
59,44,115,0,0,0,1,100
46,42,98,0,0,0,1,100
54,53,107,0,0,0,1,100
20,30,13,0,0,0,0,100
29,13,41,0,0,0,1,100
19,34,21,0,0,0,0,100
32,13,55,0,0,0,1,100
57,46,149,0,0,0,1,100
61,65,105,0,0,0,1,100
22,34,29,0,0,0,0,100
58,60,148,0,0,0,0,100
44,51,93,0,0,0,0,100
26,41,37,0,0,0,0,100
37,45,102,0,0,0,0,100
39,42,115,0,0,0,0,100
51,80,91,0,0,0,0,100
65,61,163,0,0,0,1,100
30,14,48,0,0,0,1,100
29,23,39,0,0,0,1,100
26,14,25,0,0,0,1,100
27,14,34,0,0,0,1,100
35,22,59,0,0,0,1,100
30,36,57,0,0,0,0,100
24,29,44,0,0,0,1,100
60,73,59,0,0,0,0,100
13,28,22,0,0,0,0,100
41,47,47,0,0,0,1,100
37,51,50,0,0,0,1,100
27,33,52,0,0,0,0,100
33,25,57,0,0,0,1,100
7,23,8,0,0,0,0,100
0,7,0,0,0,0,0,100
13,31,16,0,0,0,0,100
58,56,60,0,0,0,0,100
35,32,90,0,0,0,1,100
19,31,32,0,0,0,0,100
11,28,20,0,0,0,0,100
24,19,37,0,0,0,1,100
32,16,53,0,0,0,1,100
19,7,24,0,0,0,1,100
42,36,76,0,0,0,1,100
37,31,72,0,0,0,1,100
32,19,42,0,0,0,1,100
1,0,0,0,0,0,1,100
24,12,24,0,0,0,1,100
40,40,70,0,0,0,1,100
9,26,13,0,0,0,0,100
34,40,63,0,0,0,0,100
15,34,21,0,0,0,0,100
11,23,18,0,0,0,0,100
18,17,22,0,0,0,0,100
13,28,18,0,0,0,0,100
18,3,27,0,0,0,1,100
28,19,76,0,0,0,1,100
22,9,31,0,0,0,1,100
14,29,17,0,0,0,0,100
21,17,27,0,0,0,1,100
28,11,36,0,0,0,1,100
45,41,85,0,0,0,1,100
28,53,48,0,0,0,0,100
9,27,15,0,0,0,0,100
21,23,28,0,0,0,0,100
17,26,15,0,0,0,0,100
20,28,40,0,0,0,0,100
16,32,24,0,0,0,0,100
7,22,9,0,0,0,0,100
21,33,29,0,0,0,0,100
31,23,68,0,0,0,1,100
32,38,56,0,0,0,0,100
6,18,7,0,0,0,0,100
16,34,27,0,0,0,0,100
24,24,39,0,0,0,0,100
19,7,25,0,0,0,1,100
39,22,47,0,0,0,1,100
12,27,22,0,0,0,0,100
25,6,26,0,0,0,1,100
23,30,30,0,0,0,0,100
22,21,34,0,0,0,1,100
15,10,18,0,0,0,1,100
